task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
cwe_16384,full_kv,1,0.9,15237.0,120.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.07495538983494,1.0
cwe_32768,full_kv,1,0.0,31449.0,120.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.721167476847768,1.0
cwe_4096,full_kv,1,1.0,2820.0,120.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.8030440798029304,1.0
cwe_8192,full_kv,2,0.9,6969.0,120.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.501982181333005,1.0
fwe_16384,full_kv,1,1.0,15943.0,32.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0289210565388203,1.0
fwe_32768,full_kv,1,0.6666666666666666,32167.0,34.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.52043292298913,1.0
fwe_4096,full_kv,1,1.0,3963.0,33.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0892414459958673,1.0
fwe_8192,full_kv,2,0.6666666666666666,7971.5,42.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.6954663190990686,1.0
niah_multikey_1_16384,full_kv,1,1.0,16023.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2782747792080045,1.0
niah_multikey_1_32768,full_kv,1,1.0,32199.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4576782640069723,1.0
niah_multikey_1_4096,full_kv,1,1.0,3751.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1380230039358139,1.0
niah_multikey_1_8192,full_kv,2,1.0,7446.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1726467264816165,1.0
niah_multikey_2_16384,full_kv,1,1.0,16097.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0107505964115262,1.0
niah_multikey_2_32768,full_kv,1,1.0,32602.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.464208148419857,1.0
niah_multikey_2_4096,full_kv,1,1.0,3640.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.13857332151383162,1.0
niah_multikey_2_8192,full_kv,2,1.0,7655.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1790869776159525,1.0
niah_multikey_3_16384,full_kv,1,1.0,16114.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5709257386624813,1.0
niah_multikey_3_32768,full_kv,1,1.0,31994.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.5367197766900063,1.0
niah_multikey_3_4096,full_kv,1,1.0,3076.0,53.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7333147134631872,1.0
niah_multikey_3_8192,full_kv,2,1.0,7442.0,40.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.6361502753570676,1.0
niah_multiquery_16384,full_kv,1,1.0,16062.0,41.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.6030783876776695,1.0
niah_multiquery_32768,full_kv,1,1.0,32222.0,41.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.2330257361754775,1.0
niah_multiquery_4096,full_kv,1,1.0,3780.0,65.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.1059987200424075,1.0
niah_multiquery_8192,full_kv,2,1.0,7479.0,47.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8879117360338569,1.0
niah_multivalue_16384,full_kv,1,1.0,16024.0,42.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.6485138703137636,1.0
niah_multivalue_32768,full_kv,1,1.0,32196.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.140955800190568,1.0
niah_multivalue_4096,full_kv,1,1.0,3744.0,41.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3640268482267857,1.0
niah_multivalue_8192,full_kv,2,1.0,7453.0,32.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.2812047703191638,1.0
niah_single_1_16384,full_kv,1,1.0,15688.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.333701311610639,1.0
niah_single_1_32768,full_kv,1,1.0,32491.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.45601494796574116,1.0
niah_single_1_4096,full_kv,1,1.0,3691.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7927566394209862,1.0
niah_single_1_8192,full_kv,2,1.0,7888.0,12.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.537500326987356,1.0
niah_single_2_16384,full_kv,1,1.0,15978.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.27778591588139534,1.0
niah_single_2_32768,full_kv,1,1.0,32138.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.45775250624865294,1.0
niah_single_2_4096,full_kv,1,1.0,3704.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.13784597627818584,1.0
niah_single_2_8192,full_kv,2,1.0,8071.5,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1794517762027681,1.0
niah_single_3_16384,full_kv,1,1.0,15991.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3659631302580237,1.0
niah_single_3_32768,full_kv,1,1.0,32161.0,23.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.432646826840937,1.0
niah_single_3_4096,full_kv,1,1.0,3724.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8862850358709693,1.0
niah_single_3_8192,full_kv,2,1.0,7413.5,23.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9533724570646882,1.0
qa_hotpot_16384,full_kv,1,1.0,15243.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3807835513725877,1.0
qa_hotpot_32768,full_kv,1,0.0,29447.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4232435431331396,1.0
qa_hotpot_4096,full_kv,1,1.0,3910.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.14381538052111864,1.0
qa_hotpot_8192,full_kv,2,0.5,6790.5,14.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5823472179472446,1.0
qa_squad_16384,full_kv,1,0.0,15242.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.20409457199275494,1.0
qa_squad_32768,full_kv,1,1.0,30785.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7237130599096417,1.0
qa_squad_4096,full_kv,1,0.0,2604.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.28974521812051535,1.0
qa_squad_8192,full_kv,2,1.0,7441.0,3.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.18531924532726407,1.0
vt_16384,full_kv,1,0.2,16321.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8792271129786968,1.0
vt_32768,full_kv,1,1.0,32653.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.768943733535707,1.0
vt_4096,full_kv,1,1.0,3846.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.520021322183311,1.0
vt_8192,full_kv,2,1.0,7927.5,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6885830597020686,1.0
ALL,full_kv,65,0.8814102564102565,13271.0,27.23076923076923,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.4784340923078931,1.0
cwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,15237.0,120.0,0.06,0.06,0.06018089476041136,0.0,0.0,1.0,0.0,6.989026608876884,1.0122948138227026
cwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,31449.0,120.0,0.040748758436266394,0.040748758436266394,0.04070295691293688,0.0,0.0,1.0,0.0,7.106070639565587,1.6494583394071514
cwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,2820.0,120.0,0.09198706431908013,0.09198706431908013,0.09122044256657161,0.0,0.0,1.0,0.0,6.858112826012075,0.5545321542944581
cwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.9,6969.0,120.0,0.06008373863299252,0.06008373863299252,0.060232750887657914,0.0,0.0,1.0,0.0,6.945311353076249,0.6482045156030286
