mode,loss,ppl,token_count,seconds,top_fraction,sign_xnor_candidate_fraction,recent_window_tokens,qabs_dim_count,qabs_candidate_fraction,kdom_key_dim_count,max_heads_per_token,limit_strategy,protected_sink_tokens,protected_recent_fraction,protected_recent_tokens,always_keep_self,qabs_fast_path,qabs_cuda_final_kernel,qabs_cuda_candidate_kernel,qabs_cuda_reuse_select_kernel,qabs_profile,qabs_candidate_selection,qabs_threshold_sample_size,lagged_refresh_fraction,reuse_prefill_cache,shared_prefill_seconds
qabs8cand3reuse,0.038577709548974326,1.0393314912013374,32,2.3754738999996334,,,,8,0.03,,,qabs_reuse_rerank,10,,10,True,True,False,False,False,False,topk,,,True,1.8945074000002933
sparqfast8cand3,0.6028229225749442,1.827269767656626,32,1.337003900000127,,,,8,0.03,,,sparq_fast_attention,10,,10,True,,False,,,,,,,True,1.8945074000002933
baseline,0.0005258059157924322,1.0005259441759546,32,0.47613689999707276,,,,,,,,,10,,10,,,,,,,,,,True,1.8945074000002933
