group,dataset,mode,loss,ppl,token_count,seconds,ppl_delta_vs_baseline,ppl_ratio_vs_baseline,time_ratio_vs_baseline,source_csv
needle_ppl,niah_len1000_depth50,qabs8cand3sharedtop2attn,3.0493532353139017,21.101692178803777,32,0.7878380000038305,6.804700,1.475953,1.935663,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\needle_ppl\niah_len1000_depth50\ppl_by_mode.csv
needle_ppl,niah_len1000_depth50,qabs8cand3sharedr2attn,3.371546248818049,29.12352447552749,32,1.1186731000052532,14.826532,2.037039,2.748502,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\needle_ppl\niah_len1000_depth50\ppl_by_mode.csv
needle_ppl,niah_len1000_depth50,qabs8cand3sharedr4attn,3.361898251110688,28.843891894510893,32,1.2777853000006871,14.546899,2.017480,3.139429,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\needle_ppl\niah_len1000_depth50\ppl_by_mode.csv
needle_ppl,niah_len1000_depth50,qabs8cand3sharedr8attn,3.4367999405949377,31.087317562466396,32,1.0611065999983111,16.790325,2.174396,2.607065,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\needle_ppl\niah_len1000_depth50\ppl_by_mode.csv
needle_ppl,niah_len1000_depth50,baseline,2.6600492046418367,14.29699255976893,32,0.40701199999602977,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\needle_ppl\niah_len1000_depth50\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3reuse,0.05279516588382194,1.054213684073776,32,2.5259633000023314,0.053443,1.053402,5.035218,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3top2attn,0.082127906502933,1.0855946555657197,32,0.6848679999966407,0.084824,1.084759,1.365206,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3top2globalattn,0.07124949779461076,1.0738491154340852,32,1.6249506000021938,0.073079,1.073023,3.239152,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3sharedtop2attn,0.21392696097069575,1.2385321903008315,32,0.7075321000011172,0.237762,1.237579,1.410384,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3sharedr2attn,0.8993464180267097,2.457996084121205,32,0.9575163000044995,1.457226,2.456104,1.908699,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3sharedr4attn,2.149177346055353,8.57779893369909,32,1.0297566000008374,7.577029,8.571197,2.052702,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,qabs8cand3sharedr8attn,3.1535238202455957,23.41844173366297,32,1.0423360999993747,22.417671,23.400418,2.077777,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,finance,baseline,0.0007699427073362131,1.000770239189309,32,0.501659199995629,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\finance\ppl_by_mode.csv
topic_ppl,history,qabs8cand3reuse,0.028289900734307594,1.028693860304113,32,2.5260590000034426,0.018947,1.018764,6.094599,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qabs8cand3top2attn,0.05343127221328814,1.054884489399963,32,0.6666776999991271,0.045137,1.044702,1.608487,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qabs8cand3top2globalattn,0.03923568464870186,1.0400155704717937,32,1.2844328999999561,0.030269,1.029976,3.098939,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qabs8cand3sharedtop2attn,0.025753977756778568,1.0260884768290823,32,0.6900520999988657,0.016341,1.016184,1.664882,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qabs8cand3sharedr2attn,1.039141008974184,2.826787785818271,32,0.9743499000032898,1.817041,2.799501,2.350805,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qabs8cand3sharedr4attn,1.7734682919472107,5.891250546068277,32,1.0271554999999353,4.881504,5.834383,2.478209,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qabs8cand3sharedr8attn,2.730310481924789,15.337648343295887,32,1.1050703000000794,14.327901,15.189595,2.666193,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,baseline,0.009699823953198461,1.0097470197190066,32,0.4144749999977648,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3reuse,0.038577709548974326,1.0393314912013374,32,2.710094299996854,0.038806,1.038785,6.428689,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3top2attn,0.0495485138808931,1.0507965691978696,32,0.7329268999965279,0.050271,1.050244,1.738596,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3top2globalattn,0.07526610401060907,1.078171018346752,32,1.5437431000027573,0.077645,1.077604,3.661955,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3sharedtop2attn,0.3239615851990152,1.3825941940185156,32,0.7399347000027774,0.382068,1.381867,1.755219,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3sharedr2attn,1.171751639388333,3.2276413535546307,32,1.1074365000022226,2.227115,3.225945,2.626981,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3sharedr4attn,1.9149709216044926,6.786741446578019,32,1.1113313000023481,5.786216,6.783174,2.636220,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3sharedr8attn,2.319785466495034,10.173491517148113,32,1.2724442999970051,9.172966,10.168144,3.018400,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,baseline,0.0005258059157924322,1.0005259441759546,32,0.42156249999970896,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3reuse,0.03763454398291799,1.038351691656347,32,2.371864300002926,0.036979,1.036928,5.789298,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3top2attn,0.05401351591589787,1.0554988680926027,32,0.6540638000005856,0.054126,1.054052,1.596453,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3top2globalattn,0.05634308707813318,1.057960594087131,32,1.3302474000010989,0.056588,1.056510,3.246897,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3sharedtop2attn,0.13757581006733233,1.1474886938698967,32,0.6673676999998861,0.146116,1.145916,1.628926,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3sharedr2attn,1.0098030065039438,2.745060202744192,32,0.9541873999987729,1.743688,2.741297,2.329001,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3sharedr4attn,1.4578392669263849,4.2966655437046155,32,1.2807127999985823,3.295293,4.290776,3.125992,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3sharedr8attn,2.1252157120670745,8.374703817968399,32,1.0888777000000118,7.373331,8.363224,2.657756,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,baseline,0.0013716815038229413,1.0013726226891833,32,0.40969809999660356,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,science,qabs8cand3reuse,0.06737743976501065,1.069699148984525,32,3.3331271999995806,0.053142,1.052276,7.994025,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qabs8cand3top2attn,0.0897081160289872,1.0938549583755421,32,0.6797877999997581,0.077298,1.076039,1.630373,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qabs8cand3top2globalattn,0.05439425651638885,1.0559008158795231,32,1.3497283000033349,0.039344,1.038703,3.237129,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qabs8cand3sharedtop2attn,0.09637922284755973,1.101176576140773,32,0.6959505999984685,0.084619,1.083241,1.669137,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qabs8cand3sharedr2attn,0.5431375887559113,1.7213994414448222,32,1.001051599996572,0.704842,1.693362,2.400878,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qabs8cand3sharedr4attn,1.6677962966704172,5.300474244611873,32,1.2722462000019732,4.283917,5.214143,3.051299,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,qabs8cand3sharedr8attn,2.5263197061716482,12.50739045718595,32,1.2479504000002635,11.490833,12.303676,2.993029,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,science,baseline,0.016421601801477337,1.0165571774105484,32,0.4169523000018671,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\science\ppl_by_mode.csv
topic_ppl,software,qabs8cand3reuse,0.12643344553180214,1.1347739243877142,32,2.4243468000058783,0.133923,1.133809,5.719026,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qabs8cand3top2attn,0.16313970870578487,1.1772011434485883,32,0.7743942999950377,0.176350,1.176200,1.826794,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qabs8cand3top2globalattn,0.14600710144623008,1.1572044058464823,32,1.4355633000013768,0.156353,1.156221,3.386489,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qabs8cand3sharedtop2attn,0.19376965641185961,1.2138166558684589,32,0.7639791999972658,0.212966,1.212785,1.802225,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qabs8cand3sharedr2attn,1.2615687707202596,3.530956405745143,32,1.100089499996102,2.530105,3.527954,2.595108,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qabs8cand3sharedr4attn,2.7436951179752214,15.544317192547169,32,1.5638706000027014,14.543466,15.531101,3.689166,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,qabs8cand3sharedr8attn,3.4087174475189386,30.22645237691535,32,1.241150000001653,29.225601,30.200754,2.927869,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
topic_ppl,software,baseline,0.0008505668423026691,1.00085092867686,32,0.42390899999736575,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_refresh_sweep\topic_ppl\software\ppl_by_mode.csv
