mode,loss,ppl,token_count,seconds,top_fraction,sign_xnor_candidate_fraction,recent_window_tokens,qabs_dim_count,qabs_candidate_fraction,kdom_key_dim_count,max_heads_per_token,limit_strategy,protected_sink_tokens,protected_recent_fraction,protected_recent_tokens,always_keep_self,qabs_fast_path,qabs_cuda_final_kernel,qabs_cuda_candidate_kernel,qabs_cuda_reuse_select_kernel,qabs_profile,qabs_candidate_selection,qabs_threshold_sample_size,lagged_refresh_fraction,reuse_prefill_cache,shared_prefill_seconds
qabs8cand3reuse,3.184298282620148,24.15033574822969,32,2.3423016000015195,,,,8,0.03,,,qabs_reuse_rerank,10,,10,True,True,False,False,False,False,topk,,,True,1.9843451000051573
sparqfast8cand3,4.227472863247385,68.54379357471537,32,1.2675668000010774,,,,8,0.03,,,sparq_fast_attention,10,,10,True,,False,,,,,,,True,1.9843451000051573
baseline,3.0839043791784206,21.843521509985393,32,0.4089393000031123,,,,,,,,,10,,10,,,,,,,,,,True,1.9843451000051573
