task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
niah_multivalue_16384,full_kv,1,1.0,16036.0,44.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.9805903071537614,1.0
niah_multivalue_32768,full_kv,1,0.75,32203.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.5329576646909118,1.0
niah_multivalue_4096,full_kv,2,1.0,3750.0,42.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7355152443051338,1.0
niah_multivalue_8192,full_kv,1,1.0,7447.0,43.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.36128908675164,1.0
niah_single_1_16384,full_kv,1,1.0,15691.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.399599926546216,1.0
niah_single_1_32768,full_kv,1,1.0,32485.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4949875185266137,1.0
niah_single_1_4096,full_kv,2,1.0,3683.5,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.19483732897788286,1.0
niah_single_1_8192,full_kv,1,1.0,7888.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.21227021422237158,1.0
niah_single_2_16384,full_kv,1,1.0,15972.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.33598571456968784,1.0
niah_single_2_32768,full_kv,1,1.0,32141.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5524773094803095,1.0
niah_single_2_4096,full_kv,2,1.0,3696.5,11.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4308883296325803,1.0
niah_single_2_8192,full_kv,1,1.0,8070.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.20128235965967178,1.0
niah_single_3_16384,full_kv,1,1.0,15996.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8975769756361842,1.0
niah_single_3_32768,full_kv,1,1.0,32166.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.5428899601101875,1.0
niah_single_3_4096,full_kv,2,1.0,3719.0,21.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7925050244666636,1.0
niah_single_3_8192,full_kv,1,1.0,7405.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0005927896127105,1.0
qa_hotpot_16384,full_kv,1,1.0,15419.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.22582929488271475,1.0
qa_hotpot_32768,full_kv,1,1.0,32563.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2825236264616251,1.0
qa_hotpot_4096,full_kv,2,0.5,3861.5,6.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2770487838424742,1.0
qa_hotpot_8192,full_kv,1,0.0,8068.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.19128136057406664,1.0
qa_squad_16384,full_kv,1,0.0,14054.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3965603355318308,1.0
qa_squad_32768,full_kv,1,1.0,32436.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4084539841860533,1.0
qa_squad_4096,full_kv,2,1.0,3081.5,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3007694063708186,1.0
qa_squad_8192,full_kv,1,0.0,7869.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15042970515787601,1.0
vt_16384,full_kv,1,1.0,16322.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5083327936008573,1.0
vt_32768,full_kv,1,1.0,32644.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.3768635634332895,1.0
vt_4096,full_kv,2,0.1,3843.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1808920535258949,1.0
vt_8192,full_kv,1,0.4,7931.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.780074288137257,1.0
ALL,full_kv,65,0.8522435897435897,12545.476923076923,27.876923076923077,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9877620992179101,1.0
cwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,15312.0,120.0,0.06003273322422258,0.06003273322422258,0.06021538813524076,0.0,0.0,1.0,0.0,7.08255392126739,1.4683925990453321
cwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,31365.0,120.0,0.04085801838610827,0.04085801838610827,0.04071899851751498,0.0,0.0,1.0,0.0,7.546624503098428,2.4132123186356447
cwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,2904.0,120.0,0.0893060236958734,0.0893060236958734,0.0886862961959384,0.0,0.0,1.0,0.0,7.775265350937843,0.5908620088647863
cwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,6984.0,120.0,0.0600259104649489,0.0600259104649489,0.06029746336318497,0.0,0.0,1.0,0.0,6.932267385534942,0.9096413315012768
fwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,14975.0,31.0,0.06004154660591034,0.06004154660591034,0.060259391257478104,0.0,0.0,1.0,0.0,3.1360942563042045,0.8574715094825625
fwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6666666666666666,32051.0,34.0,0.04000125003906372,0.04000125003906372,0.0387955531817077,0.0,0.0,1.0,0.0,2.985567499883473,1.4598229186452243
fwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,4019.0,33.5,0.06455135924344976,0.06455135924344976,0.06514217577082015,0.0,0.0,1.0,0.0,2.932626352645457,0.49648823598660025
fwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7104.0,12.0,0.06012478729438457,0.06012478729438457,0.06103438932209251,0.0,0.0,1.0,0.0,1.5873277988284826,0.47382457224278346
niah_multikey_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16027.0,3.0,0.06004127837888548,0.06004127837888548,0.0601245996589302,0.0,0.0,1.0,0.0,1.239429622888565,0.30471355766110214
niah_multikey_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32193.0,3.0,0.03980718395272897,0.03980718395272897,0.03909283368018886,0.0,0.0,1.0,0.0,1.4353800592944026,0.4666449826100084
niah_multikey_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3751.5,3.5,0.06891910206986623,0.06891910206986623,0.0681806687568981,0.0,0.0,1.0,0.0,1.1431952328421175,0.16642363115364053
niah_multikey_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7443.0,4.0,0.06007830430673687,0.06007830430673687,0.06025513277419572,0.0,0.0,1.0,0.0,1.2195005221292377,0.19173947090353827
niah_multikey_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16100.0,3.0,0.06000996015936255,0.06000996015936255,0.06039320231792021,0.0,0.0,1.0,0.0,1.2382251359522343,0.29729128139198496
niah_multikey_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32596.0,3.0,0.039314454204803735,0.039314454204803735,0.03868266411275066,0.0,0.0,1.0,0.0,1.381805196404457,0.4703255067052439
niah_multikey_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3642.5,3.0,0.07100294209641023,0.07100294209641023,0.07114223249796689,0.0,0.0,1.0,0.0,1.2141137579455972,0.12665734639215404
niah_multikey_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7656.0,3.0,0.06010498687664042,0.06010498687664042,0.06007387711679944,0.0,0.0,1.0,0.0,1.1502120830118656,0.20171832553943878
niah_multikey_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16100.0,25.0,0.06004244164274123,0.06004244164274123,0.0601525891028426,0.0,0.0,1.0,0.0,2.343604094348848,1.0488590568320508
niah_multikey_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,31911.0,60.0,0.04020984512926837,0.04020984512926837,0.04079825101229891,0.0,0.0,1.0,0.0,4.805821453221142,1.853324848985991
niah_multikey_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3080.0,58.0,0.08516361051140928,0.08516361051140928,0.08557026046275176,0.0,0.0,1.0,0.0,3.9580045277252793,0.5057470344408372
niah_multikey_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7432.0,59.0,0.06008700380641653,0.06008700380641653,0.06034994701970018,0.0,0.0,1.0,0.0,3.9861409217119217,0.8104698343572435
niah_multiquery_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16072.0,60.0,0.06001875586120663,0.06001875586120663,0.0604552575086819,0.0,0.0,1.0,0.0,4.184082786552608,1.2818227758465974
niah_multiquery_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32225.0,20.0,0.03980594601318572,0.03980594601318572,0.038801455205214906,0.0,0.0,1.0,0.0,2.416429684497416,1.5050123857809514
niah_multiquery_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3782.0,47.0,0.06890983002667009,0.06890983002667009,0.06807051181304,0.0,0.0,1.0,0.0,3.3409440154209733,0.5572035996147656
niah_multiquery_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7476.0,75.0,0.06007830430673687,0.06007830430673687,0.06010813374872443,0.0,0.0,1.0,0.0,4.769971402361989,0.8779633673428435
niah_multivalue_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16036.0,44.0,0.06001875586120663,0.06001875586120663,0.06030287743222156,0.0,0.0,1.0,0.0,3.3098423928022385,1.2026525238211243
niah_multivalue_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.75,32203.0,15.0,0.03979851999253778,0.03979851999253778,0.03840444058522198,0.0,0.0,1.0,0.0,2.093093015253544,1.2101505505163064
niah_multivalue_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3750.0,42.0,0.06894694317263668,0.06894694317263668,0.06805936266169543,0.0,0.0,1.0,0.0,3.072767838370055,0.5648051970062715
niah_multivalue_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7447.0,43.0,0.060070194384449244,0.060070194384449244,0.06006763486904591,0.0,0.0,1.0,0.0,3.255755099467933,0.7252661869860942
niah_single_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15691.0,22.0,0.06006006006006006,0.06006006006006006,0.060090826563146835,0.0,0.0,1.0,0.0,2.146017882041633,0.6521846524478604
niah_single_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32485.0,3.0,0.03944651607137354,0.03944651607137354,0.03827731601369308,0.0,0.0,1.0,0.0,1.3712169378995895,0.3609841045902106
niah_single_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3683.5,4.0,0.07016582288827028,0.07016582288827028,0.0722372004649314,0.0,0.0,1.0,0.0,1.2671111109666526,0.1537649913189109
niah_single_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7888.0,4.0,0.06,0.06,0.06015808194435642,0.0,0.0,1.0,0.0,1.310483948327601,0.1619784923678495
niah_single_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15972.0,3.0,0.06005271084337349,0.06005271084337349,0.06021464933011958,0.0,0.0,1.0,0.0,1.2520379032939672,0.26835107282754633
niah_single_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32141.0,3.0,0.03987166308444694,0.03987166308444694,0.038945151673952044,0.0,0.0,1.0,0.0,1.3801700556650758,0.4002965483945976
niah_single_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3696.5,11.0,0.06991670210945639,0.06991670210945639,0.06995156459095855,0.0,0.0,1.0,0.0,1.522979467175901,0.2829245823199359
niah_single_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,8070.0,3.0,0.06011949215832711,0.06011949215832711,0.059925396803886345,0.0,0.0,1.0,0.0,1.2094703344628215,0.16642190711446433
niah_single_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15996.0,21.0,0.06004011030333417,0.06004011030333417,0.060203108590602926,0.0,0.0,1.0,0.0,2.22560294624418,0.8526125375770387
niah_single_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32166.0,24.0,0.0398431177239619,0.0398431177239619,0.03925164781169878,0.0,0.0,1.0,0.0,2.5450345538556576,1.392079315678762
niah_single_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3719.0,21.5,0.06952747690050576,0.06952747690050576,0.06991473980112652,0.0,0.0,1.0,0.0,2.2169503928162158,0.3574753079882568
niah_single_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7405.0,19.0,0.0601167051160266,0.0601167051160266,0.060110962335215734,0.0,0.0,1.0,0.0,1.9467985648661852,0.5139683209502915
qa_hotpot_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15419.0,2.0,0.06004678970626462,0.06004678970626462,0.06004822297861474,0.0,0.0,1.0,0.0,1.168968053534627,0.19318688325131828
qa_hotpot_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32563.0,1.0,0.03934103761986722,0.03934103761986722,0.039126558517335625,0.0,0.0,1.0,0.0,1.2575109973549843,0.2246689110917343
qa_hotpot_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.5,3861.5,6.5,0.06688347113879028,0.06688347113879028,0.0669428818785569,0.0,0.0,1.0,0.0,1.2670176289975643,0.21866213815956842
qa_hotpot_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,8068.0,3.0,0.0600820997636522,0.0600820997636522,0.05987743731152146,0.0,0.0,1.0,0.0,1.1427330756559968,0.1673893620907575
qa_squad_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,14054.0,5.0,0.06006840530141086,0.06006840530141086,0.06003281794696215,0.0,0.0,1.0,0.0,1.2958540115505457,0.3060223852356093
qa_squad_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32436.0,2.0,0.03948180135718692,0.03948180135718692,0.038440521528602035,0.0,0.0,1.0,0.0,1.317044209688902,0.310129288888893
qa_squad_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3081.5,8.0,0.08378391931161733,0.08378391931161733,0.08393800819195654,0.0,0.0,1.0,0.0,1.3267017370089889,0.22670461489625743
qa_squad_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,7869.0,2.0,0.06011207335710647,0.06011207335710647,0.0600365359338268,0.0,0.0,1.0,0.0,1.091712199151516,0.13779245599233086
vt_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16322.0,16.0,0.060002459117176936,0.060002459117176936,0.060054153334456045,0.0,0.0,1.0,0.0,1.9481138372793794,0.7742529028525899
vt_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32644.0,14.0,0.039278261936909295,0.039278261936909295,0.038223378395266315,0.0,0.0,1.0,0.0,2.3112424220889807,1.028392149917791
vt_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.1,3843.0,30.0,0.06759980096705023,0.06759980096705023,0.06775726919351016,0.0,0.0,1.0,0.0,2.396223944146186,0.4928137273691529
vt_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.4,7931.0,30.0,0.06006349206349206,0.06006349206349206,0.06001453707194939,0.0,0.0,1.0,0.0,2.4436986865475774,0.7284344415849896
ALL,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,65,0.8695512820512821,12545.476923076923,27.846153846153847,0.061045399765223475,0.061045399765223475,0.06097848813180715,0.0,0.0,1.0,0.0,2.5281729564357263,0.786244506792091
LENGTH_4096,full_kv,26,0.8923076923076922,3601.076923076923,29.884615384615383,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1669189055951743,
LENGTH_8192,full_kv,13,0.7923076923076924,7597.923076923077,28.923076923076923,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.603043386282829,
LENGTH_16384,full_kv,13,0.8461538461538461,15698.153846153846,27.307692307692307,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.4154387786984444,
LENGTH_32768,full_kv,13,0.8782051282051282,32229.153846153848,23.384615384615383,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.586490519917928,
LENGTH_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,26,0.8923076923076922,3601.076923076923,29.846153846153847,0.07266746185630815,0.07266746185630815,0.07273793632924237,0.0,0.0,1.0,0.0,2.571838565922987,
LENGTH_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.7923076923076924,7597.923076923077,29.0,0.060081796453762895,0.060081796453762895,0.060177656124192264,0.0,0.0,1.0,0.0,2.465082463235236,
LENGTH_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.9153846153846155,15698.153846153846,27.307692307692307,0.06003661592808889,0.06003661592808889,0.06019592955055521,0.0,0.0,1.0,0.0,2.5054174495431094,
LENGTH_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8782051282051282,32229.153846153848,23.23076923076923,0.03977366273164941,0.03977366273164941,0.03904298232580353,0.0,0.0,1.0,0.0,2.5266877375543118,
