task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
niah_single_2_16384,full_kv,2,1.0,15975.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.316604919731617,1.0
niah_single_2_32768,full_kv,1,1.0,32141.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5965618072077632,1.0
niah_single_2_4096,full_kv,1,1.0,3701.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15176668390631676,1.0
niah_single_2_8192,full_kv,1,1.0,8073.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2012976622208953,1.0
niah_single_3_16384,full_kv,2,1.0,15993.5,22.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8673210507258773,1.0
niah_single_3_32768,full_kv,1,1.0,32160.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.5489627551287413,1.0
niah_single_3_4096,full_kv,1,1.0,3719.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8749401029199362,1.0
niah_single_3_8192,full_kv,1,1.0,7411.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1883213678374887,1.0
qa_hotpot_16384,full_kv,2,0.5,16002.5,3.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32426918065175414,1.0
qa_hotpot_32768,full_kv,1,0.0,31545.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4852617187425494,1.0
qa_hotpot_4096,full_kv,1,1.0,2771.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.10101590026170015,1.0
qa_hotpot_8192,full_kv,1,0.0,7829.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.14590082317590714,1.0
qa_squad_16384,full_kv,2,1.0,15250.0,6.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5460140095092356,1.0
qa_squad_32768,full_kv,1,0.0,30557.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3745146095752716,1.0
qa_squad_4096,full_kv,1,1.0,3322.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2460851976647973,1.0
qa_squad_8192,full_kv,1,1.0,7378.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.14536535274237394,1.0
vt_16384,full_kv,2,0.8,16323.5,22.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.091448543127626,1.0
vt_32768,full_kv,1,1.0,32644.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.3558230316266418,1.0
vt_4096,full_kv,1,0.0,3846.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1600082973018289,1.0
vt_8192,full_kv,1,1.0,7926.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8202181905508041,1.0
ALL,full_kv,65,0.8602564102564103,14974.861538461539,25.723076923076924,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9871376641954368,1.0
cwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.9,15235.5,120.0,0.060038805094659295,0.060038805094659295,0.06018151367430194,0.0,0.0,1.0,0.0,6.968873290810734,1.437091240469765
cwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,31320.0,120.0,0.040916791867787614,0.040916791867787614,0.04068610709863633,0.0,0.0,1.0,0.0,7.45466763805598,2.1647368048197295
cwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,2790.0,120.0,0.0929894660370505,0.0929894660370505,0.09317695137022868,0.0,0.0,1.0,0.0,6.773594261147082,0.5974584805774429
cwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,7107.0,120.0,0.060113154172560114,0.060113154172560114,0.06030459587590618,0.0,0.0,1.0,0.0,6.835167543962598,0.8818973168640628
fwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15794.5,27.5,0.06002857413725869,0.06002857413725869,0.060183276394506414,0.0,0.0,1.0,0.0,2.4034778350032866,0.8878798162543637
fwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32008.0,14.0,0.04005507572912755,0.04005507572912755,0.04080422743363498,0.0,0.0,1.0,0.0,1.9290872858837247,1.0242041020927624
fwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6666666666666666,3938.0,32.0,0.06587750900669069,0.06587750900669069,0.06618858598887853,0.0,0.0,1.0,0.0,2.5081315226852894,0.48602022290775093
fwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6666666666666666,7354.0,33.0,0.06012051492741714,0.06012051492741714,0.06029451303657333,0.0,0.0,1.0,0.0,2.5957352574914694,0.6253772109268727
niah_multikey_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16027.0,3.5,0.060033769229830676,0.060033769229830676,0.060019271072707936,0.0,0.0,1.0,0.0,1.2375034969300032,0.2818910510819077
niah_multikey_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32194.0,3.0,0.03980594601318572,0.03980594601318572,0.038692865254697936,0.0,0.0,1.0,0.0,1.4062137193977833,0.4655362582408561
niah_multikey_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3749.0,3.0,0.06894694317263668,0.06894694317263668,0.06784869791666667,0.0,0.0,1.0,0.0,1.1145200794562697,0.16313259876851224
niah_multikey_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7439.0,4.0,0.06009453072248481,0.06009453072248481,0.06029008519672737,0.0,0.0,1.0,0.0,1.206977229565382,0.2056204769681928
niah_multikey_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16114.0,9.5,0.06002364461070907,0.06002364461070907,0.0600492854886473,0.0,0.0,1.0,0.0,1.539292520377785,0.5824813003541462
niah_multikey_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32622.0,3.0,0.03928067268151967,0.03928067268151967,0.03841800407304662,0.0,0.0,1.0,0.0,1.3976600663736463,0.4558199055313405
niah_multikey_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3627.0,18.0,0.07140864714086471,0.07140864714086471,0.07183241800092452,0.0,0.0,1.0,0.0,1.8200711337849498,0.3792280094956538
niah_multikey_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7630.0,3.0,0.060047405846721094,0.060047405846721094,0.059790212892587256,0.0,0.0,1.0,0.0,1.136499430052936,0.1901414426976997
niah_multikey_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16112.0,21.0,0.060036173600663795,0.060036173600663795,0.060149599325436814,0.0,0.0,1.0,0.0,2.2166227870620787,0.8912819000339949
niah_multikey_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,31939.0,19.0,0.04017450801920844,0.04017450801920844,0.04062943192947586,0.0,0.0,1.0,0.0,2.5022079460322857,1.1725342255344
niah_multikey_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3072.0,23.0,0.0856760374832664,0.0856760374832664,0.08537473260182064,0.0,0.0,1.0,0.0,2.058244342915714,0.3999721088879963
niah_multikey_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7397.0,61.0,0.06013393467268006,0.06013393467268006,0.06022867367375791,0.0,0.0,1.0,0.0,4.037930127233267,0.7455403054393275
niah_multiquery_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16054.5,54.0,0.06004315607710849,0.06004315607710849,0.060470919307669034,0.0,0.0,1.0,0.0,3.777445675805211,1.2283461591548115
niah_multiquery_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32222.0,40.0,0.03980718395272897,0.03980718395272897,0.03866822441937216,0.0,0.0,1.0,0.0,3.454574156552553,1.7110009946521865
niah_multiquery_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3791.0,56.0,0.06885422270037654,0.06885422270037654,0.0680451647962691,0.0,0.0,1.0,0.0,3.7081412971019745,0.5637986439274556
niah_multiquery_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7483.0,20.0,0.06005398110661268,0.06005398110661268,0.06012075877961295,0.0,0.0,1.0,0.0,2.0093850176781416,0.578336808014972
niah_multivalue_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16030.5,43.0,0.06003189200128174,0.06003189200128174,0.06013867043690975,0.0,0.0,1.0,0.0,3.206941726617515,1.1540405212003626
niah_multivalue_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.75,32190.0,15.0,0.03980966006282462,0.03980966006282462,0.03865930185006885,0.0,0.0,1.0,0.0,2.070290840230882,1.1814217191034537
niah_multivalue_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3762.0,44.0,0.06879871002418704,0.06879871002418704,0.06798131296028209,0.0,0.0,1.0,0.0,3.0994942644611,0.5222655059241968
niah_multivalue_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7441.0,42.0,0.06010264721772015,0.06010264721772015,0.06011802114445423,0.0,0.0,1.0,0.0,3.134086400270462,0.6956736576955687
niah_single_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15685.0,11.5,0.0600038341108058,0.0600038341108058,0.05986690211148862,0.0,0.0,1.0,0.0,1.5830587442032993,0.5044167073908826
niah_single_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32485.0,4.0,0.03944651607137354,0.03944651607137354,0.03835942850780324,0.0,0.0,1.0,0.0,1.383771475404501,0.3641814991739191
niah_single_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3697.0,4.0,0.07007938680536545,0.07007938680536545,0.06976045240046641,0.0,0.0,1.0,0.0,1.6078629363328218,0.13460077779177107
niah_single_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7891.0,22.0,0.06011972997070437,0.06011972997070437,0.060497084261547,0.0,0.0,1.0,0.0,2.2337414249777794,0.4041809546725483
niah_single_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15975.0,3.0,0.06004894294835257,0.06004894294835257,0.06021482196615015,0.0,0.0,1.0,0.0,1.2302421405911446,0.2573517109237413
niah_single_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32141.0,3.0,0.03987166308444694,0.03987166308444694,0.03906920446119304,0.0,0.0,1.0,0.0,1.427751556970179,0.41783306366951023
niah_single_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3701.0,3.0,0.06988806988806989,0.06988806988806989,0.06974631181906177,0.0,0.0,1.0,0.0,1.1537167336791754,0.13154588078335
niah_single_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,8073.0,3.0,0.060112009956440574,0.060112009956440574,0.06001565596358682,0.0,0.0,1.0,0.0,1.1437938204035163,0.1759912133026562
niah_single_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15993.5,22.0,0.060038228993868,0.060038228993868,0.06023894785264254,0.0,0.0,1.0,0.0,2.160900166723877,0.8641403612629209
niah_single_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32160.0,24.0,0.03984559830656207,0.03984559830656207,0.0393275184687275,0.0,0.0,1.0,0.0,2.936531910672784,1.2085558281284416
niah_single_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3719.0,24.0,0.06950855281020907,0.06950855281020907,0.06992271268931778,0.0,0.0,1.0,0.0,2.151335255242884,0.4066963067646823
niah_single_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7411.0,24.0,0.06006779661016949,0.06006779661016949,0.06012363761472718,0.0,0.0,1.0,0.0,2.2256409293040633,0.5339232183374096
qa_hotpot_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.5,16002.5,3.5,0.06002754374008337,0.06002754374008337,0.06031116662842996,0.0,0.0,1.0,0.0,1.2152081322856247,0.266842503795504
qa_hotpot_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,31545.0,3.0,0.04061429115369971,0.04061429115369971,0.04054874520211226,0.0,0.0,1.0,0.0,1.345665897242725,0.3606108468207842
qa_hotpot_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,2771.0,2.0,0.09343065693430656,0.09343065693430656,0.09354387008388959,0.0,0.0,1.0,0.0,1.004667865112424,0.10054656247056963
qa_hotpot_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,7829.0,2.0,0.060112791591899514,0.060112791591899514,0.06017356232837346,0.0,0.0,1.0,0.0,1.0743201924487948,0.13580757785380748
qa_squad_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15250.0,6.5,0.0600150748459877,0.0600150748459877,0.06024490486554663,0.0,0.0,1.0,0.0,1.4001016761176288,0.3899816840611814
qa_squad_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,30557.0,2.0,0.04191224623444663,0.04191224623444663,0.040992295518694266,0.0,0.0,1.0,0.0,1.2782696764916182,0.2929856011316618
qa_squad_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3322.0,6.0,0.07752877044215627,0.07752877044215627,0.07729496838497017,0.0,0.0,1.0,0.0,1.2280244883149862,0.20039111598047943
qa_squad_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7378.0,2.0,0.060038033143167614,0.060038033143167614,0.06046064738344514,0.0,0.0,1.0,0.0,1.0767837138846517,0.1349995833591758
vt_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.8,16323.5,22.5,0.06005839870434802,0.06005839870434802,0.06017927961440905,0.0,0.0,1.0,0.0,2.175864180549979,0.9612036274244765
vt_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32644.0,14.0,0.039278261936909295,0.039278261936909295,0.03839398046094787,0.0,0.0,1.0,0.0,1.96939508151263,1.1962165711398085
vt_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,3846.0,30.0,0.06754617414248021,0.06754617414248021,0.06802564780797749,0.0,0.0,1.0,0.0,2.340224988758564,0.4956823821957336
vt_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7926.0,14.0,0.060101651842439645,0.060101651842439645,0.06017304559114853,0.0,0.0,1.0,0.0,1.6844872096553445,0.48692455831625187
ALL,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,65,0.8689102564102563,14974.861538461539,25.753846153846155,0.05897578184111402,0.05897578184111402,0.0589089041956816,0.0,0.0,1.0,0.0,2.3653804532753733,0.8400921980410472
LENGTH_4096,full_kv,13,0.8974358974358974,3521.923076923077,28.076923076923077,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.032373890495644,
LENGTH_8192,full_kv,13,0.8897435897435897,7566.076923076923,26.923076923076923,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.374791225633369,
LENGTH_16384,full_kv,26,0.9038461538461539,15892.115384615385,26.692307692307693,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.281163294799626,
LENGTH_32768,full_kv,13,0.75,32002.076923076922,20.23076923076923,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.9661966152489185,
LENGTH_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8974358974358974,3521.923076923077,28.076923076923077,0.07465639589135845,0.07465639589135845,0.07451860206313489,0.0,0.0,1.0,0.0,2.3513868591533256,
LENGTH_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8897435897435897,7566.076923076923,26.923076923076923,0.060093706290847475,0.060093706290847475,0.06019926874941902,0.0,0.0,1.0,0.0,2.3380421766868005,
LENGTH_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,26,0.9384615384615386,15892.115384615385,26.73076923076923,0.06003292600730441,0.06003292600730441,0.060172966056834316,0.0,0.0,1.0,0.0,2.393502490236782,
LENGTH_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.75,32002.076923076922,20.307692307692307,0.040062955008755445,0.040062955008755445,0.039480718052185455,0.0,0.0,1.0,0.0,2.350468250063176,
