mode,loss,ppl,token_count,seconds,top_fraction,sign_xnor_candidate_fraction,recent_window_tokens,qabs_dim_count,qabs_candidate_fraction,kdom_key_dim_count,max_heads_per_token,limit_strategy,protected_sink_tokens,protected_recent_fraction,protected_recent_tokens,always_keep_self,qabs_fast_path,qabs_cuda_final_kernel,qabs_cuda_candidate_kernel,qabs_cuda_reuse_select_kernel,qabs_profile,qabs_candidate_selection,qabs_threshold_sample_size,lagged_refresh_fraction,reuse_prefill_cache,shared_prefill_seconds
qabs8cand3reuse,0.03763454398291799,1.038351691656347,32,2.4017233999984455,,,,8,0.03,,,qabs_reuse_rerank,10,,10,True,True,False,False,False,False,topk,,,True,2.063183799997205
sparqfast8cand3,0.5383502091081027,1.7131781437317652,32,1.2688632999997935,,,,8,0.03,,,sparq_fast_attention,10,,10,True,,False,,,,,,,True,2.063183799997205
baseline,0.0013716815038229413,1.0013726226891833,32,0.4101078999956371,,,,,,,,,10,,10,,,,,,,,,,True,2.063183799997205
