condition,num_rows,nmi_route_token_id_mean,nmi_route_family_id_mean,nmi_route_frequency_bucket_mean,nmi_route_context_mean,selected_prob_mean_mean
flat_uniform,4,0.10766370305885617,0.046931608293260964,0.007085651432085724,0.10999451739939495,0.6860267751132293
flat_zipfian,4,0.11018685334936099,0.0609332090562509,0.00542258313618665,0.10016760060391228,0.7484274634043686
