condition,seed,bucket,sense_class,S_sense,S_sense_expert
flat_zipfian,20260524,head,r_family_2,0.07514603199767103,3
flat_zipfian,20260524,head,r_family_3,0.0,0
flat_zipfian,20260524,head,r_family_4,0.0,0
flat_zipfian,20260524,head,r_family_5,0.0,0
flat_zipfian,20260524,head,r_family_6,0.0,0
flat_zipfian,20260524,head,r_family_7,0.0,0
flat_zipfian,20260524,middle,A_family_0,0.0,0
flat_zipfian,20260524,middle,A_family_1,0.0,0
flat_zipfian,20260524,middle,A_family_2,0.0,0
flat_zipfian,20260524,middle,A_family_3,0.0,0
flat_zipfian,20260524,middle,A_family_4,0.0,0
flat_zipfian,20260524,middle,A_family_5,0.0,0
flat_zipfian,20260524,middle,A_family_6,0.5542945678116666,1
flat_zipfian,20260524,middle,A_family_7,0.0,0
flat_zipfian,20260524,middle,C_family_0,0.0,0
flat_zipfian,20260524,middle,C_family_1,0.0,0
flat_zipfian,20260524,middle,C_family_2,0.013318104229862598,3
flat_zipfian,20260524,middle,C_family_3,0.0,0
flat_zipfian,20260524,middle,C_family_4,0.0,0
flat_zipfian,20260524,middle,C_family_5,0.0,0
flat_zipfian,20260524,middle,C_family_6,0.0,0
flat_zipfian,20260524,middle,C_family_7,0.0,0
flat_zipfian,20260524,middle,r_family_0,0.0,0
flat_zipfian,20260524,middle,r_family_1,0.0,0
flat_zipfian,20260524,middle,r_family_2,0.0,0
flat_zipfian,20260524,middle,r_family_3,0.0,0
flat_zipfian,20260524,middle,r_family_4,0.0,0
flat_zipfian,20260524,middle,r_family_5,0.0,0
flat_zipfian,20260524,middle,r_family_6,0.0,0
flat_zipfian,20260524,middle,r_family_7,0.0,0
flat_zipfian,20260524,tail,A_family_0,0.0,0
flat_zipfian,20260524,tail,A_family_1,0.0,0
flat_zipfian,20260524,tail,A_family_2,0.00803383923266665,3
flat_zipfian,20260524,tail,A_family_3,0.0,0
flat_zipfian,20260524,tail,A_family_4,0.0,0
flat_zipfian,20260524,tail,A_family_5,0.0,0
flat_zipfian,20260524,tail,A_family_6,0.6777500054752941,1
flat_zipfian,20260524,tail,A_family_7,0.0,0
flat_zipfian,20260524,tail,C_family_0,0.0,0
flat_zipfian,20260524,tail,C_family_1,0.0,0
flat_zipfian,20260524,tail,C_family_2,0.0,0
flat_zipfian,20260524,tail,C_family_3,0.0,0
flat_zipfian,20260524,tail,C_family_4,0.0,0
flat_zipfian,20260524,tail,C_family_5,0.0,0
flat_zipfian,20260524,tail,C_family_6,0.0,0
flat_zipfian,20260524,tail,C_family_7,0.0,0
flat_zipfian,20260524,tail,r_family_0,0.0,0
flat_zipfian,20260524,tail,r_family_1,0.0,0
flat_zipfian,20260524,tail,r_family_2,0.0,0
flat_zipfian,20260524,tail,r_family_3,0.0,0
flat_zipfian,20260524,tail,r_family_4,0.0,0
flat_zipfian,20260524,tail,r_family_5,0.0,0
flat_zipfian,20260524,tail,r_family_6,0.0,0
flat_zipfian,20260524,tail,r_family_7,0.0,0
