condition,num_rows,loss_mean,load_entropy_mean,selected_prob_mean_mean
flat_uniform,4,0.0021140373646630906,0.8143250867724419,0.6731000393629074
flat_zipfian,4,0.003854293936456088,0.5218184888362885,0.7734459191560745
