9.190368652343750000e-01,5.864562988281250000e-01,5.921630859375000000e-01,6.086883544921875000e-01,6.000823974609375000e-01,5.316925048828125000e-01,5.767059326171875000e-01,4.899902343750000000e-01,4.992065429687500000e-01,4.978485107421875000e-01,4.915008544921875000e-01,5.410614013671875000e-01,4.445495605468750000e-01,5.292968750000000000e-01,4.703216552734375000e-01,3.873901367187500000e-01,5.124206542968750000e-01,4.510650634765625000e-01,4.554901123046875000e-01,4.650878906250000000e-01,4.971771240234375000e-01,4.837646484375000000e-01,4.785156250000000000e-01,4.909362792968750000e-01,5.208892822265625000e-01,4.051513671875000000e-01,4.116668701171875000e-01,4.854278564453125000e-01
9.158935546875000000e-01,7.440185546875000000e-01,6.482391357421875000e-01,6.498260498046875000e-01,6.388549804687500000e-01,5.707702636718750000e-01,6.067199707031250000e-01,5.379028320312500000e-01,5.336456298828125000e-01,5.397033691406250000e-01,5.328521728515625000e-01,5.712280273437500000e-01,4.863281250000000000e-01,5.640716552734375000e-01,5.251922607421875000e-01,4.283752441406250000e-01,5.466461181640625000e-01,4.883728027343750000e-01,5.054321289062500000e-01,5.052947998046875000e-01,5.554046630859375000e-01,5.208740234375000000e-01,5.249633789062500000e-01,5.455474853515625000e-01,5.701599121093750000e-01,4.611358642578125000e-01,4.832763671875000000e-01,5.476989746093750000e-01
9.076995849609375000e-01,7.638244628906250000e-01,7.974243164062500000e-01,7.174682617187500000e-01,6.881408691406250000e-01,6.232757568359375000e-01,6.371917724609375000e-01,5.747833251953125000e-01,5.552062988281250000e-01,5.588684082031250000e-01,5.737915039062500000e-01,5.852661132812500000e-01,5.210418701171875000e-01,5.790405273437500000e-01,5.352630615234375000e-01,4.451141357421875000e-01,5.628662109375000000e-01,5.017852783203125000e-01,5.193328857421875000e-01,5.193023681640625000e-01,5.649108886718750000e-01,5.277404785156250000e-01,5.347747802734375000e-01,5.576019287109375000e-01,5.782775878906250000e-01,4.740905761718750000e-01,4.927368164062500000e-01,5.599365234375000000e-01
8.981628417968750000e-01,7.446136474609375000e-01,7.959289550781250000e-01,8.121948242187500000e-01,7.199859619140625000e-01,6.526489257812500000e-01,6.580352783203125000e-01,5.989685058593750000e-01,5.699005126953125000e-01,5.728149414062500000e-01,5.968475341796875000e-01,5.988769531250000000e-01,5.512237548828125000e-01,5.870056152343750000e-01,5.378417968750000000e-01,4.571228027343750000e-01,5.762176513671875000e-01,5.127258300781250000e-01,5.293884277343750000e-01,5.241241455078125000e-01,5.687866210937500000e-01,5.351257324218750000e-01,5.408477783203125000e-01,5.653533935546875000e-01,5.848083496093750000e-01,4.721221923828125000e-01,4.972991943359375000e-01,5.633392333984375000e-01
8.886413574218750000e-01,7.301177978515625000e-01,7.845764160156250000e-01,8.112945556640625000e-01,7.974395751953125000e-01,6.698760986328125000e-01,6.690216064453125000e-01,6.138916015625000000e-01,5.814514160156250000e-01,5.843811035156250000e-01,6.085968017578125000e-01,6.073760986328125000e-01,5.655059814453125000e-01,5.981140136718750000e-01,5.382995605468750000e-01,4.609832763671875000e-01,5.839843750000000000e-01,5.250854492187500000e-01,5.337677001953125000e-01,5.282287597656250000e-01,5.697937011718750000e-01,5.398254394531250000e-01,5.444183349609375000e-01,5.691680908203125000e-01,5.880889892578125000e-01,4.771118164062500000e-01,4.988403320312500000e-01,5.651397705078125000e-01
8.826599121093750000e-01,7.171936035156250000e-01,7.723846435546875000e-01,8.020172119140625000e-01,7.925109863281250000e-01,7.586822509765625000e-01,6.831512451171875000e-01,6.287841796875000000e-01,5.923461914062500000e-01,5.956726074218750000e-01,6.213836669921875000e-01,6.217346191406250000e-01,5.779876708984375000e-01,6.038055419921875000e-01,5.386657714843750000e-01,4.739379882812500000e-01,5.917205810546875000e-01,5.298156738281250000e-01,5.371551513671875000e-01,5.353546142578125000e-01,5.694274902343750000e-01,5.459899902343750000e-01,5.472412109375000000e-01,5.717926025390625000e-01,5.881652832031250000e-01,4.810485839843750000e-01,4.991455078125000000e-01,5.634918212890625000e-01
8.741760253906250000e-01,7.033996582031250000e-01,7.600708007812500000e-01,7.936401367187500000e-01,7.821044921875000000e-01,7.547607421875000000e-01,7.572479248046875000e-01,6.400604248046875000e-01,6.011199951171875000e-01,6.046600341796875000e-01,6.325988769531250000e-01,6.280059814453125000e-01,5.883636474609375000e-01,6.109008789062500000e-01,5.394744873046875000e-01,4.827270507812500000e-01,5.983276367187500000e-01,5.412750244140625000e-01,5.417022705078125000e-01,5.398406982421875000e-01,5.691223144531250000e-01,5.486450195312500000e-01,5.532989501953125000e-01,5.738220214843750000e-01,5.908508300781250000e-01,4.885711669921875000e-01,5.018005371093750000e-01,5.633544921875000000e-01
8.662414550781250000e-01,6.944427490234375000e-01,7.528381347656250000e-01,7.842864990234375000e-01,7.752227783203125000e-01,7.465667724609375000e-01,7.540283203125000000e-01,7.053222656250000000e-01,6.141204833984375000e-01,6.160736083984375000e-01,6.426696777343750000e-01,6.319732666015625000e-01,6.017608642578125000e-01,6.210327148437500000e-01,5.390625000000000000e-01,4.946746826171875000e-01,6.069030761718750000e-01,5.540618896484375000e-01,5.457763671875000000e-01,5.472717285156250000e-01,5.690460205078125000e-01,5.492401123046875000e-01,5.538787841796875000e-01,5.751037597656250000e-01,5.981750488281250000e-01,4.900360107421875000e-01,5.037384033203125000e-01,5.626678466796875000e-01
8.592987060546875000e-01,6.846160888671875000e-01,7.458801269531250000e-01,7.751770019531250000e-01,7.672119140625000000e-01,7.349090576171875000e-01,7.454223632812500000e-01,7.261505126953125000e-01,6.705017089843750000e-01,6.297454833984375000e-01,6.513214111328125000e-01,6.405639648437500000e-01,6.124114990234375000e-01,6.312408447265625000e-01,5.425262451171875000e-01,5.075988769531250000e-01,6.136932373046875000e-01,5.628967285156250000e-01,5.535888671875000000e-01,5.538940429687500000e-01,5.700378417968750000e-01,5.543365478515625000e-01,5.610809326171875000e-01,5.768585205078125000e-01,5.982818603515625000e-01,4.964904785156250000e-01,5.052642822265625000e-01,5.619506835937500000e-01
8.531494140625000000e-01,6.778564453125000000e-01,7.376861572265625000e-01,7.680358886718750000e-01,7.601165771484375000e-01,7.257843017578125000e-01,7.363739013671875000e-01,7.154235839843750000e-01,6.731719970703125000e-01,6.789093017578125000e-01,6.572875976562500000e-01,6.498565673828125000e-01,6.177978515625000000e-01,6.365661621093750000e-01,5.448608398437500000e-01,5.195770263671875000e-01,6.184082031250000000e-01,5.667724609375000000e-01,5.536956787109375000e-01,5.565032958984375000e-01,5.716094970703125000e-01,5.545349121093750000e-01,5.616149902343750000e-01,5.790710449218750000e-01,6.010284423828125000e-01,4.996337890625000000e-01,5.110168457031250000e-01,5.620727539062500000e-01
