experiment_name,dim,tail_distribution,init_layout,final_loss,final_tail_grad_eff_rank,final_tail_rep_residual_eff_rank,final_tail_grad_cosine_mean,final_common_tail_grad_cosine_mean,final_tail_sir_mean,sir_tail1,sir_tail2,sir_tail3
toy2d_uniform_packed_common_grad_interference,2,uniform,packed_common,0.0027290144935250282,2.082418744525225,0.9999999500705478,-0.45469689848886885,-0.14232754730005462,0.9611327790896037,0.9903540706743202,0.9038725304903676,0.9891717361041232
toy2d_uniform_spread_grad_interference,2,uniform,spread,0.002210820559412241,2.2096941096345533,0.9999999777878703,-0.33588762070908534,-0.2650451354870829,0.9842446350100174,0.946802478186954,0.9416481110326409,1.064283315810457
toy2d_zipf_packed_common_grad_interference,2,zipf,packed_common,0.0023622079752385616,1.4030680308723562,0.9999999683723352,-0.37191951386496197,-0.14195754923326637,0.8428208466531947,0.7062751091311896,0.9816083837017855,0.8405790471266088
toy2d_zipf_spread_grad_interference,2,zipf,spread,0.0020076585933566093,2.23870660238983,1.000000028952421,-0.3338105435944625,-0.2617360387222403,0.993829550496597,1.0831562121783012,0.9574466032931288,0.9408858360183613
toy3d_uniform_packed_common_grad_interference,3,uniform,packed_common,0.0027301304508000612,2.039649880020011,0.9999999720255056,-0.45340306322777124,-0.1434880468686409,0.9640309351439863,0.9902524890625574,0.9111794500021608,0.9906608663672407
toy3d_uniform_spread_grad_interference,3,uniform,spread,0.0004280672874301672,0.025745134335791633,1.9970561613959716,-0.22069592502017676,-0.13265398558464395,1.356425490513124,1.483089418928464,1.3899027444916319,1.1962843081192764
toy3d_zipf_packed_common_grad_interference,3,zipf,packed_common,0.0023622068110853434,1.4030750777910928,0.999999970859702,-0.3719172580113745,-0.14196054087358337,0.8428241436166864,0.7062815764750597,0.9816157541792799,0.84057510019572
toy3d_zipf_spread_grad_interference,3,zipf,spread,0.00039349793223664165,0.022032045515917236,1.975884842403317,-0.20808516071363478,-0.16071747471858785,1.3879730896982687,1.8610923752336999,1.3223070121964853,0.9805198816646209
