step,tokens,loss,model
13920,1824522240,3.6609,old_baseline_4e_top1
13930,1825832960,3.5964,old_baseline_4e_top1
13940,1827143680,3.6918,old_baseline_4e_top1
13950,1828454400,3.6216,old_baseline_4e_top1
13960,1829765120,3.6695,old_baseline_4e_top1
13970,1831075840,3.6589,old_baseline_4e_top1
13980,1832386560,3.717,old_baseline_4e_top1
13990,1833697280,3.6262,old_baseline_4e_top1
14000,1835008000,3.6219,old_baseline_4e_top1
14010,1836318720,3.5969,old_baseline_4e_top1
14020,1837629440,3.6425,old_baseline_4e_top1
14030,1838940160,3.6019,old_baseline_4e_top1
14040,1840250880,3.5991,old_baseline_4e_top1
14050,1841561600,3.6005,old_baseline_4e_top1
14060,1842872320,3.6895,old_baseline_4e_top1
14070,1844183040,3.6601,old_baseline_4e_top1
14080,1845493760,3.6135,old_baseline_4e_top1
14090,1846804480,3.684,old_baseline_4e_top1
14100,1848115200,3.6176,old_baseline_4e_top1
14110,1849425920,3.6401,old_baseline_4e_top1
14120,1850736640,3.5731,old_baseline_4e_top1
14130,1852047360,3.6053,old_baseline_4e_top1
14140,1853358080,3.6848,old_baseline_4e_top1
14150,1854668800,3.677,old_baseline_4e_top1
14160,1855979520,3.6308,old_baseline_4e_top1
14170,1857290240,3.6515,old_baseline_4e_top1
14180,1858600960,3.5842,old_baseline_4e_top1
14190,1859911680,3.6333,old_baseline_4e_top1
14200,1861222400,3.6063,old_baseline_4e_top1
14210,1862533120,3.6883,old_baseline_4e_top1
14220,1863843840,3.6242,old_baseline_4e_top1
14230,1865154560,3.6154,old_baseline_4e_top1
14240,1866465280,3.6776,old_baseline_4e_top1
14250,1867776000,3.6783,old_baseline_4e_top1
14260,1869086720,3.6489,old_baseline_4e_top1
14270,1870397440,3.6265,old_baseline_4e_top1
14280,1871708160,3.6252,old_baseline_4e_top1
14290,1873018880,3.6355,old_baseline_4e_top1
14300,1874329600,3.6482,old_baseline_4e_top1
14310,1875640320,3.5258,old_baseline_4e_top1
14320,1876951040,3.5957,old_baseline_4e_top1
14330,1878261760,3.6554,old_baseline_4e_top1
14340,1879572480,3.664,old_baseline_4e_top1
14350,1880883200,3.6045,old_baseline_4e_top1
14360,1882193920,3.6152,old_baseline_4e_top1
14370,1883504640,3.616,old_baseline_4e_top1
14380,1884815360,3.6722,old_baseline_4e_top1
14390,1886126080,3.6678,old_baseline_4e_top1
14400,1887436800,3.63,old_baseline_4e_top1
14410,1888747520,3.6542,old_baseline_4e_top1
14420,1890058240,3.6143,old_baseline_4e_top1
14430,1891368960,3.7229,old_baseline_4e_top1
14440,1892679680,3.6012,old_baseline_4e_top1
14450,1893990400,3.6587,old_baseline_4e_top1
14460,1895301120,3.6374,old_baseline_4e_top1
14470,1896611840,3.67,old_baseline_4e_top1
14480,1897922560,3.622,old_baseline_4e_top1
14490,1899233280,3.6792,old_baseline_4e_top1
14500,1900544000,3.6493,old_baseline_4e_top1
14510,1901854720,3.6144,old_baseline_4e_top1
14520,1903165440,3.5834,old_baseline_4e_top1
14530,1904476160,3.6438,old_baseline_4e_top1
14540,1905786880,3.6684,old_baseline_4e_top1
14550,1907097600,3.6801,old_baseline_4e_top1
14560,1908408320,3.6298,old_baseline_4e_top1
14570,1909719040,3.6514,old_baseline_4e_top1
14580,1911029760,3.6425,old_baseline_4e_top1
14590,1912340480,3.6617,old_baseline_4e_top1
14600,1913651200,3.6937,old_baseline_4e_top1
14610,1914961920,3.6264,old_baseline_4e_top1
14620,1916272640,3.7591,old_baseline_4e_top1
14630,1917583360,3.6052,old_baseline_4e_top1
14640,1918894080,3.6348,old_baseline_4e_top1
14650,1920204800,3.6469,old_baseline_4e_top1
14660,1921515520,3.5702,old_baseline_4e_top1
14670,1922826240,3.6581,old_baseline_4e_top1
14680,1924136960,3.5782,old_baseline_4e_top1
14690,1925447680,3.6521,old_baseline_4e_top1
14700,1926758400,3.6455,old_baseline_4e_top1
14710,1928069120,3.5504,old_baseline_4e_top1
14720,1929379840,3.5633,old_baseline_4e_top1
14730,1930690560,3.6261,old_baseline_4e_top1
14740,1932001280,3.6154,old_baseline_4e_top1
14750,1933312000,3.653,old_baseline_4e_top1
14760,1934622720,3.5563,old_baseline_4e_top1
14770,1935933440,3.7201,old_baseline_4e_top1
14780,1937244160,3.5648,old_baseline_4e_top1
14790,1938554880,3.5965,old_baseline_4e_top1
14800,1939865600,3.6423,old_baseline_4e_top1
14810,1941176320,3.656,old_baseline_4e_top1
14820,1942487040,3.6164,old_baseline_4e_top1
14830,1943797760,3.6019,old_baseline_4e_top1
14840,1945108480,3.6474,old_baseline_4e_top1
14850,1946419200,3.6412,old_baseline_4e_top1
14860,1947729920,3.6891,old_baseline_4e_top1
14870,1949040640,3.6122,old_baseline_4e_top1
14880,1950351360,3.7458,old_baseline_4e_top1
14890,1951662080,3.6533,old_baseline_4e_top1
14900,1952972800,3.6172,old_baseline_4e_top1
14910,1954283520,3.6331,old_baseline_4e_top1
14920,1955594240,3.5535,old_baseline_4e_top1
14930,1956904960,3.6591,old_baseline_4e_top1
14940,1958215680,3.6278,old_baseline_4e_top1
14950,1959526400,3.6154,old_baseline_4e_top1
14960,1960837120,3.6008,old_baseline_4e_top1
14970,1962147840,3.6038,old_baseline_4e_top1
14980,1963458560,3.611,old_baseline_4e_top1
14990,1964769280,3.5758,old_baseline_4e_top1
15000,1966080000,3.6278,old_baseline_4e_top1
15010,1967390720,3.5724,old_baseline_4e_top1
15020,1968701440,3.4966,old_baseline_4e_top1
15030,1970012160,3.6062,old_baseline_4e_top1
15040,1971322880,3.6263,old_baseline_4e_top1
15050,1972633600,3.5613,old_baseline_4e_top1
15060,1973944320,3.5885,old_baseline_4e_top1
15070,1975255040,3.6824,old_baseline_4e_top1
15080,1976565760,3.5977,old_baseline_4e_top1
15090,1977876480,3.6108,old_baseline_4e_top1
15100,1979187200,3.6067,old_baseline_4e_top1
15110,1980497920,3.6052,old_baseline_4e_top1
15120,1981808640,3.6303,old_baseline_4e_top1
15130,1983119360,3.6681,old_baseline_4e_top1
15140,1984430080,3.5683,old_baseline_4e_top1
15150,1985740800,3.5491,old_baseline_4e_top1
15160,1987051520,3.6216,old_baseline_4e_top1
15170,1988362240,3.6091,old_baseline_4e_top1
15180,1989672960,3.583,old_baseline_4e_top1
15190,1990983680,3.6215,old_baseline_4e_top1
15200,1992294400,3.585,old_baseline_4e_top1
15210,1993605120,3.6427,old_baseline_4e_top1
15220,1994915840,3.6177,old_baseline_4e_top1
15230,1996226560,3.6012,old_baseline_4e_top1
15240,1997537280,3.6761,old_baseline_4e_top1
15250,1998848000,3.5365,old_baseline_4e_top1
15260,2000158720,3.6429,old_baseline_4e_top1
15270,2001469440,3.6093,old_baseline_4e_top1
15280,2002780160,3.6292,old_baseline_4e_top1
15290,2004090880,3.5645,old_baseline_4e_top1
15300,2005401600,3.5918,old_baseline_4e_top1
15310,2006712320,3.6374,old_baseline_4e_top1
15320,2008023040,3.6444,old_baseline_4e_top1
15330,2009333760,3.6685,old_baseline_4e_top1
15340,2010644480,3.5927,old_baseline_4e_top1
15350,2011955200,3.6503,old_baseline_4e_top1
15360,2013265920,3.6783,old_baseline_4e_top1
15370,2014576640,3.6052,old_baseline_4e_top1
15380,2015887360,3.6285,old_baseline_4e_top1
15390,2017198080,3.6528,old_baseline_4e_top1
15400,2018508800,3.4861,old_baseline_4e_top1
15410,2019819520,3.5847,old_baseline_4e_top1
15420,2021130240,3.6076,old_baseline_4e_top1
15430,2022440960,3.5738,old_baseline_4e_top1
15440,2023751680,3.5868,old_baseline_4e_top1
15450,2025062400,3.6101,old_baseline_4e_top1
15460,2026373120,3.5798,old_baseline_4e_top1
15470,2027683840,3.5782,old_baseline_4e_top1
15480,2028994560,3.63,old_baseline_4e_top1
15490,2030305280,3.5592,old_baseline_4e_top1
15500,2031616000,3.5684,old_baseline_4e_top1
15510,2032926720,3.6194,old_baseline_4e_top1
15520,2034237440,3.5976,old_baseline_4e_top1
15530,2035548160,3.5259,old_baseline_4e_top1
15540,2036858880,3.6776,old_baseline_4e_top1
15550,2038169600,3.6878,old_baseline_4e_top1
15560,2039480320,3.5762,old_baseline_4e_top1
15570,2040791040,3.628,old_baseline_4e_top1
15580,2042101760,3.6748,old_baseline_4e_top1
15590,2043412480,3.5753,old_baseline_4e_top1
15600,2044723200,3.5677,old_baseline_4e_top1
15610,2046033920,3.6592,old_baseline_4e_top1
15620,2047344640,3.5259,old_baseline_4e_top1
15630,2048655360,3.5721,old_baseline_4e_top1
15640,2049966080,3.5668,old_baseline_4e_top1
15650,2051276800,3.6577,old_baseline_4e_top1
15660,2052587520,3.628,old_baseline_4e_top1
15670,2053898240,3.5261,old_baseline_4e_top1
15680,2055208960,3.5169,old_baseline_4e_top1
15690,2056519680,3.5639,old_baseline_4e_top1
15700,2057830400,3.6692,old_baseline_4e_top1
15710,2059141120,3.5978,old_baseline_4e_top1
15720,2060451840,3.6251,old_baseline_4e_top1
15730,2061762560,3.5809,old_baseline_4e_top1
15740,2063073280,3.5414,old_baseline_4e_top1
15750,2064384000,3.6276,old_baseline_4e_top1
15760,2065694720,3.5754,old_baseline_4e_top1
15770,2067005440,3.5616,old_baseline_4e_top1
15780,2068316160,3.6577,old_baseline_4e_top1
15790,2069626880,3.5954,old_baseline_4e_top1
15800,2070937600,3.5521,old_baseline_4e_top1
15810,2072248320,3.554,old_baseline_4e_top1
15820,2073559040,3.5623,old_baseline_4e_top1
15830,2074869760,3.5581,old_baseline_4e_top1
15840,2076180480,3.5075,old_baseline_4e_top1
15850,2077491200,3.5484,old_baseline_4e_top1
15860,2078801920,3.645,old_baseline_4e_top1
15870,2080112640,3.5514,old_baseline_4e_top1
15880,2081423360,3.6886,old_baseline_4e_top1
15890,2082734080,3.5962,old_baseline_4e_top1
15900,2084044800,3.5595,old_baseline_4e_top1
15910,2085355520,3.6236,old_baseline_4e_top1
15920,2086666240,3.5933,old_baseline_4e_top1
15930,2087976960,3.6323,old_baseline_4e_top1
15940,2089287680,3.5835,old_baseline_4e_top1
15950,2090598400,3.6293,old_baseline_4e_top1
15960,2091909120,3.5819,old_baseline_4e_top1
15970,2093219840,3.6287,old_baseline_4e_top1
15980,2094530560,3.5446,old_baseline_4e_top1
15990,2095841280,3.6005,old_baseline_4e_top1
16000,2097152000,3.6851,old_baseline_4e_top1
16010,2098462720,3.6193,old_baseline_4e_top1
16020,2099773440,3.5669,old_baseline_4e_top1
16030,2101084160,3.5845,old_baseline_4e_top1
16040,2102394880,3.6452,old_baseline_4e_top1
16050,2103705600,3.6028,old_baseline_4e_top1
16060,2105016320,3.565,old_baseline_4e_top1
16070,2106327040,3.5147,old_baseline_4e_top1
16080,2107637760,3.646,old_baseline_4e_top1
16090,2108948480,3.6907,old_baseline_4e_top1
16100,2110259200,3.6055,old_baseline_4e_top1
16110,2111569920,3.5432,old_baseline_4e_top1
16120,2112880640,3.5039,old_baseline_4e_top1
16130,2114191360,3.62,old_baseline_4e_top1
16140,2115502080,3.5373,old_baseline_4e_top1
16150,2116812800,3.5167,old_baseline_4e_top1
16160,2118123520,3.6354,old_baseline_4e_top1
16170,2119434240,3.5279,old_baseline_4e_top1
16180,2120744960,3.6271,old_baseline_4e_top1
16190,2122055680,3.6188,old_baseline_4e_top1
16200,2123366400,3.6054,old_baseline_4e_top1
16210,2124677120,3.524,old_baseline_4e_top1
16220,2125987840,3.6091,old_baseline_4e_top1
16230,2127298560,3.5652,old_baseline_4e_top1
16240,2128609280,3.6269,old_baseline_4e_top1
16250,2129920000,3.6442,old_baseline_4e_top1
16260,2131230720,3.5719,old_baseline_4e_top1
16270,2132541440,3.5637,old_baseline_4e_top1
16280,2133852160,3.5566,old_baseline_4e_top1
16290,2135162880,3.5502,old_baseline_4e_top1
16300,2136473600,3.5899,old_baseline_4e_top1
16310,2137784320,3.5602,old_baseline_4e_top1
16320,2139095040,3.6666,old_baseline_4e_top1
16330,2140405760,3.5499,old_baseline_4e_top1
16340,2141716480,3.59,old_baseline_4e_top1
16350,2143027200,3.6103,old_baseline_4e_top1
16360,2144337920,3.5674,old_baseline_4e_top1
16370,2145648640,3.6523,old_baseline_4e_top1
16380,2146959360,3.5491,old_baseline_4e_top1
16390,2148270080,3.5475,old_baseline_4e_top1
16400,2149580800,3.5675,old_baseline_4e_top1
16410,2150891520,3.5968,old_baseline_4e_top1
16420,2152202240,3.6114,old_baseline_4e_top1
16430,2153512960,3.6285,old_baseline_4e_top1
16440,2154823680,3.4918,old_baseline_4e_top1
16450,2156134400,3.489,old_baseline_4e_top1
16460,2157445120,3.5626,old_baseline_4e_top1
16470,2158755840,3.56,old_baseline_4e_top1
16480,2160066560,3.6021,old_baseline_4e_top1
16490,2161377280,3.5109,old_baseline_4e_top1
16500,2162688000,3.5414,old_baseline_4e_top1
16510,2163998720,3.6317,old_baseline_4e_top1
16520,2165309440,3.5556,old_baseline_4e_top1
16530,2166620160,3.5787,old_baseline_4e_top1
16540,2167930880,3.6133,old_baseline_4e_top1
16550,2169241600,3.5691,old_baseline_4e_top1
16560,2170552320,3.5607,old_baseline_4e_top1
16570,2171863040,3.6219,old_baseline_4e_top1
16580,2173173760,3.5517,old_baseline_4e_top1
16590,2174484480,3.5574,old_baseline_4e_top1
16600,2175795200,3.5078,old_baseline_4e_top1
16610,2177105920,3.6642,old_baseline_4e_top1
16620,2178416640,3.5672,old_baseline_4e_top1
16630,2179727360,3.5241,old_baseline_4e_top1
16640,2181038080,3.5569,old_baseline_4e_top1
16650,2182348800,3.5316,old_baseline_4e_top1
16660,2183659520,3.5847,old_baseline_4e_top1
16670,2184970240,3.6008,old_baseline_4e_top1
16680,2186280960,3.5257,old_baseline_4e_top1
16690,2187591680,3.5576,old_baseline_4e_top1
16700,2188902400,3.6151,old_baseline_4e_top1
16710,2190213120,3.5099,old_baseline_4e_top1
16720,2191523840,3.5762,old_baseline_4e_top1
16730,2192834560,3.5643,old_baseline_4e_top1
16740,2194145280,3.6438,old_baseline_4e_top1
16750,2195456000,3.5287,old_baseline_4e_top1
16760,2196766720,3.5914,old_baseline_4e_top1
16770,2198077440,3.5673,old_baseline_4e_top1
16780,2199388160,3.5849,old_baseline_4e_top1
16790,2200698880,3.6193,old_baseline_4e_top1
16800,2202009600,3.6194,old_baseline_4e_top1
16810,2203320320,3.5623,old_baseline_4e_top1
16820,2204631040,3.5242,old_baseline_4e_top1
16830,2205941760,3.5962,old_baseline_4e_top1
16840,2207252480,3.5987,old_baseline_4e_top1
16850,2208563200,3.6198,old_baseline_4e_top1
16860,2209873920,3.59,old_baseline_4e_top1
16870,2211184640,3.5656,old_baseline_4e_top1
16880,2212495360,3.5938,old_baseline_4e_top1
16890,2213806080,3.559,old_baseline_4e_top1
16900,2215116800,3.562,old_baseline_4e_top1
16910,2216427520,3.6193,old_baseline_4e_top1
16920,2217738240,3.5895,old_baseline_4e_top1
16930,2219048960,3.5767,old_baseline_4e_top1
16940,2220359680,3.5371,old_baseline_4e_top1
16950,2221670400,3.5752,old_baseline_4e_top1
16960,2222981120,3.5312,old_baseline_4e_top1
16970,2224291840,3.5901,old_baseline_4e_top1
16980,2225602560,3.5144,old_baseline_4e_top1
16990,2226913280,3.5662,old_baseline_4e_top1
17000,2228224000,3.5602,old_baseline_4e_top1
17010,2229534720,3.5802,old_baseline_4e_top1
17020,2230845440,3.59,old_baseline_4e_top1
17030,2232156160,3.5835,old_baseline_4e_top1
17040,2233466880,3.5631,old_baseline_4e_top1
17050,2234777600,3.5719,old_baseline_4e_top1
17060,2236088320,3.5934,old_baseline_4e_top1
17070,2237399040,3.5064,old_baseline_4e_top1
17080,2238709760,3.632,old_baseline_4e_top1
17090,2240020480,3.5652,old_baseline_4e_top1
17100,2241331200,3.5228,old_baseline_4e_top1
17110,2242641920,3.5896,old_baseline_4e_top1
17120,2243952640,3.583,old_baseline_4e_top1
17130,2245263360,3.5694,old_baseline_4e_top1
17140,2246574080,3.6522,old_baseline_4e_top1
17150,2247884800,3.4511,old_baseline_4e_top1
17160,2249195520,3.4779,old_baseline_4e_top1
17170,2250506240,3.5544,old_baseline_4e_top1
17180,2251816960,3.5493,old_baseline_4e_top1
17190,2253127680,3.5474,old_baseline_4e_top1
17200,2254438400,3.5126,old_baseline_4e_top1
17210,2255749120,3.5339,old_baseline_4e_top1
17220,2257059840,3.561,old_baseline_4e_top1
17230,2258370560,3.6047,old_baseline_4e_top1
17240,2259681280,3.4332,old_baseline_4e_top1
17250,2260992000,3.6665,old_baseline_4e_top1
17260,2262302720,3.5488,old_baseline_4e_top1
17270,2263613440,3.5886,old_baseline_4e_top1
17280,2264924160,3.553,old_baseline_4e_top1
17290,2266234880,3.5427,old_baseline_4e_top1
17300,2267545600,3.5817,old_baseline_4e_top1
17310,2268856320,3.5753,old_baseline_4e_top1
17320,2270167040,3.4814,old_baseline_4e_top1
17330,2271477760,3.622,old_baseline_4e_top1
17340,2272788480,3.5282,old_baseline_4e_top1
17350,2274099200,3.5363,old_baseline_4e_top1
17360,2275409920,3.5575,old_baseline_4e_top1
17370,2276720640,3.5259,old_baseline_4e_top1
17380,2278031360,3.5471,old_baseline_4e_top1
17390,2279342080,3.5077,old_baseline_4e_top1
17400,2280652800,3.6289,old_baseline_4e_top1
17410,2281963520,3.656,old_baseline_4e_top1
17420,2283274240,3.5884,old_baseline_4e_top1
17430,2284584960,3.6109,old_baseline_4e_top1
17440,2285895680,3.5794,old_baseline_4e_top1
17450,2287206400,3.5306,old_baseline_4e_top1
17460,2288517120,3.5337,old_baseline_4e_top1
17470,2289827840,3.5283,old_baseline_4e_top1
17480,2291138560,3.5729,old_baseline_4e_top1
17490,2292449280,3.5316,old_baseline_4e_top1
17500,2293760000,3.5319,old_baseline_4e_top1
17510,2295070720,3.5007,old_baseline_4e_top1
17520,2296381440,3.5385,old_baseline_4e_top1
17530,2297692160,3.491,old_baseline_4e_top1
17540,2299002880,3.5747,old_baseline_4e_top1
17550,2300313600,3.5153,old_baseline_4e_top1
17560,2301624320,3.5742,old_baseline_4e_top1
17570,2302935040,3.6072,old_baseline_4e_top1
17580,2304245760,3.5432,old_baseline_4e_top1
17590,2305556480,3.5188,old_baseline_4e_top1
17600,2306867200,3.4471,old_baseline_4e_top1
17610,2308177920,3.5382,old_baseline_4e_top1
17620,2309488640,3.5745,old_baseline_4e_top1
17630,2310799360,3.5612,old_baseline_4e_top1
17640,2312110080,3.5404,old_baseline_4e_top1
17650,2313420800,3.6092,old_baseline_4e_top1
17660,2314731520,3.5811,old_baseline_4e_top1
17670,2316042240,3.5494,old_baseline_4e_top1
17680,2317352960,3.6306,old_baseline_4e_top1
17690,2318663680,3.5332,old_baseline_4e_top1
17700,2319974400,3.5887,old_baseline_4e_top1
17710,2321285120,3.6092,old_baseline_4e_top1
17720,2322595840,3.5066,old_baseline_4e_top1
17730,2323906560,3.5323,old_baseline_4e_top1
17740,2325217280,3.538,old_baseline_4e_top1
17750,2326528000,3.4771,old_baseline_4e_top1
17760,2327838720,3.5524,old_baseline_4e_top1
17770,2329149440,3.5804,old_baseline_4e_top1
17780,2330460160,3.5715,old_baseline_4e_top1
17790,2331770880,3.5674,old_baseline_4e_top1
17800,2333081600,3.5172,old_baseline_4e_top1
17810,2334392320,3.6486,old_baseline_4e_top1
17820,2335703040,3.5907,old_baseline_4e_top1
17830,2337013760,3.444,old_baseline_4e_top1
17840,2338324480,3.5294,old_baseline_4e_top1
17850,2339635200,3.5332,old_baseline_4e_top1
17860,2340945920,3.6173,old_baseline_4e_top1
17870,2342256640,3.5537,old_baseline_4e_top1
17880,2343567360,3.6095,old_baseline_4e_top1
17890,2344878080,3.5811,old_baseline_4e_top1
17900,2346188800,3.4976,old_baseline_4e_top1
17910,2347499520,3.6305,old_baseline_4e_top1
17920,2348810240,3.6225,old_baseline_4e_top1
17930,2350120960,3.5969,old_baseline_4e_top1
17940,2351431680,3.5966,old_baseline_4e_top1
17950,2352742400,3.5841,old_baseline_4e_top1
17960,2354053120,3.5041,old_baseline_4e_top1
17970,2355363840,3.6062,old_baseline_4e_top1
17980,2356674560,3.5271,old_baseline_4e_top1
17990,2357985280,3.5402,old_baseline_4e_top1
18000,2359296000,3.5221,old_baseline_4e_top1
18010,2360606720,3.4885,old_baseline_4e_top1
18020,2361917440,3.5257,old_baseline_4e_top1
18030,2363228160,3.5326,old_baseline_4e_top1
18040,2364538880,3.5396,old_baseline_4e_top1
18050,2365849600,3.5806,old_baseline_4e_top1
18060,2367160320,3.5068,old_baseline_4e_top1
18070,2368471040,3.6284,old_baseline_4e_top1
18080,2369781760,3.5336,old_baseline_4e_top1
18090,2371092480,3.5524,old_baseline_4e_top1
18100,2372403200,3.5187,old_baseline_4e_top1
18110,2373713920,3.5799,old_baseline_4e_top1
18120,2375024640,3.5065,old_baseline_4e_top1
18130,2376335360,3.6066,old_baseline_4e_top1
18140,2377646080,3.4308,old_baseline_4e_top1
18150,2378956800,3.518,old_baseline_4e_top1
18160,2380267520,3.5047,old_baseline_4e_top1
18170,2381578240,3.5371,old_baseline_4e_top1
18180,2382888960,3.5717,old_baseline_4e_top1
18190,2384199680,3.5449,old_baseline_4e_top1
18200,2385510400,3.5638,old_baseline_4e_top1
18210,2386821120,3.5753,old_baseline_4e_top1
18220,2388131840,3.555,old_baseline_4e_top1
18230,2389442560,3.4604,old_baseline_4e_top1
18240,2390753280,3.5514,old_baseline_4e_top1
18250,2392064000,3.4669,old_baseline_4e_top1
18260,2393374720,3.527,old_baseline_4e_top1
18270,2394685440,3.5499,old_baseline_4e_top1
18280,2395996160,3.544,old_baseline_4e_top1
18290,2397306880,3.5544,old_baseline_4e_top1
18300,2398617600,3.6792,old_baseline_4e_top1
18310,2399928320,3.5505,old_baseline_4e_top1
18320,2401239040,3.5721,old_baseline_4e_top1
18330,2402549760,3.6083,old_baseline_4e_top1
18340,2403860480,3.517,old_baseline_4e_top1
18350,2405171200,3.5223,old_baseline_4e_top1
18360,2406481920,3.57,old_baseline_4e_top1
18370,2407792640,3.5274,old_baseline_4e_top1
18380,2409103360,3.5586,old_baseline_4e_top1
18390,2410414080,3.6017,old_baseline_4e_top1
18400,2411724800,3.6015,old_baseline_4e_top1
18410,2413035520,3.5025,old_baseline_4e_top1
18420,2414346240,3.5278,old_baseline_4e_top1
18430,2415656960,3.5314,old_baseline_4e_top1
18440,2416967680,3.5999,old_baseline_4e_top1
18450,2418278400,3.5295,old_baseline_4e_top1
18460,2419589120,3.5429,old_baseline_4e_top1
18470,2420899840,3.5035,old_baseline_4e_top1
18480,2422210560,3.4842,old_baseline_4e_top1
18490,2423521280,3.4915,old_baseline_4e_top1
18500,2424832000,3.512,old_baseline_4e_top1
18510,2426142720,3.507,old_baseline_4e_top1
18520,2427453440,3.4215,old_baseline_4e_top1
18530,2428764160,3.5212,old_baseline_4e_top1
18540,2430074880,3.4466,old_baseline_4e_top1
18550,2431385600,3.5199,old_baseline_4e_top1
18560,2432696320,3.567,old_baseline_4e_top1
18570,2434007040,3.5892,old_baseline_4e_top1
18580,2435317760,3.5617,old_baseline_4e_top1
18590,2436628480,3.5187,old_baseline_4e_top1
18600,2437939200,3.5475,old_baseline_4e_top1
18610,2439249920,3.6322,old_baseline_4e_top1
18620,2440560640,3.5236,old_baseline_4e_top1
18630,2441871360,3.5175,old_baseline_4e_top1
18640,2443182080,3.5424,old_baseline_4e_top1
18650,2444492800,3.5486,old_baseline_4e_top1
18660,2445803520,3.5313,old_baseline_4e_top1
18670,2447114240,3.5289,old_baseline_4e_top1
18680,2448424960,3.6279,old_baseline_4e_top1
18690,2449735680,3.5351,old_baseline_4e_top1
18700,2451046400,3.5877,old_baseline_4e_top1
18710,2452357120,3.5442,old_baseline_4e_top1
18720,2453667840,3.559,old_baseline_4e_top1
18730,2454978560,3.5243,old_baseline_4e_top1
18740,2456289280,3.5713,old_baseline_4e_top1
18750,2457600000,3.4846,old_baseline_4e_top1
18760,2458910720,3.5848,old_baseline_4e_top1
18770,2460221440,3.6331,old_baseline_4e_top1
18780,2461532160,3.528,old_baseline_4e_top1
18790,2462842880,3.4997,old_baseline_4e_top1
18800,2464153600,3.5484,old_baseline_4e_top1
18810,2465464320,3.5275,old_baseline_4e_top1
18820,2466775040,3.5524,old_baseline_4e_top1
18830,2468085760,3.6589,old_baseline_4e_top1
18840,2469396480,3.5079,old_baseline_4e_top1
18850,2470707200,3.5005,old_baseline_4e_top1
18860,2472017920,3.5226,old_baseline_4e_top1
18870,2473328640,3.5695,old_baseline_4e_top1
18880,2474639360,3.4626,old_baseline_4e_top1
18890,2475950080,3.4795,old_baseline_4e_top1
18900,2477260800,3.5806,old_baseline_4e_top1
18910,2478571520,3.5546,old_baseline_4e_top1
18920,2479882240,3.47,old_baseline_4e_top1
18930,2481192960,3.5882,old_baseline_4e_top1
18940,2482503680,3.577,old_baseline_4e_top1
18950,2483814400,3.5577,old_baseline_4e_top1
18960,2485125120,3.5299,old_baseline_4e_top1
18970,2486435840,3.5747,old_baseline_4e_top1
18980,2487746560,3.533,old_baseline_4e_top1
18990,2489057280,3.4987,old_baseline_4e_top1
19000,2490368000,3.5203,old_baseline_4e_top1
19010,2491678720,3.6197,old_baseline_4e_top1
19020,2492989440,3.5469,old_baseline_4e_top1
19030,2494300160,3.5139,old_baseline_4e_top1
19040,2495610880,3.5623,old_baseline_4e_top1
19050,2496921600,3.4862,old_baseline_4e_top1
19060,2498232320,3.4915,old_baseline_4e_top1
19070,2499543040,3.4826,old_baseline_4e_top1
19080,2500853760,3.5454,old_baseline_4e_top1
19090,2502164480,3.4745,old_baseline_4e_top1
19100,2503475200,3.5211,old_baseline_4e_top1
19110,2504785920,3.603,old_baseline_4e_top1
19120,2506096640,3.4084,old_baseline_4e_top1
19130,2507407360,3.5282,old_baseline_4e_top1
19140,2508718080,3.4769,old_baseline_4e_top1
19150,2510028800,3.4846,old_baseline_4e_top1
19160,2511339520,3.5335,old_baseline_4e_top1
19170,2512650240,3.4986,old_baseline_4e_top1
19180,2513960960,3.5078,old_baseline_4e_top1
19190,2515271680,3.5285,old_baseline_4e_top1
19200,2516582400,3.5464,old_baseline_4e_top1
19210,2517893120,3.4939,old_baseline_4e_top1
19220,2519203840,3.547,old_baseline_4e_top1
19230,2520514560,3.4996,old_baseline_4e_top1
19240,2521825280,3.4977,old_baseline_4e_top1
19250,2523136000,3.569,old_baseline_4e_top1
19260,2524446720,3.5013,old_baseline_4e_top1
19270,2525757440,3.5124,old_baseline_4e_top1
19280,2527068160,3.569,old_baseline_4e_top1
19290,2528378880,3.5172,old_baseline_4e_top1
19300,2529689600,3.4876,old_baseline_4e_top1
19310,2531000320,3.4919,old_baseline_4e_top1
19320,2532311040,3.6413,old_baseline_4e_top1
19330,2533621760,3.6004,old_baseline_4e_top1
19340,2534932480,3.4353,old_baseline_4e_top1
19350,2536243200,3.5326,old_baseline_4e_top1
19360,2537553920,3.5161,old_baseline_4e_top1
19370,2538864640,3.5232,old_baseline_4e_top1
19380,2540175360,3.5507,old_baseline_4e_top1
19390,2541486080,3.5196,old_baseline_4e_top1
19400,2542796800,3.5333,old_baseline_4e_top1
19410,2544107520,3.5678,old_baseline_4e_top1
19420,2545418240,3.4954,old_baseline_4e_top1
19430,2546728960,3.4875,old_baseline_4e_top1
19440,2548039680,3.5363,old_baseline_4e_top1
19450,2549350400,3.5945,old_baseline_4e_top1
19460,2550661120,3.4858,old_baseline_4e_top1
19470,2551971840,3.511,old_baseline_4e_top1
19480,2553282560,3.4754,old_baseline_4e_top1
19490,2554593280,3.6247,old_baseline_4e_top1
19500,2555904000,3.4575,old_baseline_4e_top1
19510,2557214720,3.5665,old_baseline_4e_top1
19520,2558525440,3.5336,old_baseline_4e_top1
