step,tokens,loss,model
28000,3670016000,3.4256,old_baseline_4e_top1
28010,3671326720,3.4253,old_baseline_4e_top1
28020,3672637440,3.4288,old_baseline_4e_top1
28030,3673948160,3.4064,old_baseline_4e_top1
28040,3675258880,3.3989,old_baseline_4e_top1
28050,3676569600,3.4278,old_baseline_4e_top1
28060,3677880320,3.3442,old_baseline_4e_top1
28070,3679191040,3.4472,old_baseline_4e_top1
28080,3680501760,3.4801,old_baseline_4e_top1
28090,3681812480,3.3579,old_baseline_4e_top1
28100,3683123200,3.3605,old_baseline_4e_top1
28110,3684433920,3.3667,old_baseline_4e_top1
28120,3685744640,3.3887,old_baseline_4e_top1
28130,3687055360,3.3604,old_baseline_4e_top1
28140,3688366080,3.4461,old_baseline_4e_top1
28150,3689676800,3.3879,old_baseline_4e_top1
28160,3690987520,3.4416,old_baseline_4e_top1
28170,3692298240,3.4465,old_baseline_4e_top1
28180,3693608960,3.3999,old_baseline_4e_top1
28190,3694919680,3.469,old_baseline_4e_top1
28200,3696230400,3.4041,old_baseline_4e_top1
28210,3697541120,3.415,old_baseline_4e_top1
28220,3698851840,3.3497,old_baseline_4e_top1
28230,3700162560,3.4225,old_baseline_4e_top1
28240,3701473280,3.3856,old_baseline_4e_top1
28250,3702784000,3.3379,old_baseline_4e_top1
28260,3704094720,3.4241,old_baseline_4e_top1
28270,3705405440,3.464,old_baseline_4e_top1
28280,3706716160,3.3735,old_baseline_4e_top1
28290,3708026880,3.4056,old_baseline_4e_top1
28300,3709337600,3.4054,old_baseline_4e_top1
28310,3710648320,3.4381,old_baseline_4e_top1
28320,3711959040,3.313,old_baseline_4e_top1
28330,3713269760,3.4127,old_baseline_4e_top1
28340,3714580480,3.4356,old_baseline_4e_top1
28350,3715891200,3.3826,old_baseline_4e_top1
28360,3717201920,3.3378,old_baseline_4e_top1
28370,3718512640,3.3914,old_baseline_4e_top1
28380,3719823360,3.4073,old_baseline_4e_top1
28390,3721134080,3.4175,old_baseline_4e_top1
28400,3722444800,3.3565,old_baseline_4e_top1
28410,3723755520,3.3834,old_baseline_4e_top1
28420,3725066240,3.4188,old_baseline_4e_top1
28430,3726376960,3.4434,old_baseline_4e_top1
28440,3727687680,3.4287,old_baseline_4e_top1
28450,3728998400,3.4286,old_baseline_4e_top1
28460,3730309120,3.354,old_baseline_4e_top1
28470,3731619840,3.4259,old_baseline_4e_top1
28480,3732930560,3.4244,old_baseline_4e_top1
28490,3734241280,3.3656,old_baseline_4e_top1
28500,3735552000,3.3954,old_baseline_4e_top1
28510,3736862720,3.3694,old_baseline_4e_top1
28520,3738173440,3.458,old_baseline_4e_top1
28530,3739484160,3.4336,old_baseline_4e_top1
28540,3740794880,3.4569,old_baseline_4e_top1
28550,3742105600,3.4022,old_baseline_4e_top1
28560,3743416320,3.4786,old_baseline_4e_top1
28570,3744727040,3.3256,old_baseline_4e_top1
28580,3746037760,3.405,old_baseline_4e_top1
28590,3747348480,3.4929,old_baseline_4e_top1
28600,3748659200,3.4013,old_baseline_4e_top1
28610,3749969920,3.3589,old_baseline_4e_top1
28620,3751280640,3.3468,old_baseline_4e_top1
28630,3752591360,3.4379,old_baseline_4e_top1
28640,3753902080,3.3275,old_baseline_4e_top1
28650,3755212800,3.4513,old_baseline_4e_top1
28660,3756523520,3.4049,old_baseline_4e_top1
28670,3757834240,3.3765,old_baseline_4e_top1
28680,3759144960,3.4204,old_baseline_4e_top1
28690,3760455680,3.3426,old_baseline_4e_top1
28700,3761766400,3.3756,old_baseline_4e_top1
28710,3763077120,3.4576,old_baseline_4e_top1
28720,3764387840,3.4286,old_baseline_4e_top1
28730,3765698560,3.4283,old_baseline_4e_top1
28740,3767009280,3.461,old_baseline_4e_top1
28750,3768320000,3.3877,old_baseline_4e_top1
28760,3769630720,3.4054,old_baseline_4e_top1
28770,3770941440,3.4189,old_baseline_4e_top1
28780,3772252160,3.4725,old_baseline_4e_top1
28790,3773562880,3.3751,old_baseline_4e_top1
28800,3774873600,3.3406,old_baseline_4e_top1
28810,3776184320,3.3409,old_baseline_4e_top1
28820,3777495040,3.3988,old_baseline_4e_top1
28830,3778805760,3.3859,old_baseline_4e_top1
28840,3780116480,3.3959,old_baseline_4e_top1
28850,3781427200,3.4064,old_baseline_4e_top1
28860,3782737920,3.4355,old_baseline_4e_top1
28870,3784048640,3.389,old_baseline_4e_top1
28880,3785359360,3.3956,old_baseline_4e_top1
28890,3786670080,3.4291,old_baseline_4e_top1
28900,3787980800,3.4823,old_baseline_4e_top1
28910,3789291520,3.3503,old_baseline_4e_top1
28920,3790602240,3.4804,old_baseline_4e_top1
28930,3791912960,3.3854,old_baseline_4e_top1
28940,3793223680,3.4485,old_baseline_4e_top1
28950,3794534400,3.3255,old_baseline_4e_top1
28960,3795845120,3.4487,old_baseline_4e_top1
28970,3797155840,3.3788,old_baseline_4e_top1
28980,3798466560,3.4482,old_baseline_4e_top1
28990,3799777280,3.3641,old_baseline_4e_top1
29000,3801088000,3.3665,old_baseline_4e_top1
29010,3802398720,3.4157,old_baseline_4e_top1
29020,3803709440,3.4448,old_baseline_4e_top1
29030,3805020160,3.3864,old_baseline_4e_top1
29040,3806330880,3.4323,old_baseline_4e_top1
29050,3807641600,3.4561,old_baseline_4e_top1
29060,3808952320,3.4487,old_baseline_4e_top1
29070,3810263040,3.3532,old_baseline_4e_top1
29080,3811573760,3.4266,old_baseline_4e_top1
29090,3812884480,3.3968,old_baseline_4e_top1
29100,3814195200,3.457,old_baseline_4e_top1
29110,3815505920,3.4667,old_baseline_4e_top1
29120,3816816640,3.43,old_baseline_4e_top1
29130,3818127360,3.346,old_baseline_4e_top1
29140,3819438080,3.3495,old_baseline_4e_top1
29150,3820748800,3.4261,old_baseline_4e_top1
29160,3822059520,3.4235,old_baseline_4e_top1
29170,3823370240,3.3645,old_baseline_4e_top1
29180,3824680960,3.414,old_baseline_4e_top1
29190,3825991680,3.449,old_baseline_4e_top1
29200,3827302400,3.396,old_baseline_4e_top1
29210,3828613120,3.4413,old_baseline_4e_top1
29220,3829923840,3.3256,old_baseline_4e_top1
29230,3831234560,3.399,old_baseline_4e_top1
29240,3832545280,3.4644,old_baseline_4e_top1
29250,3833856000,3.3881,old_baseline_4e_top1
29260,3835166720,3.367,old_baseline_4e_top1
29270,3836477440,3.4376,old_baseline_4e_top1
29280,3837788160,3.3217,old_baseline_4e_top1
29290,3839098880,3.4062,old_baseline_4e_top1
29300,3840409600,3.3971,old_baseline_4e_top1
29310,3841720320,3.4441,old_baseline_4e_top1
29320,3843031040,3.3945,old_baseline_4e_top1
29330,3844341760,3.4287,old_baseline_4e_top1
29340,3845652480,3.3698,old_baseline_4e_top1
29350,3846963200,3.3551,old_baseline_4e_top1
29360,3848273920,3.2793,old_baseline_4e_top1
29370,3849584640,3.4171,old_baseline_4e_top1
29380,3850895360,3.3732,old_baseline_4e_top1
29390,3852206080,3.4136,old_baseline_4e_top1
29400,3853516800,3.3962,old_baseline_4e_top1
29410,3854827520,3.4111,old_baseline_4e_top1
29420,3856138240,3.4059,old_baseline_4e_top1
29430,3857448960,3.3979,old_baseline_4e_top1
29440,3858759680,3.3177,old_baseline_4e_top1
29450,3860070400,3.4399,old_baseline_4e_top1
29460,3861381120,3.3444,old_baseline_4e_top1
29470,3862691840,3.3812,old_baseline_4e_top1
29480,3864002560,3.3789,old_baseline_4e_top1
29490,3865313280,3.4257,old_baseline_4e_top1
29500,3866624000,3.4313,old_baseline_4e_top1
29510,3867934720,3.4651,old_baseline_4e_top1
29520,3869245440,3.3969,old_baseline_4e_top1
29530,3870556160,3.3326,old_baseline_4e_top1
29540,3871866880,3.4263,old_baseline_4e_top1
29550,3873177600,3.3769,old_baseline_4e_top1
29560,3874488320,3.4132,old_baseline_4e_top1
29570,3875799040,3.4219,old_baseline_4e_top1
29580,3877109760,3.4756,old_baseline_4e_top1
29590,3878420480,3.3993,old_baseline_4e_top1
29600,3879731200,3.4676,old_baseline_4e_top1
29610,3881041920,3.3609,old_baseline_4e_top1
29620,3882352640,3.3756,old_baseline_4e_top1
29630,3883663360,3.3356,old_baseline_4e_top1
29640,3884974080,3.3981,old_baseline_4e_top1
29650,3886284800,3.3537,old_baseline_4e_top1
29660,3887595520,3.3141,old_baseline_4e_top1
29670,3888906240,3.4042,old_baseline_4e_top1
29680,3890216960,3.4367,old_baseline_4e_top1
29690,3891527680,3.3657,old_baseline_4e_top1
29700,3892838400,3.3959,old_baseline_4e_top1
29710,3894149120,3.3935,old_baseline_4e_top1
29720,3895459840,3.4632,old_baseline_4e_top1
29730,3896770560,3.4041,old_baseline_4e_top1
29740,3898081280,3.3415,old_baseline_4e_top1
29750,3899392000,3.3733,old_baseline_4e_top1
29760,3900702720,3.3718,old_baseline_4e_top1
29770,3902013440,3.442,old_baseline_4e_top1
29780,3903324160,3.3328,old_baseline_4e_top1
29790,3904634880,3.4597,old_baseline_4e_top1
29800,3905945600,3.3841,old_baseline_4e_top1
29810,3907256320,3.3859,old_baseline_4e_top1
29820,3908567040,3.3919,old_baseline_4e_top1
29830,3909877760,3.4221,old_baseline_4e_top1
29840,3911188480,3.3726,old_baseline_4e_top1
29850,3912499200,3.4796,old_baseline_4e_top1
29860,3913809920,3.417,old_baseline_4e_top1
29870,3915120640,3.3804,old_baseline_4e_top1
29880,3916431360,3.3759,old_baseline_4e_top1
29890,3917742080,3.4201,old_baseline_4e_top1
29900,3919052800,3.4212,old_baseline_4e_top1
29910,3920363520,3.5045,old_baseline_4e_top1
29920,3921674240,3.4188,old_baseline_4e_top1
29930,3922984960,3.3776,old_baseline_4e_top1
29940,3924295680,3.3858,old_baseline_4e_top1
29950,3925606400,3.3778,old_baseline_4e_top1
29960,3926917120,3.354,old_baseline_4e_top1
29970,3928227840,3.3271,old_baseline_4e_top1
29980,3929538560,3.3508,old_baseline_4e_top1
29990,3930849280,3.363,old_baseline_4e_top1
30000,3932160000,3.4076,old_baseline_4e_top1
30010,3933470720,3.3901,old_baseline_4e_top1
30020,3934781440,3.39,old_baseline_4e_top1
30030,3936092160,3.3609,old_baseline_4e_top1
30040,3937402880,3.3448,old_baseline_4e_top1
30050,3938713600,3.4344,old_baseline_4e_top1
30060,3940024320,3.4169,old_baseline_4e_top1
30070,3941335040,3.3609,old_baseline_4e_top1
30080,3942645760,3.3883,old_baseline_4e_top1
30090,3943956480,3.3582,old_baseline_4e_top1
30100,3945267200,3.4093,old_baseline_4e_top1
30110,3946577920,3.3379,old_baseline_4e_top1
30120,3947888640,3.4714,old_baseline_4e_top1
30130,3949199360,3.453,old_baseline_4e_top1
30140,3950510080,3.4053,old_baseline_4e_top1
30150,3951820800,3.3344,old_baseline_4e_top1
30160,3953131520,3.4094,old_baseline_4e_top1
30170,3954442240,3.4521,old_baseline_4e_top1
30180,3955752960,3.5342,old_baseline_4e_top1
30190,3957063680,3.3778,old_baseline_4e_top1
30200,3958374400,3.4429,old_baseline_4e_top1
30210,3959685120,3.4528,old_baseline_4e_top1
30220,3960995840,3.3594,old_baseline_4e_top1
30230,3962306560,3.4421,old_baseline_4e_top1
30240,3963617280,3.4269,old_baseline_4e_top1
30250,3964928000,3.3658,old_baseline_4e_top1
30260,3966238720,3.4117,old_baseline_4e_top1
30270,3967549440,3.3596,old_baseline_4e_top1
30280,3968860160,3.3498,old_baseline_4e_top1
30290,3970170880,3.4563,old_baseline_4e_top1
30300,3971481600,3.3825,old_baseline_4e_top1
30310,3972792320,3.3696,old_baseline_4e_top1
30320,3974103040,3.2955,old_baseline_4e_top1
30330,3975413760,3.4493,old_baseline_4e_top1
30340,3976724480,3.3844,old_baseline_4e_top1
30350,3978035200,3.3859,old_baseline_4e_top1
30360,3979345920,3.4993,old_baseline_4e_top1
30370,3980656640,3.3636,old_baseline_4e_top1
30380,3981967360,3.3548,old_baseline_4e_top1
30390,3983278080,3.3648,old_baseline_4e_top1
30400,3984588800,3.4365,old_baseline_4e_top1
30410,3985899520,3.4029,old_baseline_4e_top1
30420,3987210240,3.4631,old_baseline_4e_top1
30430,3988520960,3.3393,old_baseline_4e_top1
30440,3989831680,3.4602,old_baseline_4e_top1
30450,3991142400,3.3226,old_baseline_4e_top1
30460,3992453120,3.3607,old_baseline_4e_top1
30470,3993763840,3.4045,old_baseline_4e_top1
30480,3995074560,3.3996,old_baseline_4e_top1
30490,3996385280,3.3792,old_baseline_4e_top1
30500,3997696000,3.4341,old_baseline_4e_top1
30510,3999006720,3.3239,old_baseline_4e_top1
30520,4000317440,3.3935,old_baseline_4e_top1
30530,4001628160,3.3996,old_baseline_4e_top1
30540,4002938880,3.4565,old_baseline_4e_top1
30550,4004249600,3.3599,old_baseline_4e_top1
30560,4005560320,3.2958,old_baseline_4e_top1
30570,4006871040,3.4263,old_baseline_4e_top1
30580,4008181760,3.4038,old_baseline_4e_top1
30590,4009492480,3.361,old_baseline_4e_top1
30600,4010803200,3.3593,old_baseline_4e_top1
30610,4012113920,3.4007,old_baseline_4e_top1
30620,4013424640,3.3805,old_baseline_4e_top1
30630,4014735360,3.3548,old_baseline_4e_top1
30640,4016046080,3.39,old_baseline_4e_top1
30650,4017356800,3.4115,old_baseline_4e_top1
30660,4018667520,3.4181,old_baseline_4e_top1
30670,4019978240,3.4881,old_baseline_4e_top1
30680,4021288960,3.4262,old_baseline_4e_top1
30690,4022599680,3.4252,old_baseline_4e_top1
30700,4023910400,3.4139,old_baseline_4e_top1
30710,4025221120,3.3487,old_baseline_4e_top1
30720,4026531840,3.4656,old_baseline_4e_top1
30730,4027842560,3.4146,old_baseline_4e_top1
30740,4029153280,3.31,old_baseline_4e_top1
30750,4030464000,3.4167,old_baseline_4e_top1
30760,4031774720,3.3777,old_baseline_4e_top1
30770,4033085440,3.4287,old_baseline_4e_top1
30780,4034396160,3.3789,old_baseline_4e_top1
30790,4035706880,3.3969,old_baseline_4e_top1
30800,4037017600,3.3362,old_baseline_4e_top1
30810,4038328320,3.3998,old_baseline_4e_top1
30820,4039639040,3.2829,old_baseline_4e_top1
30830,4040949760,3.4045,old_baseline_4e_top1
30840,4042260480,3.4046,old_baseline_4e_top1
30850,4043571200,3.4087,old_baseline_4e_top1
30860,4044881920,3.3999,old_baseline_4e_top1
30870,4046192640,3.3135,old_baseline_4e_top1
30880,4047503360,3.4407,old_baseline_4e_top1
30890,4048814080,3.3811,old_baseline_4e_top1
30900,4050124800,3.4387,old_baseline_4e_top1
30910,4051435520,3.3753,old_baseline_4e_top1
30920,4052746240,3.503,old_baseline_4e_top1
30930,4054056960,3.3593,old_baseline_4e_top1
30940,4055367680,3.4039,old_baseline_4e_top1
30950,4056678400,3.428,old_baseline_4e_top1
30960,4057989120,3.3919,old_baseline_4e_top1
30970,4059299840,3.3756,old_baseline_4e_top1
30980,4060610560,3.3813,old_baseline_4e_top1
30990,4061921280,3.371,old_baseline_4e_top1
31000,4063232000,3.414,old_baseline_4e_top1
31010,4064542720,3.421,old_baseline_4e_top1
31020,4065853440,3.3518,old_baseline_4e_top1
31030,4067164160,3.3208,old_baseline_4e_top1
31040,4068474880,3.4776,old_baseline_4e_top1
31050,4069785600,3.3368,old_baseline_4e_top1
31060,4071096320,3.3828,old_baseline_4e_top1
31070,4072407040,3.4597,old_baseline_4e_top1
31080,4073717760,3.339,old_baseline_4e_top1
31090,4075028480,3.3141,old_baseline_4e_top1
31100,4076339200,3.4044,old_baseline_4e_top1
31110,4077649920,3.3958,old_baseline_4e_top1
31120,4078960640,3.4884,old_baseline_4e_top1
31130,4080271360,3.37,old_baseline_4e_top1
31140,4081582080,3.2525,old_baseline_4e_top1
31150,4082892800,3.3516,old_baseline_4e_top1
31160,4084203520,3.3965,old_baseline_4e_top1
31170,4085514240,3.3426,old_baseline_4e_top1
31180,4086824960,3.45,old_baseline_4e_top1
31190,4088135680,3.3894,old_baseline_4e_top1
31200,4089446400,3.4332,old_baseline_4e_top1
31210,4090757120,3.3946,old_baseline_4e_top1
31220,4092067840,3.3009,old_baseline_4e_top1
31230,4093378560,3.3922,old_baseline_4e_top1
31240,4094689280,3.3808,old_baseline_4e_top1
31250,4096000000,3.4908,old_baseline_4e_top1
31260,4097310720,3.3798,old_baseline_4e_top1
31270,4098621440,3.4748,old_baseline_4e_top1
31280,4099932160,3.3464,old_baseline_4e_top1
31290,4101242880,3.3315,old_baseline_4e_top1
31300,4102553600,3.407,old_baseline_4e_top1
31310,4103864320,3.3117,old_baseline_4e_top1
31320,4105175040,3.3545,old_baseline_4e_top1
31330,4106485760,3.4105,old_baseline_4e_top1
31340,4107796480,3.4122,old_baseline_4e_top1
31350,4109107200,3.4713,old_baseline_4e_top1
31360,4110417920,3.443,old_baseline_4e_top1
31370,4111728640,3.3398,old_baseline_4e_top1
31380,4113039360,3.3672,old_baseline_4e_top1
31390,4114350080,3.4197,old_baseline_4e_top1
31400,4115660800,3.3508,old_baseline_4e_top1
31410,4116971520,3.3372,old_baseline_4e_top1
31420,4118282240,3.3892,old_baseline_4e_top1
31430,4119592960,3.4108,old_baseline_4e_top1
31440,4120903680,3.4003,old_baseline_4e_top1
31450,4122214400,3.3332,old_baseline_4e_top1
31460,4123525120,3.398,old_baseline_4e_top1
31470,4124835840,3.4523,old_baseline_4e_top1
31480,4126146560,3.3681,old_baseline_4e_top1
31490,4127457280,3.3824,old_baseline_4e_top1
31500,4128768000,3.42,old_baseline_4e_top1
31510,4130078720,3.3619,old_baseline_4e_top1
31520,4131389440,3.3872,old_baseline_4e_top1
31530,4132700160,3.3862,old_baseline_4e_top1
31540,4134010880,3.3933,old_baseline_4e_top1
31550,4135321600,3.4796,old_baseline_4e_top1
31560,4136632320,3.3513,old_baseline_4e_top1
31570,4137943040,3.3389,old_baseline_4e_top1
31580,4139253760,3.3638,old_baseline_4e_top1
31590,4140564480,3.3567,old_baseline_4e_top1
31600,4141875200,3.3603,old_baseline_4e_top1
31610,4143185920,3.4019,old_baseline_4e_top1
31620,4144496640,3.3848,old_baseline_4e_top1
31630,4145807360,3.3757,old_baseline_4e_top1
31640,4147118080,3.4239,old_baseline_4e_top1
31650,4148428800,3.4093,old_baseline_4e_top1
31660,4149739520,3.453,old_baseline_4e_top1
31670,4151050240,3.3015,old_baseline_4e_top1
31680,4152360960,3.3125,old_baseline_4e_top1
31690,4153671680,3.4214,old_baseline_4e_top1
31700,4154982400,3.4282,old_baseline_4e_top1
31710,4156293120,3.3547,old_baseline_4e_top1
31720,4157603840,3.4604,old_baseline_4e_top1
31730,4158914560,3.3243,old_baseline_4e_top1
31740,4160225280,3.3826,old_baseline_4e_top1
31750,4161536000,3.3639,old_baseline_4e_top1
31760,4162846720,3.3859,old_baseline_4e_top1
31770,4164157440,3.4328,old_baseline_4e_top1
31780,4165468160,3.4079,old_baseline_4e_top1
31790,4166778880,3.3636,old_baseline_4e_top1
31800,4168089600,3.3914,old_baseline_4e_top1
31810,4169400320,3.3263,old_baseline_4e_top1
31820,4170711040,3.4172,old_baseline_4e_top1
31830,4172021760,3.4474,old_baseline_4e_top1
31840,4173332480,3.3665,old_baseline_4e_top1
31850,4174643200,3.3665,old_baseline_4e_top1
31860,4175953920,3.4547,old_baseline_4e_top1
31870,4177264640,3.4158,old_baseline_4e_top1
31880,4178575360,3.4031,old_baseline_4e_top1
31890,4179886080,3.3449,old_baseline_4e_top1
31900,4181196800,3.3443,old_baseline_4e_top1
31910,4182507520,3.409,old_baseline_4e_top1
31920,4183818240,3.4004,old_baseline_4e_top1
31930,4185128960,3.3629,old_baseline_4e_top1
31940,4186439680,3.3696,old_baseline_4e_top1
31950,4187750400,3.3485,old_baseline_4e_top1
31960,4189061120,3.3153,old_baseline_4e_top1
31970,4190371840,3.4144,old_baseline_4e_top1
31980,4191682560,3.384,old_baseline_4e_top1
31990,4192993280,3.3641,old_baseline_4e_top1
32000,4194304000,3.4082,old_baseline_4e_top1
32010,4195614720,3.353,old_baseline_4e_top1
32020,4196925440,3.3326,old_baseline_4e_top1
32030,4198236160,3.427,old_baseline_4e_top1
32040,4199546880,3.4299,old_baseline_4e_top1
32050,4200857600,3.4516,old_baseline_4e_top1
32060,4202168320,3.3986,old_baseline_4e_top1
32070,4203479040,3.3624,old_baseline_4e_top1
32080,4204789760,3.4148,old_baseline_4e_top1
32090,4206100480,3.4077,old_baseline_4e_top1
32100,4207411200,3.3335,old_baseline_4e_top1
32110,4208721920,3.3755,old_baseline_4e_top1
32120,4210032640,3.3749,old_baseline_4e_top1
32130,4211343360,3.3703,old_baseline_4e_top1
32140,4212654080,3.3846,old_baseline_4e_top1
32150,4213964800,3.3605,old_baseline_4e_top1
32160,4215275520,3.3556,old_baseline_4e_top1
32170,4216586240,3.3899,old_baseline_4e_top1
32180,4217896960,3.4491,old_baseline_4e_top1
32190,4219207680,3.3696,old_baseline_4e_top1
32200,4220518400,3.3991,old_baseline_4e_top1
32210,4221829120,3.3794,old_baseline_4e_top1
32220,4223139840,3.4482,old_baseline_4e_top1
32230,4224450560,3.3497,old_baseline_4e_top1
32240,4225761280,3.2995,old_baseline_4e_top1
32250,4227072000,3.3996,old_baseline_4e_top1
32260,4228382720,3.3785,old_baseline_4e_top1
32270,4229693440,3.3813,old_baseline_4e_top1
32280,4231004160,3.2976,old_baseline_4e_top1
32290,4232314880,3.3605,old_baseline_4e_top1
32300,4233625600,3.4041,old_baseline_4e_top1
32310,4234936320,3.3245,old_baseline_4e_top1
32320,4236247040,3.3768,old_baseline_4e_top1
32330,4237557760,3.3638,old_baseline_4e_top1
32340,4238868480,3.4083,old_baseline_4e_top1
32350,4240179200,3.3483,old_baseline_4e_top1
32360,4241489920,3.3403,old_baseline_4e_top1
32370,4242800640,3.4762,old_baseline_4e_top1
32380,4244111360,3.4158,old_baseline_4e_top1
32390,4245422080,3.3783,old_baseline_4e_top1
32400,4246732800,3.3793,old_baseline_4e_top1
32410,4248043520,3.4218,old_baseline_4e_top1
32420,4249354240,3.3203,old_baseline_4e_top1
32430,4250664960,3.3682,old_baseline_4e_top1
32440,4251975680,3.3774,old_baseline_4e_top1
32450,4253286400,3.4103,old_baseline_4e_top1
32460,4254597120,3.3912,old_baseline_4e_top1
32470,4255907840,3.4207,old_baseline_4e_top1
32480,4257218560,3.4529,old_baseline_4e_top1
32490,4258529280,3.3606,old_baseline_4e_top1
32500,4259840000,3.3812,old_baseline_4e_top1
32510,4261150720,3.3553,old_baseline_4e_top1
32520,4262461440,3.2899,old_baseline_4e_top1
32530,4263772160,3.3905,old_baseline_4e_top1
32540,4265082880,3.2566,old_baseline_4e_top1
32550,4266393600,3.4054,old_baseline_4e_top1
32560,4267704320,3.4513,old_baseline_4e_top1
32570,4269015040,3.421,old_baseline_4e_top1
32580,4270325760,3.3622,old_baseline_4e_top1
32590,4271636480,3.308,old_baseline_4e_top1
32600,4272947200,3.3436,old_baseline_4e_top1
32610,4274257920,3.4252,old_baseline_4e_top1
32620,4275568640,3.3676,old_baseline_4e_top1
32630,4276879360,3.3665,old_baseline_4e_top1
32640,4278190080,3.3749,old_baseline_4e_top1
32650,4279500800,3.4064,old_baseline_4e_top1
32660,4280811520,3.3306,old_baseline_4e_top1
32670,4282122240,3.4499,old_baseline_4e_top1
32680,4283432960,3.371,old_baseline_4e_top1
32690,4284743680,3.3683,old_baseline_4e_top1
32700,4286054400,3.4305,old_baseline_4e_top1
32710,4287365120,3.3591,old_baseline_4e_top1
32720,4288675840,3.3701,old_baseline_4e_top1
32730,4289986560,3.3951,old_baseline_4e_top1
32740,4291297280,3.4703,old_baseline_4e_top1
32750,4292608000,3.372,old_baseline_4e_top1
32760,4293918720,3.4413,old_baseline_4e_top1
32770,4295229440,3.3785,old_baseline_4e_top1
32780,4296540160,3.3548,old_baseline_4e_top1
32790,4297850880,3.3532,old_baseline_4e_top1
32800,4299161600,3.4455,old_baseline_4e_top1
32810,4300472320,3.3417,old_baseline_4e_top1
32820,4301783040,3.4175,old_baseline_4e_top1
32830,4303093760,3.4303,old_baseline_4e_top1
32840,4304404480,3.3284,old_baseline_4e_top1
32850,4305715200,3.3525,old_baseline_4e_top1
32860,4307025920,3.412,old_baseline_4e_top1
32870,4308336640,3.4035,old_baseline_4e_top1
32880,4309647360,3.3882,old_baseline_4e_top1
32890,4310958080,3.409,old_baseline_4e_top1
32900,4312268800,3.4129,old_baseline_4e_top1
32910,4313579520,3.3997,old_baseline_4e_top1
32920,4314890240,3.3691,old_baseline_4e_top1
32930,4316200960,3.3667,old_baseline_4e_top1
32940,4317511680,3.3366,old_baseline_4e_top1
32950,4318822400,3.4597,old_baseline_4e_top1
32960,4320133120,3.4463,old_baseline_4e_top1
32970,4321443840,3.4464,old_baseline_4e_top1
32980,4322754560,3.4591,old_baseline_4e_top1
32990,4324065280,3.3406,old_baseline_4e_top1
33000,4325376000,3.3924,old_baseline_4e_top1
33010,4326686720,3.3839,old_baseline_4e_top1
33020,4327997440,3.3649,old_baseline_4e_top1
33030,4329308160,3.3649,old_baseline_4e_top1
33040,4330618880,3.2955,old_baseline_4e_top1
33050,4331929600,3.385,old_baseline_4e_top1
33060,4333240320,3.345,old_baseline_4e_top1
33070,4334551040,3.4308,old_baseline_4e_top1
33080,4335861760,3.3751,old_baseline_4e_top1
33090,4337172480,3.3605,old_baseline_4e_top1
33100,4338483200,3.372,old_baseline_4e_top1
33110,4339793920,3.3983,old_baseline_4e_top1
33120,4341104640,3.3794,old_baseline_4e_top1
33130,4342415360,3.441,old_baseline_4e_top1
33140,4343726080,3.4085,old_baseline_4e_top1
33150,4345036800,3.3293,old_baseline_4e_top1
33160,4346347520,3.33,old_baseline_4e_top1
33170,4347658240,3.3767,old_baseline_4e_top1
33180,4348968960,3.2605,old_baseline_4e_top1
33190,4350279680,3.3887,old_baseline_4e_top1
33200,4351590400,3.2657,old_baseline_4e_top1
33210,4352901120,3.3753,old_baseline_4e_top1
33220,4354211840,3.3709,old_baseline_4e_top1
33230,4355522560,3.3355,old_baseline_4e_top1
33240,4356833280,3.2663,old_baseline_4e_top1
33250,4358144000,3.4022,old_baseline_4e_top1
33260,4359454720,3.3389,old_baseline_4e_top1
33270,4360765440,3.3586,old_baseline_4e_top1
33280,4362076160,3.357,old_baseline_4e_top1
33290,4363386880,3.336,old_baseline_4e_top1
33300,4364697600,3.3101,old_baseline_4e_top1
33310,4366008320,3.3037,old_baseline_4e_top1
33320,4367319040,3.3679,old_baseline_4e_top1
33330,4368629760,3.3083,old_baseline_4e_top1
33340,4369940480,3.3785,old_baseline_4e_top1
33350,4371251200,3.4455,old_baseline_4e_top1
33360,4372561920,3.3747,old_baseline_4e_top1
33370,4373872640,3.2801,old_baseline_4e_top1
33380,4375183360,3.3882,old_baseline_4e_top1
33390,4376494080,3.4778,old_baseline_4e_top1
33400,4377804800,3.3189,old_baseline_4e_top1
33410,4379115520,3.4093,old_baseline_4e_top1
33420,4380426240,3.334,old_baseline_4e_top1
33430,4381736960,3.3987,old_baseline_4e_top1
33440,4383047680,3.3765,old_baseline_4e_top1
33450,4384358400,3.3462,old_baseline_4e_top1
33460,4385669120,3.3354,old_baseline_4e_top1
33470,4386979840,3.353,old_baseline_4e_top1
33480,4388290560,3.3952,old_baseline_4e_top1
33490,4389601280,3.3754,old_baseline_4e_top1
33500,4390912000,3.4117,old_baseline_4e_top1
33510,4392222720,3.4682,old_baseline_4e_top1
33520,4393533440,3.4121,old_baseline_4e_top1
33530,4394844160,3.3864,old_baseline_4e_top1
33540,4396154880,3.3266,old_baseline_4e_top1
33550,4397465600,3.4186,old_baseline_4e_top1
33560,4398776320,3.3259,old_baseline_4e_top1
33570,4400087040,3.4284,old_baseline_4e_top1
33580,4401397760,3.3393,old_baseline_4e_top1
33590,4402708480,3.3292,old_baseline_4e_top1
33600,4404019200,3.305,old_baseline_4e_top1
