task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
niah_multiquery_8192,full_kv,1,1.0,7479.0,43.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8609659653156996,1.0
niah_multivalue_16384,full_kv,1,1.0,16036.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3743997300043702,1.0
niah_multivalue_32768,full_kv,1,1.0,32196.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.2074240166693926,1.0
niah_multivalue_4096,full_kv,2,1.0,3750.5,42.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.4171078857034445,1.0
niah_multivalue_8192,full_kv,1,1.0,7441.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8602000959217548,1.0
niah_single_1_16384,full_kv,1,1.0,15691.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2699850210919976,1.0
niah_single_1_32768,full_kv,1,1.0,32488.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5577123844996095,1.0
niah_single_1_4096,full_kv,2,0.5,3688.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5717961932532489,1.0
niah_single_1_8192,full_kv,1,1.0,7894.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.17410738486796618,1.0
niah_single_2_16384,full_kv,1,1.0,15972.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2914207149296999,1.0
niah_single_2_32768,full_kv,1,1.0,32144.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.46171995159238577,1.0
niah_single_2_4096,full_kv,2,1.0,3698.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15606014803051949,1.0
niah_single_2_8192,full_kv,1,1.0,8070.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.17952161375433207,1.0
niah_single_3_16384,full_kv,1,1.0,15999.0,26.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.6701705809682608,1.0
niah_single_3_32768,full_kv,1,1.0,32161.0,25.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.6846467163413763,1.0
niah_single_3_4096,full_kv,2,1.0,3719.5,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666786633431911,1.0
niah_single_3_8192,full_kv,1,1.0,7409.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8954182043671608,1.0
qa_hotpot_16384,full_kv,1,0.0,15608.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2706118440255523,1.0
qa_hotpot_32768,full_kv,1,1.0,31299.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4632246280089021,1.0
qa_hotpot_4096,full_kv,2,1.0,3309.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.11905862437561154,1.0
qa_hotpot_8192,full_kv,1,1.0,8002.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25481963250786066,1.0
qa_squad_16384,full_kv,1,1.0,14884.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4347314676269889,1.0
qa_squad_32768,full_kv,1,0.0,32670.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9876026483252645,1.0
qa_squad_4096,full_kv,2,1.0,3210.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.16462984634563327,1.0
qa_squad_8192,full_kv,1,0.0,7343.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.12859651632606983,1.0
vt_16384,full_kv,1,1.0,16329.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.148463999852538,1.0
vt_32768,full_kv,1,0.6,32643.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.1293392796069384,1.0
vt_4096,full_kv,2,0.0,3845.0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9562716004438698,1.0
vt_8192,full_kv,1,1.0,7928.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.687170104123652,1.0
ALL,full_kv,65,0.8490384615384615,12530.83076923077,26.307692307692307,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3788506888712828,1.0
cwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.7,15258.0,120.0,0.06004861704224427,0.06004861704224427,0.06013778421676662,0.0,0.0,1.0,0.0,6.929926009848714,1.0302071115773237
cwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6,31383.0,120.0,0.040834556243220826,0.040834556243220826,0.04063009506148843,0.0,0.0,1.0,0.0,7.07374887727201,1.6872131005797355
cwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.95,2871.0,120.0,0.09042906766836509,0.09042906766836509,0.09025230949500238,0.0,0.0,1.0,0.0,6.767821182496846,0.5570958960528948
cwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,6942.0,120.0,0.06010137581462708,0.06010137581462708,0.06033488922725925,0.0,0.0,1.0,0.0,6.8496362725272775,0.6548264454200977
fwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15827.0,32.0,0.06003169572107765,0.06003169572107765,0.06020314410900268,0.0,0.0,1.0,0.0,2.616362923756242,0.7763341267649179
fwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,31451.0,34.0,0.040765629478645815,0.040765629478645815,0.04070995193307521,0.0,0.0,1.0,0.0,2.9016658291220665,1.222979890141093
fwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.8333333333333333,4024.5,34.0,0.06444368401708427,0.06444368401708427,0.06413661385698138,0.0,0.0,1.0,0.0,2.5858111092820764,0.43488948881353007
fwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6666666666666666,7393.0,33.0,0.060073559460563954,0.060073559460563954,0.060228911135668334,0.0,0.0,1.0,0.0,2.5839883536100388,0.5110629276134253
niah_multikey_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16027.0,3.0,0.06003376899505972,0.06003376899505972,0.05984824815037226,0.0,0.0,1.0,0.0,1.270078832283616,0.21958227521918192
niah_multikey_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,32201.0,3.0,0.03979975747022792,0.03979975747022792,0.03861408752109082,0.0,0.0,1.0,0.0,1.4277482880279422,0.32788413379092896
niah_multikey_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3757.0,4.0,0.06887274683884853,0.06887274683884853,0.06809636438655714,0.0,0.0,1.0,0.0,1.2158576529473066,0.1395232184966042
niah_multikey_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7450.0,4.0,0.060070194384449244,0.060070194384449244,0.0603685735464336,0.0,0.0,1.0,0.0,1.25187224522233,0.16845447541805453
niah_multikey_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16172.0,3.0,0.0600049590875279,0.0600049590875279,0.060163105400719306,0.0,0.0,1.0,0.0,1.2702008234336972,0.22055742150993557
niah_multikey_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32579.0,4.0,0.03933741049202495,0.03933741049202495,0.038511071375132364,0.0,0.0,1.0,0.0,1.7165500726550817,0.2853331825508287
niah_multikey_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3661.0,3.0,0.07064071447215454,0.07064071447215454,0.06997543117024613,0.0,0.0,1.0,0.0,1.1769232461228967,0.11799784869130195
niah_multikey_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7654.0,3.0,0.06000525210084034,0.06000525210084034,0.059932744121489225,0.0,0.0,1.0,0.0,1.1985902516171336,0.14676494830714013
niah_multikey_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16041.0,24.0,0.06000626370184779,0.06000626370184779,0.06025772874974043,0.0,0.0,1.0,0.0,2.3169105295091867,0.6771014016605141
niah_multikey_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32040.0,23.0,0.040037535189239915,0.040037535189239915,0.03882904638310817,0.0,0.0,1.0,0.0,2.4209198858588934,1.031800604629084
niah_multikey_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3046.5,55.5,0.08606938159333791,0.08606938159333791,0.08640630216950337,0.0,0.0,1.0,0.0,3.746045689098537,0.48286122600864895
niah_multikey_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7379.0,61.0,0.06011228262357935,0.06011228262357935,0.06023218111653638,0.0,0.0,1.0,0.0,4.049087144434452,0.5890703913772734
niah_multiquery_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.5,16059.0,9.0,0.0600375234521576,0.0600375234521576,0.06026451916542157,0.0,0.0,1.0,0.0,1.5131539599969983,0.4344409448257595
niah_multiquery_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32219.0,22.0,0.039808421969272874,0.039808421969272874,0.03858190055667873,0.0,0.0,1.0,0.0,2.400608046911657,1.0023221682020946
niah_multiquery_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3791.0,69.5,0.06885422270037654,0.06885422270037654,0.06792651211907644,0.0,0.0,1.0,0.0,4.422986817546189,0.5229827818601168
niah_multiquery_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7479.0,43.0,0.060070194384449244,0.060070194384449244,0.06015404857073643,0.0,0.0,1.0,0.0,3.162251491099596,0.5884939798600882
niah_multivalue_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16036.0,21.0,0.06001875586120663,0.06001875586120663,0.06016640321742402,0.0,0.0,1.0,0.0,2.1766246128827333,0.6314362714956658
niah_multivalue_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32196.0,20.0,0.03980470815063594,0.03980470815063594,0.03870835338684386,0.0,0.0,1.0,0.0,2.286011813208461,0.9656223138983833
niah_multivalue_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3750.5,42.0,0.06893772112831914,0.06893772112831914,0.06827564727709415,0.0,0.0,1.0,0.0,3.0981040839105844,0.4574113223190032
niah_multivalue_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7441.0,21.0,0.06010264721772015,0.06010264721772015,0.06018133576868877,0.0,0.0,1.0,0.0,2.1107340985909104,0.4075359830951751
niah_single_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15691.0,3.0,0.06006006006006006,0.06006006006006006,0.060198908745963974,0.0,0.0,1.0,0.0,1.2534854412078857,0.21538744066451557
niah_single_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32488.0,4.0,0.039445300462249616,0.039445300462249616,0.038334305001423534,0.0,0.0,1.0,0.0,1.4510880932211876,0.3843408178352395
niah_single_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.5,3688.0,16.0,0.07013698630136986,0.07013698630136986,0.07011273605734128,0.0,0.0,1.0,0.0,1.942366492934525,0.2943812073227128
niah_single_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7894.0,3.0,0.06011207335710647,0.06011207335710647,0.060545844218387164,0.0,0.0,1.0,0.0,1.1766153629869223,0.14797306778825506
niah_single_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15972.0,3.0,0.06005271084337349,0.06005271084337349,0.06025820019851207,0.0,0.0,1.0,0.0,1.2172013204544783,0.23941866479481744
niah_single_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32144.0,3.0,0.0398704211313232,0.0398704211313232,0.0387261841687406,0.0,0.0,1.0,0.0,1.4300326956436038,0.3228737028173912
niah_single_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3698.0,3.0,0.06990715456034953,0.06990715456034953,0.07010582639170497,0.0,0.0,1.0,0.0,1.2783154207281768,0.12208266089884273
niah_single_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,8070.0,3.0,0.06011949215832711,0.06011949215832711,0.060133026744414154,0.0,0.0,1.0,0.0,1.230312893167138,0.14591541286070553
niah_single_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15999.0,26.0,0.06002130192343838,0.06002130192343838,0.06020261888465382,0.0,0.0,1.0,0.0,2.407174768857658,0.6938302123201683
niah_single_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32161.0,25.0,0.0398443579766537,0.0398443579766537,0.03901599482679576,0.0,0.0,1.0,0.0,2.5131271993741393,1.0682494371991802
niah_single_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3719.5,20.0,0.06955577843269468,0.06955577843269468,0.06987345558353622,0.0,0.0,1.0,0.0,2.000965364277363,0.33317851235468954
niah_single_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7409.0,22.0,0.060084090600840905,0.060084090600840905,0.06022909388420562,0.0,0.0,1.0,0.0,2.149426489137113,0.41658470707999246
qa_hotpot_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,15608.0,3.0,0.060016689132806986,0.060016689132806986,0.0602213750213552,0.0,0.0,1.0,0.0,1.2260548193007708,0.22071757295475944
qa_hotpot_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,31299.0,3.0,0.04094689699296225,0.04094689699296225,0.04080367245740149,0.0,0.0,1.0,0.0,1.520453586243093,0.3046621299065691
qa_hotpot_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3309.5,2.0,0.08179532785230328,0.08179532785230328,0.08206448852482162,0.0,0.0,1.0,0.0,1.076704095583409,0.11057692161103926
qa_hotpot_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,8002.0,5.0,0.060077762448262885,0.060077762448262885,0.060145781601386804,0.0,0.0,1.0,0.0,1.4099824503064156,0.18072539303768184
qa_squad_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,14884.0,6.0,0.06001883999461714,0.06001883999461714,0.06047299785390007,0.0,0.0,1.0,0.0,1.531762103550136,0.2838113481325984
qa_squad_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,32670.0,7.0,0.039201274041406345,0.039201274041406345,0.038695600014865925,0.0,0.0,1.0,0.0,1.5607850840315223,0.6327601784701054
qa_squad_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,3210.0,4.0,0.08055811296848978,0.08055811296848978,0.0809243490820428,0.0,0.0,1.0,0.0,1.1219791350886226,0.14673164695939692
qa_squad_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,7343.0,2.0,0.06008466475488188,0.06008466475488188,0.060326987195308775,0.0,0.0,1.0,0.0,1.0740208066999912,0.11973372910827695
vt_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16329.0,17.0,0.060038099920113074,0.060038099920113074,0.06013266515537628,0.0,0.0,1.0,0.0,1.8890789039433002,0.6079491954810421
vt_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6,32643.0,30.0,0.03927946727222512,0.03927946727222512,0.038464659622072364,0.0,0.0,1.0,0.0,2.6276907278224826,1.1909085214910975
vt_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.0,3845.0,30.0,0.067564005761842,0.067564005761842,0.06794078342500937,0.0,0.0,1.0,0.0,2.3602766296826303,0.40515234037310827
vt_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7928.0,16.0,0.06008638211382114,0.06008638211382114,0.060177387523332654,0.0,0.0,1.0,0.0,2.1201232355087996,0.3241180006023286
ALL,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,65,0.8509615384615384,12530.83076923077,26.307692307692307,0.06147684311717167,0.06147684311717167,0.061328077921686264,0.0,0.0,1.0,0.0,2.383129233580369,0.5785882987133363
LENGTH_4096,full_kv,26,0.867948717948718,3567.0384615384614,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0289962605501597,
LENGTH_8192,full_kv,13,0.8897435897435897,7568.0,25.846153846153847,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0475919238793163,
LENGTH_16384,full_kv,13,0.8538461538461538,15838.692307692309,20.76923076923077,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.3396471279601638,
LENGTH_32768,full_kv,13,0.7846153846153846,32113.384615384617,22.923076923076923,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.4490218714166145,
LENGTH_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,26,0.867948717948718,3567.0384615384614,31.0,0.07367422340734887,0.07367422340734887,0.07354544765683979,0.0,0.0,1.0,0.0,2.522627455361474,
LENGTH_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8897435897435897,7568.0,25.846153846153847,0.06008461318611305,0.06008461318611305,0.06023006189644979,0.0,0.0,1.0,0.0,2.335895468839086,
LENGTH_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8615384615384615,15838.692307692309,20.76923076923077,0.06002994505657929,0.06002994505657929,0.06019443837455448,0.0,0.0,1.0,0.0,2.1244626960788784,
LENGTH_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.7846153846153846,32113.384615384617,22.923076923076923,0.039921210528468344,0.039921210528468344,0.03912499402374748,0.0,0.0,1.0,0.0,2.410033092260934,
