benchmark,task,method,samples,exact_accuracy,avg_rouge_l,avg_score,avg_prompt_tokens,token_ratio_vs_full_raw,avg_seconds,speedup_vs_full_raw
__overall__,__overall__,full_raw,96,0.8020833333333334,0.09289660631209218,0.811615424597612,9815.791666666666,1.0,7.474369753098775,1.0
__overall__,__overall__,recent_plus_retrieval_raw_k2,96,0.8020833333333334,0.09400041510574475,0.8112943165480905,3247.6145833333335,0.33085610347272043,4.932435977602533,1.5153505868173027
__overall__,__overall__,recent_plus_span_top3_b0_a0,96,0.7916666666666666,0.09303739081630538,0.8011117111253925,2893.46875,0.29477691135457745,4.81765037062966,1.5514554145866517
__overall__,__overall__,router_safe,96,0.8125,0.09611162857313083,0.8217659257168785,3237.8229166666665,0.3298585612469702,4.942212426079398,1.5123529926915968
longbench,2wikimqa,full_raw,3,0,0.019607843137254898,0.0,7074.333333333333,1.0,5.947901776991785,1.0
longbench,2wikimqa,recent_plus_retrieval_raw_k2,3,0.6666666666666666,0.09803921568627451,0.6666666666666666,3474.6666666666665,0.49116524525279176,4.696461649922033,1.2664644620467682
longbench,2wikimqa,recent_plus_span_top3_b0_a0,3,0.3333333333333333,0.0392156862745098,0.3333333333333333,3526,0.4984215238184988,4.717403876595199,1.2608421777286327
longbench,2wikimqa,router_safe,3,0.6666666666666666,0.09803921568627451,0.6666666666666666,3474.6666666666665,0.49116524525279176,4.699706481924902,1.2655900533081053
longbench,gov_report,full_raw,3,0,0.1547963725126308,0.1547963725126308,12528.333333333334,1.0,13.578260449692607,1.0
longbench,gov_report,recent_plus_retrieval_raw_k2,3,0,0.14668221554141944,0.14668221554141944,3426,0.27346015697751763,10.12312618441259,1.3413109944831245
longbench,gov_report,recent_plus_span_top3_b0_a0,3,0,0.12162815005321767,0.12162815005321767,1563.3333333333333,0.12478382333377676,9.483635467787584,1.431756892787893
longbench,gov_report,router_safe,3,0,0.14991787273920476,0.14991787273920476,3540.3333333333335,0.2825861380870028,10.171833696309477,1.3348881681597924
longbench,hotpotqa,full_raw,3,0.6666666666666666,0.13348164627363737,0.6666666666666666,15437,1.0,9.520441826277724,1.0
longbench,hotpotqa,recent_plus_retrieval_raw_k2,3,0.3333333333333333,0.05555555555555556,0.3333333333333333,3684.3333333333335,0.23866899872600464,4.757348082493991,2.0012077445648524
longbench,hotpotqa,recent_plus_span_top3_b0_a0,3,0.3333333333333333,0.06451612903225805,0.3333333333333333,3664.3333333333335,0.23737341020491892,4.7459451931839185,2.006015964944326
longbench,hotpotqa,router_safe,3,0.3333333333333333,0.05555555555555556,0.3333333333333333,6495.666666666667,0.4207855585066183,5.800832296876858,1.6412199731068742
longbench,multi_news,full_raw,3,0,0.1502305479442893,0.1502305479442893,2000,1.0,9.541722998488694,1.0
longbench,multi_news,recent_plus_retrieval_raw_k2,3,0,0.14806924733080973,0.14806924733080973,2296.6666666666665,1.1483333333333332,9.634293000213802,0.9903916144419675
longbench,multi_news,recent_plus_span_top3_b0_a0,3,0,0.1806132726260072,0.1806132726260072,1564,0.782,9.407608881282309,1.0142559197452632
longbench,multi_news,router_safe,3,0,0.14659175020090512,0.14659175020090512,901,0.4505,9.191999469573298,1.038046513174095
longbench,musique,full_raw,3,0,0.0202020202020202,0.0,16594.666666666668,1.0,9.818248511757702,1.0
longbench,musique,recent_plus_retrieval_raw_k2,3,0.3333333333333333,0.0698005698005698,0.3333333333333333,3852.3333333333335,0.23214285714285712,4.831449706107378,2.0321537238288068
longbench,musique,recent_plus_span_top3_b0_a0,3,0,0.02298850574712644,0.0,3651,0.22001044512293105,4.7599907557790475,2.062661256187837
longbench,musique,router_safe,3,0.3333333333333333,0.05128205128205129,0.3333333333333333,3407,0.20530692591997426,4.68765768300121,2.0944892259009196
longbench,passage_count,full_raw,3,0,0.0,0.0,12970.666666666666,1.0,8.278114983035872,1.0
longbench,passage_count,recent_plus_retrieval_raw_k2,3,0,0.0,0.0,3595,0.27716385690789475,4.734934444384028,1.7483061445241992
longbench,passage_count,recent_plus_span_top3_b0_a0,3,0,0.0,0.0,1571.6666666666667,0.1211708470394737,4.082047027690957,2.0279322915391433
longbench,passage_count,router_safe,3,0,0.0,0.0,3595,0.27716385690789475,4.737149726133794,1.7474885662505801
longbench,passage_retrieval_en,full_raw,3,1,0.12531108183282094,1.0,12166.333333333334,1.0,7.9148956059167785,1.0
