benchmark,task,method,samples,exact_accuracy,avg_rouge_l,avg_score,avg_prompt_tokens,token_ratio_vs_full_raw,avg_seconds,speedup_vs_full_raw
__overall__,__overall__,full_raw,96,0.8020833333333334,0.09289660631209218,0.811615424597612,9815.791666666666,1.0,7.608425745333079,1.0
__overall__,__overall__,recent_plus_retrieval_raw_k2,96,0.8020833333333334,0.09400041510574475,0.8112943165480905,3247.6145833333335,0.33085610347272043,5.05482111061671,1.5051819992903406
__overall__,__overall__,recent_plus_span_top3_b0_a0,96,0.7916666666666666,0.09303739081630538,0.8011117111253925,2893.46875,0.29477691135457745,4.9394016156244716,1.5403537386524444
__overall__,__overall__,router_safe_v5,96,0.8125,0.09542163569563794,0.8217659257168785,3342.0208333333335,0.3404738962301394,5.105502669544269,1.4902402834336834
longbench,2wikimqa,full_raw,3,0,0.019607843137254898,0.0,7074.333333333333,1.0,5.989975702327986,1.0
longbench,2wikimqa,recent_plus_retrieval_raw_k2,3,0.6666666666666666,0.09803921568627451,0.6666666666666666,3474.6666666666665,0.49116524525279176,4.89567550799499,1.2235238411013813
longbench,2wikimqa,recent_plus_span_top3_b0_a0,3,0.3333333333333333,0.0392156862745098,0.3333333333333333,3526,0.4984215238184988,4.931477510370314,1.214641188108792
longbench,2wikimqa,router_safe_v5,3,0.6666666666666666,0.09803921568627451,0.6666666666666666,3474.6666666666665,0.49116524525279176,4.75301799007381,1.260246797895029
longbench,gov_report,full_raw,3,0,0.1547963725126308,0.1547963725126308,12528.333333333334,1.0,14.3876515358376,1.0
longbench,gov_report,recent_plus_retrieval_raw_k2,3,0,0.14668221554141944,0.14668221554141944,3426,0.27346015697751763,10.533457719410459,1.365900155399575
longbench,gov_report,recent_plus_span_top3_b0_a0,3,0,0.12162815005321767,0.12162815005321767,1563.3333333333333,0.12478382333377676,9.988634317337224,1.440402269093486
longbench,gov_report,router_safe_v5,3,0,0.14991787273920476,0.14991787273920476,3540.3333333333335,0.2825861380870028,10.876285520071784,1.322846068107142
longbench,hotpotqa,full_raw,3,0.6666666666666666,0.13348164627363737,0.6666666666666666,15437,1.0,9.533739028188089,1.0
longbench,hotpotqa,recent_plus_retrieval_raw_k2,3,0.3333333333333333,0.05555555555555556,0.3333333333333333,3684.3333333333335,0.23866899872600464,4.779425592161715,1.9947457794558985
longbench,hotpotqa,recent_plus_span_top3_b0_a0,3,0.3333333333333333,0.06451612903225805,0.3333333333333333,3664.3333333333335,0.23737341020491892,4.762946431835492,2.001647334193108
