group,dataset,mode,loss,ppl,token_count,seconds,ppl_delta_vs_baseline,ppl_ratio_vs_baseline,time_ratio_vs_baseline,source_csv
topic_ppl,history,qabs8cand3reuse,0.028289900734307594,1.028693860304113,32,2.70835509999597,0.018947,1.018764,6.528537,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,lagrefresh2qabs8cand3,0.641853155374065,1.8999986114836807,32,2.033905099997355,0.890252,1.881658,4.902764,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,lagrefresh4qabs8cand3,0.9778837869762356,2.658823646916522,32,2.0350852999981726,1.649077,2.633158,4.905608,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qdriftqabs8cand3,0.09872845086039206,1.103766532007819,32,2.04720709999674,0.094020,1.093112,4.934828,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qdriftheadqabs8cand3,0.9420606520025103,2.565262088108115,32,2.5803660999954445,1.555515,2.540500,6.220017,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qdriftshareqabs8cand3,0.3235097421932096,1.3819696196174944,32,2.349516100002802,0.372223,1.368630,5.663549,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,qdriftcosheadqabs8cand3,0.7360578565267133,2.0876893005439072,32,2.323982599998999,1.077942,2.067537,5.602000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,pconf50qabs8cand3,2.802529640589455,16.486298476760048,32,2.226276700006565,15.476551,16.327157,5.366479,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,history,baseline,0.009699823953198461,1.0097470197190066,32,0.41484869999840157,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\history\ppl_by_mode.csv
topic_ppl,literature,qabs8cand3reuse,0.038577709548974326,1.0393314912013374,32,2.450312099994335,0.038806,1.038785,5.718965,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,lagrefresh2qabs8cand3,0.5996455070972502,1.8214729866827546,32,1.8181272000001627,0.820947,1.820515,4.243461,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,lagrefresh4qabs8cand3,1.3682518381365867,3.9284770753163247,32,1.8553824999980861,2.927951,3.926412,4.330414,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qdriftqabs8cand3,0.034986706512484034,1.0356059418934584,32,1.9343165999962366,0.035080,1.035062,4.514645,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qdriftheadqabs8cand3,1.1019865398384923,3.010139851092692,32,2.46683540000231,2.009614,3.008558,5.757530,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qdriftshareqabs8cand3,0.19231615740778807,1.2120536561375899,32,2.053394800001115,0.211528,1.211417,4.792570,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,qdriftcosheadqabs8cand3,1.016736636299413,2.764159571415003,32,2.249171199997363,1.763634,2.762707,5.249507,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,pconf50qabs8cand3,3.3861449799124443,29.551809580988202,32,2.130590000000666,28.551284,29.536275,4.972742,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,literature,baseline,0.0005258059157924322,1.0005259441759546,32,0.42845380000653677,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\literature\ppl_by_mode.csv
topic_ppl,mixed_qa,qabs8cand3reuse,0.03763454398291799,1.038351691656347,32,2.3109852999987197,0.036979,1.036928,5.079306,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,lagrefresh2qabs8cand3,0.5950787670062709,1.813173757604356,32,2.015262300003087,0.811801,1.810688,4.429338,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,lagrefresh4qabs8cand3,1.219094703130395,3.3841227107564564,32,2.178713000001153,2.382750,3.379484,4.788585,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qdriftqabs8cand3,0.06327895860351873,1.0653239790740183,32,2.01583810000011,0.063951,1.063864,4.430603,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qdriftheadqabs8cand3,0.4725528509234209,1.6040839579296955,32,2.3753866000042763,0.602711,1.601885,5.220854,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qdriftshareqabs8cand3,0.15466275397189833,1.1672642394898183,32,2.420672000000195,0.165892,1.165664,5.320386,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,qdriftcosheadqabs8cand3,0.6693682529967191,1.9530031269550554,32,2.3501180000021122,0.951631,1.950326,5.165316,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,pconf50qabs8cand3,2.8970410472793446,18.120448415109312,32,2.120373700003256,17.119076,18.095610,4.660362,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
topic_ppl,mixed_qa,baseline,0.0013716815038229413,1.0013726226891833,32,0.45498049999878276,0.000000,1.000000,1.000000,ymluo\projects\qabs8cand3reuse_quality_suite\outputs_adaptive_sweep\topic_ppl\mixed_qa\ppl_by_mode.csv
