step,loss,tokens,model
21860,3.5384,2865233920,old_baseline_4e_top1
21870,3.4468,2866544640,old_baseline_4e_top1
21880,3.5005,2867855360,old_baseline_4e_top1
21890,3.4759,2869166080,old_baseline_4e_top1
21900,3.4802,2870476800,old_baseline_4e_top1
21910,3.5134,2871787520,old_baseline_4e_top1
21920,3.4772,2873098240,old_baseline_4e_top1
21930,3.5166,2874408960,old_baseline_4e_top1
21940,3.5609,2875719680,old_baseline_4e_top1
21950,3.4728,2877030400,old_baseline_4e_top1
21960,3.4903,2878341120,old_baseline_4e_top1
21970,3.4999,2879651840,old_baseline_4e_top1
21980,3.5528,2880962560,old_baseline_4e_top1
21990,3.4125,2882273280,old_baseline_4e_top1
22000,3.5439,2883584000,old_baseline_4e_top1
22010,3.4544,2884894720,old_baseline_4e_top1
22020,3.4155,2886205440,old_baseline_4e_top1
22030,3.5008,2887516160,old_baseline_4e_top1
22040,3.5651,2888826880,old_baseline_4e_top1
22050,3.5381,2890137600,old_baseline_4e_top1
22060,3.472,2891448320,old_baseline_4e_top1
22070,3.4512,2892759040,old_baseline_4e_top1
22080,3.4643,2894069760,old_baseline_4e_top1
22090,3.5182,2895380480,old_baseline_4e_top1
22100,3.4702,2896691200,old_baseline_4e_top1
22110,3.6017,2898001920,old_baseline_4e_top1
22120,3.4502,2899312640,old_baseline_4e_top1
22130,3.5173,2900623360,old_baseline_4e_top1
22140,3.474,2901934080,old_baseline_4e_top1
22150,3.4707,2903244800,old_baseline_4e_top1
22160,3.5083,2904555520,old_baseline_4e_top1
22170,3.4876,2905866240,old_baseline_4e_top1
22180,3.4344,2907176960,old_baseline_4e_top1
22190,3.4776,2908487680,old_baseline_4e_top1
22200,3.4371,2909798400,old_baseline_4e_top1
22210,3.4466,2911109120,old_baseline_4e_top1
22220,3.4916,2912419840,old_baseline_4e_top1
22230,3.3916,2913730560,old_baseline_4e_top1
22240,3.5765,2915041280,old_baseline_4e_top1
22250,3.5057,2916352000,old_baseline_4e_top1
22260,3.492,2917662720,old_baseline_4e_top1
22270,3.4306,2918973440,old_baseline_4e_top1
22280,3.5243,2920284160,old_baseline_4e_top1
22290,3.486,2921594880,old_baseline_4e_top1
22300,3.4626,2922905600,old_baseline_4e_top1
22310,3.522,2924216320,old_baseline_4e_top1
22320,3.5069,2925527040,old_baseline_4e_top1
22330,3.4527,2926837760,old_baseline_4e_top1
22340,3.4338,2928148480,old_baseline_4e_top1
22350,3.4662,2929459200,old_baseline_4e_top1
22360,3.4833,2930769920,old_baseline_4e_top1
22370,3.4385,2932080640,old_baseline_4e_top1
22380,3.4024,2933391360,old_baseline_4e_top1
22390,3.562,2934702080,old_baseline_4e_top1
22400,3.512,2936012800,old_baseline_4e_top1
22410,3.5959,2937323520,old_baseline_4e_top1
22420,3.5691,2938634240,old_baseline_4e_top1
22430,3.4776,2939944960,old_baseline_4e_top1
22440,3.4387,2941255680,old_baseline_4e_top1
22450,3.476,2942566400,old_baseline_4e_top1
22460,3.4473,2943877120,old_baseline_4e_top1
22470,3.4752,2945187840,old_baseline_4e_top1
22480,3.4568,2946498560,old_baseline_4e_top1
22490,3.4466,2947809280,old_baseline_4e_top1
22500,3.5068,2949120000,old_baseline_4e_top1
22510,3.4588,2950430720,old_baseline_4e_top1
22520,3.4351,2951741440,old_baseline_4e_top1
22530,3.5474,2953052160,old_baseline_4e_top1
22540,3.4372,2954362880,old_baseline_4e_top1
22550,3.4871,2955673600,old_baseline_4e_top1
22560,3.5014,2956984320,old_baseline_4e_top1
22570,3.5744,2958295040,old_baseline_4e_top1
22580,3.4606,2959605760,old_baseline_4e_top1
22590,3.5181,2960916480,old_baseline_4e_top1
22600,3.4476,2962227200,old_baseline_4e_top1
22610,3.4253,2963537920,old_baseline_4e_top1
22620,3.4677,2964848640,old_baseline_4e_top1
22630,3.5047,2966159360,old_baseline_4e_top1
22640,3.4344,2967470080,old_baseline_4e_top1
22650,3.4855,2968780800,old_baseline_4e_top1
22660,3.578,2970091520,old_baseline_4e_top1
22670,3.5733,2971402240,old_baseline_4e_top1
22680,3.4718,2972712960,old_baseline_4e_top1
22690,3.4763,2974023680,old_baseline_4e_top1
22700,3.4581,2975334400,old_baseline_4e_top1
22710,3.474,2976645120,old_baseline_4e_top1
22720,3.5588,2977955840,old_baseline_4e_top1
22730,3.5118,2979266560,old_baseline_4e_top1
22740,3.4921,2980577280,old_baseline_4e_top1
22750,3.4426,2981888000,old_baseline_4e_top1
22760,3.5061,2983198720,old_baseline_4e_top1
22770,3.4867,2984509440,old_baseline_4e_top1
22780,3.5075,2985820160,old_baseline_4e_top1
22790,3.4529,2987130880,old_baseline_4e_top1
22800,3.4702,2988441600,old_baseline_4e_top1
22810,3.5263,2989752320,old_baseline_4e_top1
22820,3.4162,2991063040,old_baseline_4e_top1
22830,3.4261,2992373760,old_baseline_4e_top1
22840,3.4319,2993684480,old_baseline_4e_top1
22850,3.4619,2994995200,old_baseline_4e_top1
22860,3.4362,2996305920,old_baseline_4e_top1
22870,3.4435,2997616640,old_baseline_4e_top1
22880,3.3942,2998927360,old_baseline_4e_top1
22890,3.5278,3000238080,old_baseline_4e_top1
22900,3.4786,3001548800,old_baseline_4e_top1
22910,3.5559,3002859520,old_baseline_4e_top1
22920,3.4914,3004170240,old_baseline_4e_top1
22930,3.4322,3005480960,old_baseline_4e_top1
22940,3.4889,3006791680,old_baseline_4e_top1
22950,3.4937,3008102400,old_baseline_4e_top1
22960,3.4772,3009413120,old_baseline_4e_top1
22970,3.4206,3010723840,old_baseline_4e_top1
22980,3.4816,3012034560,old_baseline_4e_top1
22990,3.4511,3013345280,old_baseline_4e_top1
23000,3.4949,3014656000,old_baseline_4e_top1
23010,3.4872,3015966720,old_baseline_4e_top1
23020,3.4455,3017277440,old_baseline_4e_top1
23030,3.441,3018588160,old_baseline_4e_top1
23040,3.4965,3019898880,old_baseline_4e_top1
23050,3.4752,3021209600,old_baseline_4e_top1
23060,3.4744,3022520320,old_baseline_4e_top1
23070,3.4071,3023831040,old_baseline_4e_top1
23080,3.497,3025141760,old_baseline_4e_top1
23090,3.391,3026452480,old_baseline_4e_top1
23100,3.5061,3027763200,old_baseline_4e_top1
23110,3.4777,3029073920,old_baseline_4e_top1
23120,3.4921,3030384640,old_baseline_4e_top1
23130,3.5062,3031695360,old_baseline_4e_top1
23140,3.4299,3033006080,old_baseline_4e_top1
23150,3.5068,3034316800,old_baseline_4e_top1
23160,3.4801,3035627520,old_baseline_4e_top1
23170,3.5229,3036938240,old_baseline_4e_top1
23180,3.4559,3038248960,old_baseline_4e_top1
23190,3.4108,3039559680,old_baseline_4e_top1
23200,3.5501,3040870400,old_baseline_4e_top1
23210,3.4017,3042181120,old_baseline_4e_top1
23220,3.4296,3043491840,old_baseline_4e_top1
23230,3.4415,3044802560,old_baseline_4e_top1
23240,3.5086,3046113280,old_baseline_4e_top1
23250,3.4846,3047424000,old_baseline_4e_top1
23260,3.416,3048734720,old_baseline_4e_top1
23270,3.4664,3050045440,old_baseline_4e_top1
23280,3.4043,3051356160,old_baseline_4e_top1
23290,3.4397,3052666880,old_baseline_4e_top1
23300,3.4807,3053977600,old_baseline_4e_top1
23310,3.5009,3055288320,old_baseline_4e_top1
23320,3.4978,3056599040,old_baseline_4e_top1
23330,3.4139,3057909760,old_baseline_4e_top1
23340,3.5117,3059220480,old_baseline_4e_top1
23350,3.5369,3060531200,old_baseline_4e_top1
23360,3.431,3061841920,old_baseline_4e_top1
23370,3.4668,3063152640,old_baseline_4e_top1
23380,3.3885,3064463360,old_baseline_4e_top1
23390,3.5034,3065774080,old_baseline_4e_top1
23400,3.4675,3067084800,old_baseline_4e_top1
23410,3.5331,3068395520,old_baseline_4e_top1
23420,3.5026,3069706240,old_baseline_4e_top1
23430,3.4382,3071016960,old_baseline_4e_top1
23440,3.5497,3072327680,old_baseline_4e_top1
23450,3.4568,3073638400,old_baseline_4e_top1
23460,3.4553,3074949120,old_baseline_4e_top1
23470,3.5269,3076259840,old_baseline_4e_top1
23480,3.4797,3077570560,old_baseline_4e_top1
23490,3.4498,3078881280,old_baseline_4e_top1
23500,3.483,3080192000,old_baseline_4e_top1
23510,3.4477,3081502720,old_baseline_4e_top1
23520,3.4128,3082813440,old_baseline_4e_top1
23530,3.4974,3084124160,old_baseline_4e_top1
23540,3.4586,3085434880,old_baseline_4e_top1
23550,3.4658,3086745600,old_baseline_4e_top1
23560,3.5548,3088056320,old_baseline_4e_top1
23570,3.5441,3089367040,old_baseline_4e_top1
23580,3.4972,3090677760,old_baseline_4e_top1
23590,3.5104,3091988480,old_baseline_4e_top1
23600,3.4458,3093299200,old_baseline_4e_top1
23610,3.4542,3094609920,old_baseline_4e_top1
23620,3.4384,3095920640,old_baseline_4e_top1
23630,3.4634,3097231360,old_baseline_4e_top1
23640,3.464,3098542080,old_baseline_4e_top1
23650,3.4112,3099852800,old_baseline_4e_top1
23660,3.4708,3101163520,old_baseline_4e_top1
23670,3.4255,3102474240,old_baseline_4e_top1
23680,3.4369,3103784960,old_baseline_4e_top1
23690,3.5059,3105095680,old_baseline_4e_top1
23700,3.3954,3106406400,old_baseline_4e_top1
23710,3.4164,3107717120,old_baseline_4e_top1
23720,3.4077,3109027840,old_baseline_4e_top1
23730,3.404,3110338560,old_baseline_4e_top1
23740,3.3651,3111649280,old_baseline_4e_top1
23750,3.4322,3112960000,old_baseline_4e_top1
23760,3.486,3114270720,old_baseline_4e_top1
23770,3.4779,3115581440,old_baseline_4e_top1
23780,3.5503,3116892160,old_baseline_4e_top1
23790,3.3807,3118202880,old_baseline_4e_top1
23800,3.4261,3119513600,old_baseline_4e_top1
23810,3.4597,3120824320,old_baseline_4e_top1
23820,3.4599,3122135040,old_baseline_4e_top1
23830,3.4993,3123445760,old_baseline_4e_top1
23840,3.4793,3124756480,old_baseline_4e_top1
23850,3.4465,3126067200,old_baseline_4e_top1
23860,3.4704,3127377920,old_baseline_4e_top1
23870,3.4126,3128688640,old_baseline_4e_top1
23880,3.4707,3129999360,old_baseline_4e_top1
23890,3.4296,3131310080,old_baseline_4e_top1
23900,3.4957,3132620800,old_baseline_4e_top1
23910,3.5272,3133931520,old_baseline_4e_top1
23920,3.4934,3135242240,old_baseline_4e_top1
23930,3.4177,3136552960,old_baseline_4e_top1
23940,3.4978,3137863680,old_baseline_4e_top1
23950,3.4699,3139174400,old_baseline_4e_top1
23960,3.4299,3140485120,old_baseline_4e_top1
23970,3.5013,3141795840,old_baseline_4e_top1
23980,3.4454,3143106560,old_baseline_4e_top1
23990,3.4671,3144417280,old_baseline_4e_top1
24000,3.5196,3145728000,old_baseline_4e_top1
24010,3.4487,3147038720,old_baseline_4e_top1
24020,3.4427,3148349440,old_baseline_4e_top1
24030,3.4319,3149660160,old_baseline_4e_top1
24040,3.4586,3150970880,old_baseline_4e_top1
24050,3.4431,3152281600,old_baseline_4e_top1
24060,3.498,3153592320,old_baseline_4e_top1
24070,3.4516,3154903040,old_baseline_4e_top1
24080,3.4524,3156213760,old_baseline_4e_top1
24090,3.3238,3157524480,old_baseline_4e_top1
24100,3.3942,3158835200,old_baseline_4e_top1
24110,3.4941,3160145920,old_baseline_4e_top1
24120,3.3917,3161456640,old_baseline_4e_top1
24130,3.4042,3162767360,old_baseline_4e_top1
24140,3.431,3164078080,old_baseline_4e_top1
24150,3.474,3165388800,old_baseline_4e_top1
24160,3.5176,3166699520,old_baseline_4e_top1
24170,3.4074,3168010240,old_baseline_4e_top1
24180,3.5332,3169320960,old_baseline_4e_top1
24190,3.3923,3170631680,old_baseline_4e_top1
24200,3.5267,3171942400,old_baseline_4e_top1
24210,3.4911,3173253120,old_baseline_4e_top1
24220,3.4338,3174563840,old_baseline_4e_top1
24230,3.4537,3175874560,old_baseline_4e_top1
24240,3.4831,3177185280,old_baseline_4e_top1
24250,3.4407,3178496000,old_baseline_4e_top1
24260,3.4725,3179806720,old_baseline_4e_top1
24270,3.4194,3181117440,old_baseline_4e_top1
24280,3.4319,3182428160,old_baseline_4e_top1
24290,3.5135,3183738880,old_baseline_4e_top1
24300,3.4985,3185049600,old_baseline_4e_top1
24310,3.3652,3186360320,old_baseline_4e_top1
24320,3.4383,3187671040,old_baseline_4e_top1
24330,3.4721,3188981760,old_baseline_4e_top1
24340,3.4566,3190292480,old_baseline_4e_top1
24350,3.4828,3191603200,old_baseline_4e_top1
24360,3.4938,3192913920,old_baseline_4e_top1
24370,3.4653,3194224640,old_baseline_4e_top1
24380,3.3832,3195535360,old_baseline_4e_top1
24390,3.5128,3196846080,old_baseline_4e_top1
24400,3.4306,3198156800,old_baseline_4e_top1
24410,3.4575,3199467520,old_baseline_4e_top1
24420,3.5313,3200778240,old_baseline_4e_top1
24430,3.4086,3202088960,old_baseline_4e_top1
24440,3.479,3203399680,old_baseline_4e_top1
24450,3.438,3204710400,old_baseline_4e_top1
24460,3.4658,3206021120,old_baseline_4e_top1
24470,3.4352,3207331840,old_baseline_4e_top1
24480,3.4864,3208642560,old_baseline_4e_top1
24490,3.4714,3209953280,old_baseline_4e_top1
24500,3.4667,3211264000,old_baseline_4e_top1
24510,3.4254,3212574720,old_baseline_4e_top1
24520,3.4562,3213885440,old_baseline_4e_top1
24530,3.4971,3215196160,old_baseline_4e_top1
24540,3.4733,3216506880,old_baseline_4e_top1
24550,3.4941,3217817600,old_baseline_4e_top1
24560,3.4332,3219128320,old_baseline_4e_top1
24570,3.4225,3220439040,old_baseline_4e_top1
24580,3.4279,3221749760,old_baseline_4e_top1
24590,3.3835,3223060480,old_baseline_4e_top1
24600,3.4756,3224371200,old_baseline_4e_top1
24610,3.443,3225681920,old_baseline_4e_top1
24620,3.435,3226992640,old_baseline_4e_top1
24630,3.4759,3228303360,old_baseline_4e_top1
24640,3.4283,3229614080,old_baseline_4e_top1
24650,3.4925,3230924800,old_baseline_4e_top1
24660,3.478,3232235520,old_baseline_4e_top1
24670,3.4609,3233546240,old_baseline_4e_top1
24680,3.4552,3234856960,old_baseline_4e_top1
24690,3.473,3236167680,old_baseline_4e_top1
24700,3.4332,3237478400,old_baseline_4e_top1
24710,3.4549,3238789120,old_baseline_4e_top1
24720,3.4547,3240099840,old_baseline_4e_top1
24730,3.3968,3241410560,old_baseline_4e_top1
24740,3.4727,3242721280,old_baseline_4e_top1
24750,3.5048,3244032000,old_baseline_4e_top1
24760,3.4582,3245342720,old_baseline_4e_top1
24770,3.4589,3246653440,old_baseline_4e_top1
24780,3.495,3247964160,old_baseline_4e_top1
24790,3.5324,3249274880,old_baseline_4e_top1
24800,3.3987,3250585600,old_baseline_4e_top1
24810,3.4359,3251896320,old_baseline_4e_top1
24820,3.4811,3253207040,old_baseline_4e_top1
24830,3.3785,3254517760,old_baseline_4e_top1
24840,3.4486,3255828480,old_baseline_4e_top1
24850,3.4622,3257139200,old_baseline_4e_top1
24860,3.4084,3258449920,old_baseline_4e_top1
24870,3.5238,3259760640,old_baseline_4e_top1
24880,3.4696,3261071360,old_baseline_4e_top1
24890,3.4988,3262382080,old_baseline_4e_top1
24900,3.5225,3263692800,old_baseline_4e_top1
24910,3.4578,3265003520,old_baseline_4e_top1
24920,3.4406,3266314240,old_baseline_4e_top1
24930,3.4175,3267624960,old_baseline_4e_top1
24940,3.5071,3268935680,old_baseline_4e_top1
24950,3.4657,3270246400,old_baseline_4e_top1
24960,3.4237,3271557120,old_baseline_4e_top1
24970,3.5264,3272867840,old_baseline_4e_top1
24980,3.3858,3274178560,old_baseline_4e_top1
24990,3.4026,3275489280,old_baseline_4e_top1
25000,3.575,3276800000,old_baseline_4e_top1
25010,3.4875,3278110720,old_baseline_4e_top1
25020,3.4383,3279421440,old_baseline_4e_top1
25030,3.3805,3280732160,old_baseline_4e_top1
25040,3.5019,3282042880,old_baseline_4e_top1
25050,3.3688,3283353600,old_baseline_4e_top1
25060,3.3985,3284664320,old_baseline_4e_top1
25070,3.3987,3285975040,old_baseline_4e_top1
25080,3.4521,3287285760,old_baseline_4e_top1
25090,3.3929,3288596480,old_baseline_4e_top1
25100,3.4117,3289907200,old_baseline_4e_top1
25110,3.4438,3291217920,old_baseline_4e_top1
25120,3.4552,3292528640,old_baseline_4e_top1
25130,3.4961,3293839360,old_baseline_4e_top1
25140,3.4442,3295150080,old_baseline_4e_top1
25150,3.3942,3296460800,old_baseline_4e_top1
25160,3.4178,3297771520,old_baseline_4e_top1
25170,3.4064,3299082240,old_baseline_4e_top1
25180,3.5282,3300392960,old_baseline_4e_top1
25190,3.3777,3301703680,old_baseline_4e_top1
25200,3.4635,3303014400,old_baseline_4e_top1
25210,3.4442,3304325120,old_baseline_4e_top1
25220,3.3153,3305635840,old_baseline_4e_top1
25230,3.5201,3306946560,old_baseline_4e_top1
25240,3.4294,3308257280,old_baseline_4e_top1
25250,3.4448,3309568000,old_baseline_4e_top1
25260,3.4012,3310878720,old_baseline_4e_top1
25270,3.3623,3312189440,old_baseline_4e_top1
25280,3.5113,3313500160,old_baseline_4e_top1
25290,3.4161,3314810880,old_baseline_4e_top1
25300,3.4074,3316121600,old_baseline_4e_top1
25310,3.5004,3317432320,old_baseline_4e_top1
25320,3.361,3318743040,old_baseline_4e_top1
25330,3.4247,3320053760,old_baseline_4e_top1
25340,3.4427,3321364480,old_baseline_4e_top1
25350,3.4721,3322675200,old_baseline_4e_top1
25360,3.4429,3323985920,old_baseline_4e_top1
25370,3.4218,3325296640,old_baseline_4e_top1
25380,3.4646,3326607360,old_baseline_4e_top1
25390,3.4702,3327918080,old_baseline_4e_top1
25400,3.3892,3329228800,old_baseline_4e_top1
25410,3.3904,3330539520,old_baseline_4e_top1
25420,3.4224,3331850240,old_baseline_4e_top1
25430,3.4183,3333160960,old_baseline_4e_top1
25440,3.4863,3334471680,old_baseline_4e_top1
25450,3.4109,3335782400,old_baseline_4e_top1
25460,3.439,3337093120,old_baseline_4e_top1
25470,3.4609,3338403840,old_baseline_4e_top1
25480,3.401,3339714560,old_baseline_4e_top1
25490,3.3718,3341025280,old_baseline_4e_top1
25500,3.4083,3342336000,old_baseline_4e_top1
25510,3.4069,3343646720,old_baseline_4e_top1
25520,3.4718,3344957440,old_baseline_4e_top1
25530,3.4256,3346268160,old_baseline_4e_top1
25540,3.411,3347578880,old_baseline_4e_top1
25550,3.3868,3348889600,old_baseline_4e_top1
25560,3.4119,3350200320,old_baseline_4e_top1
25570,3.3685,3351511040,old_baseline_4e_top1
25580,3.4989,3352821760,old_baseline_4e_top1
25590,3.5019,3354132480,old_baseline_4e_top1
25600,3.4974,3355443200,old_baseline_4e_top1
25610,3.385,3356753920,old_baseline_4e_top1
25620,3.5389,3358064640,old_baseline_4e_top1
25630,3.4463,3359375360,old_baseline_4e_top1
25640,3.4167,3360686080,old_baseline_4e_top1
25650,3.4495,3361996800,old_baseline_4e_top1
25660,3.4425,3363307520,old_baseline_4e_top1
25670,3.4556,3364618240,old_baseline_4e_top1
25680,3.3902,3365928960,old_baseline_4e_top1
25690,3.3967,3367239680,old_baseline_4e_top1
25700,3.4677,3368550400,old_baseline_4e_top1
25710,3.3532,3369861120,old_baseline_4e_top1
25720,3.4165,3371171840,old_baseline_4e_top1
25730,3.3393,3372482560,old_baseline_4e_top1
25740,3.4255,3373793280,old_baseline_4e_top1
25750,3.4328,3375104000,old_baseline_4e_top1
25760,3.4709,3376414720,old_baseline_4e_top1
25770,3.4367,3377725440,old_baseline_4e_top1
25780,3.3982,3379036160,old_baseline_4e_top1
25790,3.455,3380346880,old_baseline_4e_top1
25800,3.432,3381657600,old_baseline_4e_top1
25810,3.3477,3382968320,old_baseline_4e_top1
25820,3.4269,3384279040,old_baseline_4e_top1
25830,3.4396,3385589760,old_baseline_4e_top1
25840,3.4604,3386900480,old_baseline_4e_top1
25850,3.4395,3388211200,old_baseline_4e_top1
25860,3.428,3389521920,old_baseline_4e_top1
25870,3.4212,3390832640,old_baseline_4e_top1
25880,3.4745,3392143360,old_baseline_4e_top1
25890,3.4223,3393454080,old_baseline_4e_top1
25900,3.4789,3394764800,old_baseline_4e_top1
25910,3.431,3396075520,old_baseline_4e_top1
25920,3.413,3397386240,old_baseline_4e_top1
25930,3.4432,3398696960,old_baseline_4e_top1
25940,3.4347,3400007680,old_baseline_4e_top1
25950,3.3229,3401318400,old_baseline_4e_top1
25960,3.4727,3402629120,old_baseline_4e_top1
25970,3.4725,3403939840,old_baseline_4e_top1
25980,3.4108,3405250560,old_baseline_4e_top1
25990,3.4043,3406561280,old_baseline_4e_top1
26000,3.5089,3407872000,old_baseline_4e_top1
26010,3.3818,3409182720,old_baseline_4e_top1
26020,3.4105,3410493440,old_baseline_4e_top1
26030,3.3919,3411804160,old_baseline_4e_top1
26040,3.4057,3413114880,old_baseline_4e_top1
26050,3.4267,3414425600,old_baseline_4e_top1
26060,3.4234,3415736320,old_baseline_4e_top1
26070,3.3852,3417047040,old_baseline_4e_top1
26080,3.4925,3418357760,old_baseline_4e_top1
26090,3.3777,3419668480,old_baseline_4e_top1
26100,3.3625,3420979200,old_baseline_4e_top1
26110,3.4272,3422289920,old_baseline_4e_top1
26120,3.4143,3423600640,old_baseline_4e_top1
26130,3.455,3424911360,old_baseline_4e_top1
26140,3.4399,3426222080,old_baseline_4e_top1
26150,3.4256,3427532800,old_baseline_4e_top1
26160,3.4609,3428843520,old_baseline_4e_top1
26170,3.4191,3430154240,old_baseline_4e_top1
26180,3.435,3431464960,old_baseline_4e_top1
26190,3.5052,3432775680,old_baseline_4e_top1
26200,3.469,3434086400,old_baseline_4e_top1
26210,3.3893,3435397120,old_baseline_4e_top1
26220,3.3582,3436707840,old_baseline_4e_top1
26230,3.4111,3438018560,old_baseline_4e_top1
26240,3.4757,3439329280,old_baseline_4e_top1
26250,3.4374,3440640000,old_baseline_4e_top1
26260,3.3939,3441950720,old_baseline_4e_top1
26270,3.4537,3443261440,old_baseline_4e_top1
26280,3.4392,3444572160,old_baseline_4e_top1
26290,3.3898,3445882880,old_baseline_4e_top1
26300,3.4231,3447193600,old_baseline_4e_top1
26310,3.4216,3448504320,old_baseline_4e_top1
26320,3.4375,3449815040,old_baseline_4e_top1
26330,3.4433,3451125760,old_baseline_4e_top1
26340,3.4116,3452436480,old_baseline_4e_top1
26350,3.4018,3453747200,old_baseline_4e_top1
26360,3.3591,3455057920,old_baseline_4e_top1
26370,3.4515,3456368640,old_baseline_4e_top1
26380,3.4106,3457679360,old_baseline_4e_top1
26390,3.4908,3458990080,old_baseline_4e_top1
26400,3.4706,3460300800,old_baseline_4e_top1
26410,3.4573,3461611520,old_baseline_4e_top1
26420,3.388,3462922240,old_baseline_4e_top1
26430,3.4438,3464232960,old_baseline_4e_top1
26440,3.4873,3465543680,old_baseline_4e_top1
26450,3.3779,3466854400,old_baseline_4e_top1
26460,3.4955,3468165120,old_baseline_4e_top1
26470,3.4425,3469475840,old_baseline_4e_top1
26480,3.4596,3470786560,old_baseline_4e_top1
26490,3.4357,3472097280,old_baseline_4e_top1
26500,3.4034,3473408000,old_baseline_4e_top1
26510,3.4477,3474718720,old_baseline_4e_top1
26520,3.3816,3476029440,old_baseline_4e_top1
26530,3.3871,3477340160,old_baseline_4e_top1
26540,3.4218,3478650880,old_baseline_4e_top1
26550,3.3491,3479961600,old_baseline_4e_top1
26560,3.4366,3481272320,old_baseline_4e_top1
26570,3.4338,3482583040,old_baseline_4e_top1
26580,3.4561,3483893760,old_baseline_4e_top1
26590,3.36,3485204480,old_baseline_4e_top1
26600,3.4824,3486515200,old_baseline_4e_top1
26610,3.4219,3487825920,old_baseline_4e_top1
26620,3.4261,3489136640,old_baseline_4e_top1
26630,3.3884,3490447360,old_baseline_4e_top1
26640,3.4976,3491758080,old_baseline_4e_top1
26650,3.4482,3493068800,old_baseline_4e_top1
26660,3.4451,3494379520,old_baseline_4e_top1
26670,3.4367,3495690240,old_baseline_4e_top1
26680,3.4174,3497000960,old_baseline_4e_top1
26690,3.4744,3498311680,old_baseline_4e_top1
26700,3.4322,3499622400,old_baseline_4e_top1
26710,3.4017,3500933120,old_baseline_4e_top1
26720,3.4205,3502243840,old_baseline_4e_top1
26730,3.4187,3503554560,old_baseline_4e_top1
26740,3.4541,3504865280,old_baseline_4e_top1
26750,3.3345,3506176000,old_baseline_4e_top1
26760,3.4997,3507486720,old_baseline_4e_top1
26770,3.4265,3508797440,old_baseline_4e_top1
26780,3.4492,3510108160,old_baseline_4e_top1
26790,3.4437,3511418880,old_baseline_4e_top1
26800,3.3861,3512729600,old_baseline_4e_top1
26810,3.3347,3514040320,old_baseline_4e_top1
26820,3.4753,3515351040,old_baseline_4e_top1
26830,3.3809,3516661760,old_baseline_4e_top1
26840,3.3951,3517972480,old_baseline_4e_top1
26850,3.3879,3519283200,old_baseline_4e_top1
26860,3.3426,3520593920,old_baseline_4e_top1
26870,3.4445,3521904640,old_baseline_4e_top1
26880,3.4491,3523215360,old_baseline_4e_top1
26890,3.4012,3524526080,old_baseline_4e_top1
26900,3.4532,3525836800,old_baseline_4e_top1
26910,3.4217,3527147520,old_baseline_4e_top1
26920,3.4412,3528458240,old_baseline_4e_top1
26930,3.4638,3529768960,old_baseline_4e_top1
26940,3.3551,3531079680,old_baseline_4e_top1
26950,3.402,3532390400,old_baseline_4e_top1
26960,3.4053,3533701120,old_baseline_4e_top1
26970,3.4296,3535011840,old_baseline_4e_top1
26980,3.4301,3536322560,old_baseline_4e_top1
26990,3.4398,3537633280,old_baseline_4e_top1
27000,3.3294,3538944000,old_baseline_4e_top1
27010,3.3639,3540254720,old_baseline_4e_top1
27020,3.3934,3541565440,old_baseline_4e_top1
27030,3.3773,3542876160,old_baseline_4e_top1
27040,3.3781,3544186880,old_baseline_4e_top1
27050,3.4663,3545497600,old_baseline_4e_top1
27060,3.4718,3546808320,old_baseline_4e_top1
27070,3.3554,3548119040,old_baseline_4e_top1
27080,3.3792,3549429760,old_baseline_4e_top1
27090,3.4207,3550740480,old_baseline_4e_top1
27100,3.4235,3552051200,old_baseline_4e_top1
27110,3.385,3553361920,old_baseline_4e_top1
27120,3.4904,3554672640,old_baseline_4e_top1
27130,3.3406,3555983360,old_baseline_4e_top1
27140,3.449,3557294080,old_baseline_4e_top1
27150,3.4579,3558604800,old_baseline_4e_top1
27160,3.4537,3559915520,old_baseline_4e_top1
27170,3.3277,3561226240,old_baseline_4e_top1
27180,3.4256,3562536960,old_baseline_4e_top1
27190,3.4162,3563847680,old_baseline_4e_top1
27200,3.4403,3565158400,old_baseline_4e_top1
27210,3.4603,3566469120,old_baseline_4e_top1
27220,3.4426,3567779840,old_baseline_4e_top1
27230,3.4177,3569090560,old_baseline_4e_top1
27240,3.4711,3570401280,old_baseline_4e_top1
27250,3.4139,3571712000,old_baseline_4e_top1
27260,3.4369,3573022720,old_baseline_4e_top1
27270,3.4237,3574333440,old_baseline_4e_top1
27280,3.4739,3575644160,old_baseline_4e_top1
27290,3.3548,3576954880,old_baseline_4e_top1
27300,3.4676,3578265600,old_baseline_4e_top1
27310,3.462,3579576320,old_baseline_4e_top1
27320,3.4465,3580887040,old_baseline_4e_top1
27330,3.4054,3582197760,old_baseline_4e_top1
27340,3.4497,3583508480,old_baseline_4e_top1
27350,3.4503,3584819200,old_baseline_4e_top1
27360,3.4325,3586129920,old_baseline_4e_top1
27370,3.4343,3587440640,old_baseline_4e_top1
27380,3.3565,3588751360,old_baseline_4e_top1
27390,3.3965,3590062080,old_baseline_4e_top1
27400,3.5253,3591372800,old_baseline_4e_top1
27410,3.4387,3592683520,old_baseline_4e_top1
27420,3.4342,3593994240,old_baseline_4e_top1
27430,3.459,3595304960,old_baseline_4e_top1
27440,3.3642,3596615680,old_baseline_4e_top1
27450,3.3591,3597926400,old_baseline_4e_top1
27460,3.4091,3599237120,old_baseline_4e_top1
