step,loss,tokens,model
4970,4.1664,651427840,new_svroute_fullinput_4e_top1
4980,4.1595,652738560,new_svroute_fullinput_4e_top1
4990,4.1648,654049280,new_svroute_fullinput_4e_top1
5000,4.173,655360000,new_svroute_fullinput_4e_top1
5010,4.1941,656670720,new_svroute_fullinput_4e_top1
5020,4.1946,657981440,new_svroute_fullinput_4e_top1
5030,4.1589,659292160,new_svroute_fullinput_4e_top1
5040,4.17,660602880,new_svroute_fullinput_4e_top1
5050,4.1337,661913600,new_svroute_fullinput_4e_top1
5060,4.181,663224320,new_svroute_fullinput_4e_top1
5070,4.1587,664535040,new_svroute_fullinput_4e_top1
5080,4.1733,665845760,new_svroute_fullinput_4e_top1
5090,4.2139,667156480,new_svroute_fullinput_4e_top1
5100,4.1934,668467200,new_svroute_fullinput_4e_top1
5110,4.1507,669777920,new_svroute_fullinput_4e_top1
5120,4.1385,671088640,new_svroute_fullinput_4e_top1
5130,4.171,672399360,new_svroute_fullinput_4e_top1
5140,4.1795,673710080,new_svroute_fullinput_4e_top1
5150,4.1982,675020800,new_svroute_fullinput_4e_top1
5160,4.1623,676331520,new_svroute_fullinput_4e_top1
5170,4.135,677642240,new_svroute_fullinput_4e_top1
5180,4.1581,678952960,new_svroute_fullinput_4e_top1
5190,4.1225,680263680,new_svroute_fullinput_4e_top1
5200,4.152,681574400,new_svroute_fullinput_4e_top1
5210,4.1574,682885120,new_svroute_fullinput_4e_top1
5220,4.1642,684195840,new_svroute_fullinput_4e_top1
5230,4.1493,685506560,new_svroute_fullinput_4e_top1
5240,4.1223,686817280,new_svroute_fullinput_4e_top1
5250,4.1389,688128000,new_svroute_fullinput_4e_top1
5260,4.0837,689438720,new_svroute_fullinput_4e_top1
5270,4.1414,690749440,new_svroute_fullinput_4e_top1
5280,4.088,692060160,new_svroute_fullinput_4e_top1
5290,4.1772,693370880,new_svroute_fullinput_4e_top1
5300,4.1595,694681600,new_svroute_fullinput_4e_top1
5310,4.1203,695992320,new_svroute_fullinput_4e_top1
5320,4.1403,697303040,new_svroute_fullinput_4e_top1
5330,4.1666,698613760,new_svroute_fullinput_4e_top1
5340,4.1289,699924480,new_svroute_fullinput_4e_top1
5350,4.1244,701235200,new_svroute_fullinput_4e_top1
5360,4.187,702545920,new_svroute_fullinput_4e_top1
5370,4.0715,703856640,new_svroute_fullinput_4e_top1
5380,4.1278,705167360,new_svroute_fullinput_4e_top1
5390,4.1875,706478080,new_svroute_fullinput_4e_top1
5400,4.1328,707788800,new_svroute_fullinput_4e_top1
5410,4.1471,709099520,new_svroute_fullinput_4e_top1
5420,4.0866,710410240,new_svroute_fullinput_4e_top1
5430,4.1833,711720960,new_svroute_fullinput_4e_top1
5440,4.1632,713031680,new_svroute_fullinput_4e_top1
5450,4.0987,714342400,new_svroute_fullinput_4e_top1
5460,4.0898,715653120,new_svroute_fullinput_4e_top1
5470,4.1599,716963840,new_svroute_fullinput_4e_top1
5480,4.0477,718274560,new_svroute_fullinput_4e_top1
5490,4.1058,719585280,new_svroute_fullinput_4e_top1
5500,4.0798,720896000,new_svroute_fullinput_4e_top1
5510,4.1053,722206720,new_svroute_fullinput_4e_top1
5520,4.1375,723517440,new_svroute_fullinput_4e_top1
5530,4.1188,724828160,new_svroute_fullinput_4e_top1
5540,4.089,726138880,new_svroute_fullinput_4e_top1
5550,4.1089,727449600,new_svroute_fullinput_4e_top1
5560,4.0518,728760320,new_svroute_fullinput_4e_top1
5570,4.1576,730071040,new_svroute_fullinput_4e_top1
5580,4.1755,731381760,new_svroute_fullinput_4e_top1
5590,4.0789,732692480,new_svroute_fullinput_4e_top1
5600,4.0982,734003200,new_svroute_fullinput_4e_top1
5610,4.1039,735313920,new_svroute_fullinput_4e_top1
5620,4.1735,736624640,new_svroute_fullinput_4e_top1
5630,4.1576,737935360,new_svroute_fullinput_4e_top1
5640,4.1212,739246080,new_svroute_fullinput_4e_top1
5650,4.1352,740556800,new_svroute_fullinput_4e_top1
5660,4.0621,741867520,new_svroute_fullinput_4e_top1
5670,4.0526,743178240,new_svroute_fullinput_4e_top1
5680,4.0597,744488960,new_svroute_fullinput_4e_top1
5690,4.155,745799680,new_svroute_fullinput_4e_top1
5700,4.0863,747110400,new_svroute_fullinput_4e_top1
5710,4.1074,748421120,new_svroute_fullinput_4e_top1
5720,4.0964,749731840,new_svroute_fullinput_4e_top1
5730,4.1151,751042560,new_svroute_fullinput_4e_top1
5740,4.094,752353280,new_svroute_fullinput_4e_top1
5750,4.0751,753664000,new_svroute_fullinput_4e_top1
5760,4.0564,754974720,new_svroute_fullinput_4e_top1
5770,4.0184,756285440,new_svroute_fullinput_4e_top1
5780,4.0219,757596160,new_svroute_fullinput_4e_top1
5790,4.0634,758906880,new_svroute_fullinput_4e_top1
5800,4.0621,760217600,new_svroute_fullinput_4e_top1
5810,4.0863,761528320,new_svroute_fullinput_4e_top1
5820,4.0663,762839040,new_svroute_fullinput_4e_top1
5830,4.0671,764149760,new_svroute_fullinput_4e_top1
5840,4.0651,765460480,new_svroute_fullinput_4e_top1
5850,4.0616,766771200,new_svroute_fullinput_4e_top1
5860,4.0224,768081920,new_svroute_fullinput_4e_top1
5870,4.076,769392640,new_svroute_fullinput_4e_top1
5880,4.0806,770703360,new_svroute_fullinput_4e_top1
5890,4.0666,772014080,new_svroute_fullinput_4e_top1
5900,4.1006,773324800,new_svroute_fullinput_4e_top1
5910,3.9923,774635520,new_svroute_fullinput_4e_top1
5920,4.0569,775946240,new_svroute_fullinput_4e_top1
5930,4.0974,777256960,new_svroute_fullinput_4e_top1
5940,3.9872,778567680,new_svroute_fullinput_4e_top1
5950,4.0503,779878400,new_svroute_fullinput_4e_top1
5960,4.0555,781189120,new_svroute_fullinput_4e_top1
5970,4.0807,782499840,new_svroute_fullinput_4e_top1
5980,4.0589,783810560,new_svroute_fullinput_4e_top1
5990,4.0971,785121280,new_svroute_fullinput_4e_top1
6000,4.046,786432000,new_svroute_fullinput_4e_top1
6010,4.0577,787742720,new_svroute_fullinput_4e_top1
6020,4.1107,789053440,new_svroute_fullinput_4e_top1
6030,4.0087,790364160,new_svroute_fullinput_4e_top1
6040,4.0584,791674880,new_svroute_fullinput_4e_top1
6050,4.0866,792985600,new_svroute_fullinput_4e_top1
6060,4.0095,794296320,new_svroute_fullinput_4e_top1
6070,4.085,795607040,new_svroute_fullinput_4e_top1
6080,4.0527,796917760,new_svroute_fullinput_4e_top1
6090,4.049,798228480,new_svroute_fullinput_4e_top1
6100,4.0331,799539200,new_svroute_fullinput_4e_top1
6110,4.1232,800849920,new_svroute_fullinput_4e_top1
6120,4.085,802160640,new_svroute_fullinput_4e_top1
6130,4.0464,803471360,new_svroute_fullinput_4e_top1
6140,4.0233,804782080,new_svroute_fullinput_4e_top1
6150,4.0425,806092800,new_svroute_fullinput_4e_top1
6160,4.0743,807403520,new_svroute_fullinput_4e_top1
6170,4.0134,808714240,new_svroute_fullinput_4e_top1
6180,4.0107,810024960,new_svroute_fullinput_4e_top1
6190,4.0988,811335680,new_svroute_fullinput_4e_top1
6200,4.0984,812646400,new_svroute_fullinput_4e_top1
6210,4.064,813957120,new_svroute_fullinput_4e_top1
6220,4.0705,815267840,new_svroute_fullinput_4e_top1
6230,4.0457,816578560,new_svroute_fullinput_4e_top1
6240,3.9915,817889280,new_svroute_fullinput_4e_top1
6250,4.0115,819200000,new_svroute_fullinput_4e_top1
6260,4.0987,820510720,new_svroute_fullinput_4e_top1
6270,4.0274,821821440,new_svroute_fullinput_4e_top1
6280,4.0326,823132160,new_svroute_fullinput_4e_top1
6290,4.0135,824442880,new_svroute_fullinput_4e_top1
6300,4.0553,825753600,new_svroute_fullinput_4e_top1
6310,4.0388,827064320,new_svroute_fullinput_4e_top1
6320,4.0005,828375040,new_svroute_fullinput_4e_top1
6330,4.0505,829685760,new_svroute_fullinput_4e_top1
6340,4.0491,830996480,new_svroute_fullinput_4e_top1
6350,4.0383,832307200,new_svroute_fullinput_4e_top1
6360,4.0416,833617920,new_svroute_fullinput_4e_top1
6370,4.0596,834928640,new_svroute_fullinput_4e_top1
6380,4.0441,836239360,new_svroute_fullinput_4e_top1
6390,4.071,837550080,new_svroute_fullinput_4e_top1
6400,4.0359,838860800,new_svroute_fullinput_4e_top1
6410,4.0578,840171520,new_svroute_fullinput_4e_top1
6420,4.0326,841482240,new_svroute_fullinput_4e_top1
6430,4.0339,842792960,new_svroute_fullinput_4e_top1
6440,4.0078,844103680,new_svroute_fullinput_4e_top1
6450,4.0075,845414400,new_svroute_fullinput_4e_top1
6460,4.013,846725120,new_svroute_fullinput_4e_top1
6470,3.9662,848035840,new_svroute_fullinput_4e_top1
6480,4.0254,849346560,new_svroute_fullinput_4e_top1
6490,4.0326,850657280,new_svroute_fullinput_4e_top1
6500,4.0144,851968000,new_svroute_fullinput_4e_top1
6510,4.0179,853278720,new_svroute_fullinput_4e_top1
6520,4.049,854589440,new_svroute_fullinput_4e_top1
6530,4.0099,855900160,new_svroute_fullinput_4e_top1
6540,4.0129,857210880,new_svroute_fullinput_4e_top1
6550,4.0177,858521600,new_svroute_fullinput_4e_top1
6560,3.9292,859832320,new_svroute_fullinput_4e_top1
6570,4.0684,861143040,new_svroute_fullinput_4e_top1
6580,3.9719,862453760,new_svroute_fullinput_4e_top1
6590,4.0139,863764480,new_svroute_fullinput_4e_top1
6600,3.9933,865075200,new_svroute_fullinput_4e_top1
6610,3.9557,866385920,new_svroute_fullinput_4e_top1
6620,4.0224,867696640,new_svroute_fullinput_4e_top1
6630,3.9793,869007360,new_svroute_fullinput_4e_top1
6640,3.9853,870318080,new_svroute_fullinput_4e_top1
6650,3.9507,871628800,new_svroute_fullinput_4e_top1
6660,4.0083,872939520,new_svroute_fullinput_4e_top1
6670,3.9957,874250240,new_svroute_fullinput_4e_top1
6680,4.0061,875560960,new_svroute_fullinput_4e_top1
6690,4.0019,876871680,new_svroute_fullinput_4e_top1
6700,3.9981,878182400,new_svroute_fullinput_4e_top1
6710,3.9778,879493120,new_svroute_fullinput_4e_top1
6720,4.0186,880803840,new_svroute_fullinput_4e_top1
6730,3.9893,882114560,new_svroute_fullinput_4e_top1
6740,4.0054,883425280,new_svroute_fullinput_4e_top1
6750,4.018,884736000,new_svroute_fullinput_4e_top1
6760,4.0567,886046720,new_svroute_fullinput_4e_top1
6770,3.9696,887357440,new_svroute_fullinput_4e_top1
6780,4.0343,888668160,new_svroute_fullinput_4e_top1
6790,3.9348,889978880,new_svroute_fullinput_4e_top1
6800,3.9921,891289600,new_svroute_fullinput_4e_top1
6810,4.0089,892600320,new_svroute_fullinput_4e_top1
6820,3.971,893911040,new_svroute_fullinput_4e_top1
6830,3.9787,895221760,new_svroute_fullinput_4e_top1
6840,3.983,896532480,new_svroute_fullinput_4e_top1
6850,3.9961,897843200,new_svroute_fullinput_4e_top1
6860,4.0004,899153920,new_svroute_fullinput_4e_top1
6870,4.0183,900464640,new_svroute_fullinput_4e_top1
6880,3.9881,901775360,new_svroute_fullinput_4e_top1
6890,3.9909,903086080,new_svroute_fullinput_4e_top1
6900,3.9701,904396800,new_svroute_fullinput_4e_top1
6910,4.0042,905707520,new_svroute_fullinput_4e_top1
6920,4.0038,907018240,new_svroute_fullinput_4e_top1
6930,4.0024,908328960,new_svroute_fullinput_4e_top1
6940,4.0521,909639680,new_svroute_fullinput_4e_top1
6950,3.9555,910950400,new_svroute_fullinput_4e_top1
6960,4.0192,912261120,new_svroute_fullinput_4e_top1
6970,4.0133,913571840,new_svroute_fullinput_4e_top1
6980,3.9538,914882560,new_svroute_fullinput_4e_top1
6990,3.9597,916193280,new_svroute_fullinput_4e_top1
7000,3.9495,917504000,new_svroute_fullinput_4e_top1
7010,4.0056,918814720,new_svroute_fullinput_4e_top1
7020,3.953,920125440,new_svroute_fullinput_4e_top1
7030,3.9583,921436160,new_svroute_fullinput_4e_top1
7040,3.9743,922746880,new_svroute_fullinput_4e_top1
7050,4.0245,924057600,new_svroute_fullinput_4e_top1
7060,3.9531,925368320,new_svroute_fullinput_4e_top1
7070,3.9519,926679040,new_svroute_fullinput_4e_top1
7080,3.9791,927989760,new_svroute_fullinput_4e_top1
7090,4.0037,929300480,new_svroute_fullinput_4e_top1
7100,3.9572,930611200,new_svroute_fullinput_4e_top1
7110,3.9144,931921920,new_svroute_fullinput_4e_top1
7120,3.9749,933232640,new_svroute_fullinput_4e_top1
7130,3.9785,934543360,new_svroute_fullinput_4e_top1
7140,3.9448,935854080,new_svroute_fullinput_4e_top1
7150,3.8901,937164800,new_svroute_fullinput_4e_top1
7160,3.922,938475520,new_svroute_fullinput_4e_top1
7170,3.9701,939786240,new_svroute_fullinput_4e_top1
7180,3.9632,941096960,new_svroute_fullinput_4e_top1
7190,3.9679,942407680,new_svroute_fullinput_4e_top1
7200,3.9582,943718400,new_svroute_fullinput_4e_top1
7210,3.933,945029120,new_svroute_fullinput_4e_top1
7220,3.9771,946339840,new_svroute_fullinput_4e_top1
7230,3.9384,947650560,new_svroute_fullinput_4e_top1
7240,4.0148,948961280,new_svroute_fullinput_4e_top1
7250,3.9465,950272000,new_svroute_fullinput_4e_top1
7260,3.9275,951582720,new_svroute_fullinput_4e_top1
7270,3.9993,952893440,new_svroute_fullinput_4e_top1
7280,3.9685,954204160,new_svroute_fullinput_4e_top1
7290,3.9787,955514880,new_svroute_fullinput_4e_top1
7300,3.9506,956825600,new_svroute_fullinput_4e_top1
7310,3.9405,958136320,new_svroute_fullinput_4e_top1
7320,3.9622,959447040,new_svroute_fullinput_4e_top1
7330,3.8963,960757760,new_svroute_fullinput_4e_top1
7340,3.9972,962068480,new_svroute_fullinput_4e_top1
7350,4.0016,963379200,new_svroute_fullinput_4e_top1
7360,3.9315,964689920,new_svroute_fullinput_4e_top1
7370,3.9117,966000640,new_svroute_fullinput_4e_top1
7380,3.9907,967311360,new_svroute_fullinput_4e_top1
7390,4.0182,968622080,new_svroute_fullinput_4e_top1
7400,3.9835,969932800,new_svroute_fullinput_4e_top1
7410,3.952,971243520,new_svroute_fullinput_4e_top1
7420,3.9397,972554240,new_svroute_fullinput_4e_top1
7430,3.9845,973864960,new_svroute_fullinput_4e_top1
7440,3.931,975175680,new_svroute_fullinput_4e_top1
7450,3.9121,976486400,new_svroute_fullinput_4e_top1
7460,3.9115,977797120,new_svroute_fullinput_4e_top1
7470,3.9048,979107840,new_svroute_fullinput_4e_top1
7480,3.9458,980418560,new_svroute_fullinput_4e_top1
7490,3.9594,981729280,new_svroute_fullinput_4e_top1
7500,3.9303,983040000,new_svroute_fullinput_4e_top1
7510,3.8943,984350720,new_svroute_fullinput_4e_top1
7520,3.9556,985661440,new_svroute_fullinput_4e_top1
7530,3.9159,986972160,new_svroute_fullinput_4e_top1
7540,3.9382,988282880,new_svroute_fullinput_4e_top1
7550,3.9345,989593600,new_svroute_fullinput_4e_top1
7560,3.9056,990904320,new_svroute_fullinput_4e_top1
7570,3.9125,992215040,new_svroute_fullinput_4e_top1
7580,3.9037,993525760,new_svroute_fullinput_4e_top1
7590,3.9274,994836480,new_svroute_fullinput_4e_top1
7600,3.8949,996147200,new_svroute_fullinput_4e_top1
7610,3.9331,997457920,new_svroute_fullinput_4e_top1
7620,3.875,998768640,new_svroute_fullinput_4e_top1
7630,3.9383,1000079360,new_svroute_fullinput_4e_top1
7640,3.9783,1001390080,new_svroute_fullinput_4e_top1
7650,3.8735,1002700800,new_svroute_fullinput_4e_top1
7660,3.9044,1004011520,new_svroute_fullinput_4e_top1
7670,3.9939,1005322240,new_svroute_fullinput_4e_top1
7680,3.9255,1006632960,new_svroute_fullinput_4e_top1
7690,3.9049,1007943680,new_svroute_fullinput_4e_top1
7700,3.9566,1009254400,new_svroute_fullinput_4e_top1
7710,3.9119,1010565120,new_svroute_fullinput_4e_top1
7720,3.9476,1011875840,new_svroute_fullinput_4e_top1
7730,3.8963,1013186560,new_svroute_fullinput_4e_top1
7740,3.8594,1014497280,new_svroute_fullinput_4e_top1
7750,3.8491,1015808000,new_svroute_fullinput_4e_top1
7760,3.9488,1017118720,new_svroute_fullinput_4e_top1
7770,3.9468,1018429440,new_svroute_fullinput_4e_top1
7780,3.8942,1019740160,new_svroute_fullinput_4e_top1
7790,3.9232,1021050880,new_svroute_fullinput_4e_top1
7800,3.9319,1022361600,new_svroute_fullinput_4e_top1
7810,3.9646,1023672320,new_svroute_fullinput_4e_top1
7820,3.9413,1024983040,new_svroute_fullinput_4e_top1
7830,3.8993,1026293760,new_svroute_fullinput_4e_top1
7840,3.9211,1027604480,new_svroute_fullinput_4e_top1
7850,3.8792,1028915200,new_svroute_fullinput_4e_top1
7860,3.9667,1030225920,new_svroute_fullinput_4e_top1
7870,3.9283,1031536640,new_svroute_fullinput_4e_top1
7880,3.8743,1032847360,new_svroute_fullinput_4e_top1
7890,3.934,1034158080,new_svroute_fullinput_4e_top1
7900,3.922,1035468800,new_svroute_fullinput_4e_top1
7910,3.9175,1036779520,new_svroute_fullinput_4e_top1
7920,3.9442,1038090240,new_svroute_fullinput_4e_top1
7930,3.957,1039400960,new_svroute_fullinput_4e_top1
7940,3.9215,1040711680,new_svroute_fullinput_4e_top1
7950,3.8707,1042022400,new_svroute_fullinput_4e_top1
7960,3.9014,1043333120,new_svroute_fullinput_4e_top1
7970,3.8852,1044643840,new_svroute_fullinput_4e_top1
7980,3.9272,1045954560,new_svroute_fullinput_4e_top1
7990,3.9037,1047265280,new_svroute_fullinput_4e_top1
8000,3.8817,1048576000,new_svroute_fullinput_4e_top1
8010,3.8527,1049886720,new_svroute_fullinput_4e_top1
8020,3.8894,1051197440,new_svroute_fullinput_4e_top1
8030,3.9016,1052508160,new_svroute_fullinput_4e_top1
8040,3.9248,1053818880,new_svroute_fullinput_4e_top1
8050,3.8662,1055129600,new_svroute_fullinput_4e_top1
8060,3.89,1056440320,new_svroute_fullinput_4e_top1
8070,3.8509,1057751040,new_svroute_fullinput_4e_top1
8080,3.8936,1059061760,new_svroute_fullinput_4e_top1
8090,3.9087,1060372480,new_svroute_fullinput_4e_top1
8100,3.9248,1061683200,new_svroute_fullinput_4e_top1
8110,3.8848,1062993920,new_svroute_fullinput_4e_top1
8120,3.9221,1064304640,new_svroute_fullinput_4e_top1
8130,3.9044,1065615360,new_svroute_fullinput_4e_top1
8140,3.8864,1066926080,new_svroute_fullinput_4e_top1
8150,3.9361,1068236800,new_svroute_fullinput_4e_top1
8160,3.876,1069547520,new_svroute_fullinput_4e_top1
8170,3.8967,1070858240,new_svroute_fullinput_4e_top1
8180,3.8987,1072168960,new_svroute_fullinput_4e_top1
8190,3.923,1073479680,new_svroute_fullinput_4e_top1
8200,3.8808,1074790400,new_svroute_fullinput_4e_top1
8210,3.8521,1076101120,new_svroute_fullinput_4e_top1
8220,3.874,1077411840,new_svroute_fullinput_4e_top1
8230,3.8903,1078722560,new_svroute_fullinput_4e_top1
8240,3.9039,1080033280,new_svroute_fullinput_4e_top1
8250,3.9043,1081344000,new_svroute_fullinput_4e_top1
8260,3.895,1082654720,new_svroute_fullinput_4e_top1
8270,3.8281,1083965440,new_svroute_fullinput_4e_top1
8280,3.901,1085276160,new_svroute_fullinput_4e_top1
8290,3.8882,1086586880,new_svroute_fullinput_4e_top1
8300,3.854,1087897600,new_svroute_fullinput_4e_top1
8310,3.8604,1089208320,new_svroute_fullinput_4e_top1
8320,3.9103,1090519040,new_svroute_fullinput_4e_top1
8330,3.9102,1091829760,new_svroute_fullinput_4e_top1
8340,3.8617,1093140480,new_svroute_fullinput_4e_top1
8350,3.9405,1094451200,new_svroute_fullinput_4e_top1
8360,3.8862,1095761920,new_svroute_fullinput_4e_top1
8370,3.8736,1097072640,new_svroute_fullinput_4e_top1
8380,3.8507,1098383360,new_svroute_fullinput_4e_top1
8390,3.8877,1099694080,new_svroute_fullinput_4e_top1
8400,3.8771,1101004800,new_svroute_fullinput_4e_top1
8410,3.8899,1102315520,new_svroute_fullinput_4e_top1
8420,3.8597,1103626240,new_svroute_fullinput_4e_top1
8430,3.851,1104936960,new_svroute_fullinput_4e_top1
8440,3.9038,1106247680,new_svroute_fullinput_4e_top1
8450,3.8979,1107558400,new_svroute_fullinput_4e_top1
8460,3.8727,1108869120,new_svroute_fullinput_4e_top1
8470,3.8976,1110179840,new_svroute_fullinput_4e_top1
8480,3.9106,1111490560,new_svroute_fullinput_4e_top1
8490,3.9283,1112801280,new_svroute_fullinput_4e_top1
8500,3.9231,1114112000,new_svroute_fullinput_4e_top1
8510,3.9214,1115422720,new_svroute_fullinput_4e_top1
8520,3.9117,1116733440,new_svroute_fullinput_4e_top1
8530,3.8199,1118044160,new_svroute_fullinput_4e_top1
8540,3.8862,1119354880,new_svroute_fullinput_4e_top1
8550,3.858,1120665600,new_svroute_fullinput_4e_top1
8560,3.8463,1121976320,new_svroute_fullinput_4e_top1
8570,3.8692,1123287040,new_svroute_fullinput_4e_top1
8580,3.8619,1124597760,new_svroute_fullinput_4e_top1
8590,3.87,1125908480,new_svroute_fullinput_4e_top1
8600,3.8365,1127219200,new_svroute_fullinput_4e_top1
8610,3.9192,1128529920,new_svroute_fullinput_4e_top1
8620,3.8372,1129840640,new_svroute_fullinput_4e_top1
8630,3.8613,1131151360,new_svroute_fullinput_4e_top1
8640,3.8482,1132462080,new_svroute_fullinput_4e_top1
8650,3.8759,1133772800,new_svroute_fullinput_4e_top1
8660,3.8723,1135083520,new_svroute_fullinput_4e_top1
8670,3.8529,1136394240,new_svroute_fullinput_4e_top1
8680,3.9334,1137704960,new_svroute_fullinput_4e_top1
8690,3.8823,1139015680,new_svroute_fullinput_4e_top1
8700,3.8408,1140326400,new_svroute_fullinput_4e_top1
8710,3.8659,1141637120,new_svroute_fullinput_4e_top1
8720,3.8438,1142947840,new_svroute_fullinput_4e_top1
8730,3.8256,1144258560,new_svroute_fullinput_4e_top1
8740,3.8489,1145569280,new_svroute_fullinput_4e_top1
8750,3.8202,1146880000,new_svroute_fullinput_4e_top1
8760,3.8915,1148190720,new_svroute_fullinput_4e_top1
8770,3.9061,1149501440,new_svroute_fullinput_4e_top1
8780,3.8688,1150812160,new_svroute_fullinput_4e_top1
8790,3.8512,1152122880,new_svroute_fullinput_4e_top1
8800,3.9223,1153433600,new_svroute_fullinput_4e_top1
8810,3.8639,1154744320,new_svroute_fullinput_4e_top1
8820,3.785,1156055040,new_svroute_fullinput_4e_top1
8830,3.8823,1157365760,new_svroute_fullinput_4e_top1
8840,3.899,1158676480,new_svroute_fullinput_4e_top1
8850,3.8797,1159987200,new_svroute_fullinput_4e_top1
8860,3.8639,1161297920,new_svroute_fullinput_4e_top1
8870,3.9056,1162608640,new_svroute_fullinput_4e_top1
8880,3.8126,1163919360,new_svroute_fullinput_4e_top1
8890,3.8295,1165230080,new_svroute_fullinput_4e_top1
8900,3.7945,1166540800,new_svroute_fullinput_4e_top1
8910,3.8771,1167851520,new_svroute_fullinput_4e_top1
8920,3.8915,1169162240,new_svroute_fullinput_4e_top1
8930,3.8487,1170472960,new_svroute_fullinput_4e_top1
8940,3.8609,1171783680,new_svroute_fullinput_4e_top1
8950,3.8533,1173094400,new_svroute_fullinput_4e_top1
8960,3.8494,1174405120,new_svroute_fullinput_4e_top1
8970,3.882,1175715840,new_svroute_fullinput_4e_top1
8980,3.8392,1177026560,new_svroute_fullinput_4e_top1
8990,3.8099,1178337280,new_svroute_fullinput_4e_top1
9000,3.8478,1179648000,new_svroute_fullinput_4e_top1
9010,3.8277,1180958720,new_svroute_fullinput_4e_top1
9020,3.8508,1182269440,new_svroute_fullinput_4e_top1
9030,3.7779,1183580160,new_svroute_fullinput_4e_top1
9040,3.7841,1184890880,new_svroute_fullinput_4e_top1
9050,3.8467,1186201600,new_svroute_fullinput_4e_top1
9060,3.8615,1187512320,new_svroute_fullinput_4e_top1
9070,3.8063,1188823040,new_svroute_fullinput_4e_top1
9080,3.8026,1190133760,new_svroute_fullinput_4e_top1
9090,3.8675,1191444480,new_svroute_fullinput_4e_top1
9100,3.8217,1192755200,new_svroute_fullinput_4e_top1
9110,3.8144,1194065920,new_svroute_fullinput_4e_top1
9120,3.8082,1195376640,new_svroute_fullinput_4e_top1
9130,3.8377,1196687360,new_svroute_fullinput_4e_top1
9140,3.8183,1197998080,new_svroute_fullinput_4e_top1
9150,3.8219,1199308800,new_svroute_fullinput_4e_top1
9160,3.8772,1200619520,new_svroute_fullinput_4e_top1
9170,3.8183,1201930240,new_svroute_fullinput_4e_top1
9180,3.8832,1203240960,new_svroute_fullinput_4e_top1
9190,3.7917,1204551680,new_svroute_fullinput_4e_top1
9200,3.8694,1205862400,new_svroute_fullinput_4e_top1
9210,3.8667,1207173120,new_svroute_fullinput_4e_top1
9220,3.8,1208483840,new_svroute_fullinput_4e_top1
9230,3.7998,1209794560,new_svroute_fullinput_4e_top1
9240,3.8845,1211105280,new_svroute_fullinput_4e_top1
9250,3.7834,1212416000,new_svroute_fullinput_4e_top1
9260,3.8695,1213726720,new_svroute_fullinput_4e_top1
9270,3.8778,1215037440,new_svroute_fullinput_4e_top1
9280,3.8026,1216348160,new_svroute_fullinput_4e_top1
9290,3.7907,1217658880,new_svroute_fullinput_4e_top1
9300,3.8137,1218969600,new_svroute_fullinput_4e_top1
9310,3.8197,1220280320,new_svroute_fullinput_4e_top1
9320,3.8289,1221591040,new_svroute_fullinput_4e_top1
9330,3.8419,1222901760,new_svroute_fullinput_4e_top1
9340,3.8035,1224212480,new_svroute_fullinput_4e_top1
9350,3.8333,1225523200,new_svroute_fullinput_4e_top1
9360,3.842,1226833920,new_svroute_fullinput_4e_top1
9370,3.8466,1228144640,new_svroute_fullinput_4e_top1
9380,3.8101,1229455360,new_svroute_fullinput_4e_top1
9390,3.871,1230766080,new_svroute_fullinput_4e_top1
9400,3.8294,1232076800,new_svroute_fullinput_4e_top1
9410,3.8324,1233387520,new_svroute_fullinput_4e_top1
9420,3.845,1234698240,new_svroute_fullinput_4e_top1
9430,3.8364,1236008960,new_svroute_fullinput_4e_top1
9440,3.8771,1237319680,new_svroute_fullinput_4e_top1
9450,3.8432,1238630400,new_svroute_fullinput_4e_top1
9460,3.8027,1239941120,new_svroute_fullinput_4e_top1
9470,3.8097,1241251840,new_svroute_fullinput_4e_top1
9480,3.8401,1242562560,new_svroute_fullinput_4e_top1
9490,3.8659,1243873280,new_svroute_fullinput_4e_top1
9500,3.8124,1245184000,new_svroute_fullinput_4e_top1
9510,3.8241,1246494720,new_svroute_fullinput_4e_top1
9520,3.8143,1247805440,new_svroute_fullinput_4e_top1
9530,3.7648,1249116160,new_svroute_fullinput_4e_top1
9540,3.8523,1250426880,new_svroute_fullinput_4e_top1
9550,3.7928,1251737600,new_svroute_fullinput_4e_top1
9560,3.7946,1253048320,new_svroute_fullinput_4e_top1
9570,3.8318,1254359040,new_svroute_fullinput_4e_top1
9580,3.8961,1255669760,new_svroute_fullinput_4e_top1
9590,3.8133,1256980480,new_svroute_fullinput_4e_top1
9600,3.8221,1258291200,new_svroute_fullinput_4e_top1
9610,3.8248,1259601920,new_svroute_fullinput_4e_top1
9620,3.8214,1260912640,new_svroute_fullinput_4e_top1
9630,3.8016,1262223360,new_svroute_fullinput_4e_top1
9640,3.7684,1263534080,new_svroute_fullinput_4e_top1
9650,3.8596,1264844800,new_svroute_fullinput_4e_top1
9660,3.8542,1266155520,new_svroute_fullinput_4e_top1
9670,3.8343,1267466240,new_svroute_fullinput_4e_top1
9680,3.7496,1268776960,new_svroute_fullinput_4e_top1
9690,3.7387,1270087680,new_svroute_fullinput_4e_top1
9700,3.7993,1271398400,new_svroute_fullinput_4e_top1
9710,3.8798,1272709120,new_svroute_fullinput_4e_top1
9720,3.8864,1274019840,new_svroute_fullinput_4e_top1
