task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
niah_single_2_16384,full_kv,1,1.0,15978.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.27908975072205067,1.0
niah_single_2_32768,full_kv,2,1.0,32139.5,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4641154622659087,1.0
niah_single_2_4096,full_kv,1,1.0,3698.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1393538285046816,1.0
niah_single_2_8192,full_kv,1,1.0,8070.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1818003486841917,1.0
niah_single_3_16384,full_kv,1,1.0,15998.0,25.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.628009400330484,1.0
niah_single_3_32768,full_kv,2,1.0,32160.5,21.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.312737187370658,1.0
niah_single_3_4096,full_kv,1,1.0,3721.0,26.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.858982446603477,1.0
niah_single_3_8192,full_kv,1,1.0,7413.0,26.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0614264719188213,1.0
qa_hotpot_16384,full_kv,1,1.0,15312.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.14870011899620295,1.0
qa_hotpot_32768,full_kv,2,1.0,31688.5,4.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5949783390387893,1.0
qa_hotpot_4096,full_kv,1,0.0,2955.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1337735503911972,1.0
qa_hotpot_8192,full_kv,1,1.0,5429.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.11568195465952158,1.0
qa_squad_16384,full_kv,1,1.0,13451.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.18963677063584328,1.0
qa_squad_32768,full_kv,2,1.0,31869.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.944402888417244,1.0
qa_squad_4096,full_kv,1,0.0,2990.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.10178891010582447,1.0
qa_squad_8192,full_kv,1,0.0,7531.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.24735556915402412,1.0
vt_16384,full_kv,1,1.0,16326.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0325802620500326,1.0
vt_32768,full_kv,2,1.0,32648.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7883448940701783,1.0
vt_4096,full_kv,1,1.0,3851.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6774838119745255,1.0
vt_8192,full_kv,1,1.0,7926.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6559824384748936,1.0
ALL,full_kv,65,0.8815705128205129,18141.953846153847,23.092307692307692,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5479966396465898,1.0
cwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,15186.0,120.0,0.06000396065746914,0.06000396065746914,0.06017268488549077,0.0,0.0,1.0,0.0,6.989026632159948,1.021513765054307
cwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.0,31470.0,120.0,0.04072165487534969,0.04072165487534969,0.04076201639185751,0.0,0.0,1.0,0.0,7.116194045171142,1.6663108929527664
cwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,2766.0,120.0,0.09380725540491022,0.09380725540491022,0.09321502356473563,0.0,0.0,1.0,0.0,6.841845607385039,0.5566773238064124
cwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,7056.0,120.0,0.06012252457615045,0.06012252457615045,0.06022512961395029,0.0,0.0,1.0,0.0,6.936683245934546,0.6614104969493234
fwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16268.0,32.0,0.060002466699555994,0.060002466699555994,0.06019374369388971,0.0,0.0,1.0,0.0,2.6762879006564617,0.7535069890808385
fwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.8333333333333333,30462.0,21.5,0.04209149012210109,0.04209149012210109,0.042582845646629536,0.0,0.0,1.0,0.0,2.2601291052997112,1.0021974926496762
fwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,4010.0,24.0,0.06467913087417888,0.06467913087417888,0.06410978612030648,0.0,0.0,1.0,0.0,2.152549426071346,0.3756384368733294
fwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.6666666666666666,8099.0,34.0,0.06002236858456567,0.06002236858456567,0.060129195601327526,0.0,0.0,1.0,0.0,2.69963934738189,0.5269492365601195
niah_multikey_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16026.0,3.0,0.0600375234521576,0.0600375234521576,0.06002917358857969,0.0,0.0,1.0,0.0,1.2149146804586053,0.23429973370621152
niah_multikey_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32193.0,3.0,0.03980594605168246,0.03980594605168246,0.03889139116920898,0.0,0.0,1.0,0.0,1.3475887831300497,0.34595922040099286
niah_multikey_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3752.0,4.0,0.06892837910608508,0.06892837910608508,0.06743569283252297,0.0,0.0,1.0,0.0,1.1498183449730277,0.1497529134442779
niah_multikey_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7447.0,3.0,0.06006208665136996,0.06006208665136996,0.060117727703745974,0.0,0.0,1.0,0.0,1.148640064522624,0.15355615245219748
niah_multikey_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16087.0,3.0,0.060003738550688517,0.060003738550688517,0.06139145264197953,0.0,0.0,1.0,0.0,1.4089051047340035,0.20305671177279755
niah_multikey_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32583.0,3.0,0.03932777709812961,0.03932777709812961,0.03883548993322467,0.0,0.0,1.0,0.0,1.3451767931692302,0.34810696785840783
niah_multikey_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3667.0,3.0,0.07050399339025062,0.07050399339025062,0.0703110800617957,0.0,0.0,1.0,0.0,1.0849398262798786,0.12980576526106805
niah_multikey_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7642.0,3.0,0.06011575901078663,0.06011575901078663,0.059883141300318375,0.0,0.0,1.0,0.0,1.1412309585139155,0.1706679831395787
niah_multikey_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16085.0,24.0,0.06002873383721657,0.06002873383721657,0.06069188207888749,0.0,0.0,1.0,0.0,2.2502175122499466,0.7335256431744269
niah_multikey_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,31980.0,26.0,0.04012667848616794,0.04012667848616794,0.040538294390871615,0.0,0.0,1.0,0.0,2.5192967974580824,1.0602001189698542
niah_multikey_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3075.0,22.0,0.08530489836721093,0.08530489836721093,0.08539697457683298,0.0,0.0,1.0,0.0,2.047459974884987,0.36543792625113597
niah_multikey_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7394.0,26.0,0.060092870800327776,0.060092870800327776,0.06011900989872461,0.0,0.0,1.0,0.0,2.3022887343540788,0.4500837999237564
niah_multiquery_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16062.0,36.0,0.06003376899505972,0.06003376899505972,0.06049764215445564,0.0,0.0,1.0,0.0,2.8563421415165067,0.7298095825637905
niah_multiquery_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32225.5,22.0,0.03980532708191083,0.03980532708191083,0.038727792548662404,0.0,0.0,1.0,0.0,2.3444150146096945,1.0180664611145558
niah_multiquery_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3792.0,78.0,0.06883570852379672,0.06883570852379672,0.06797209564803751,0.0,0.0,1.0,0.0,4.8785896226763725,0.5131873672896871
niah_multiquery_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7485.0,41.0,0.06005398110661268,0.06005398110661268,0.060042983920272665,0.0,0.0,1.0,0.0,3.0195694444701076,0.551091352438262
niah_multivalue_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16036.0,21.0,0.06001875586120663,0.06001875586120663,0.060181450173199966,0.0,0.0,1.0,0.0,2.0898154228925705,0.6647796666235969
niah_multivalue_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.875,32193.0,18.0,0.03980718410673028,0.03980718410673028,0.038744789906738616,0.0,0.0,1.0,0.0,2.103911487851292,0.9111847287901028
niah_multivalue_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3750.0,42.0,0.06894694317263668,0.06894694317263668,0.06799721172076774,0.0,0.0,1.0,0.0,3.024120674468577,0.45022182791961995
niah_multivalue_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.75,7441.0,15.0,0.06010264721772015,0.06010264721772015,0.060057754598549944,0.0,0.0,1.0,0.0,1.7283824887126684,0.3694922869625148
niah_single_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15682.0,3.0,0.06000766871165644,0.06000766871165644,0.06001291954265765,0.0,0.0,1.0,0.0,1.1533965757116675,0.2329896585913673
niah_single_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32486.5,3.0,0.039445908266811575,0.039445908266811575,0.03828838187558169,0.0,0.0,1.0,0.0,1.312422615941614,0.35127486118521956
niah_single_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3688.0,21.0,0.07013698630136986,0.07013698630136986,0.06977486121037112,0.0,0.0,1.0,0.0,2.270439046435058,0.33550509983598303
niah_single_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7885.0,20.0,0.06000764428589629,0.06000764428589629,0.0604726540233707,0.0,0.0,1.0,0.0,1.9510957738384604,0.4237088830258437
niah_single_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15978.0,3.0,0.06004517505333166,0.06004517505333166,0.06037772802715022,0.0,0.0,1.0,0.0,1.2018133895471692,0.23222386532671996
niah_single_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32139.5,3.0,0.03987228409969652,0.03987228409969652,0.03852242189776747,0.0,0.0,1.0,0.0,1.3590650064870715,0.34149614628483466
niah_single_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3698.0,3.0,0.06990715456034953,0.06990715456034953,0.06985356754640894,0.0,0.0,1.0,0.0,1.0979670379310846,0.12691986525139046
niah_single_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,8070.0,3.0,0.06011949215832711,0.06011949215832711,0.05996778590013629,0.0,0.0,1.0,0.0,1.140126483514905,0.15945629832553138
niah_single_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15998.0,25.0,0.060025062656641606,0.060025062656641606,0.060267435391942535,0.0,0.0,1.0,0.0,2.2847898295149207,0.712542300083734
niah_single_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32160.5,21.5,0.03984745918757965,0.03984745918757965,0.03922599306755102,0.0,0.0,1.0,0.0,2.269502003211528,1.0190505159713226
niah_single_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3721.0,26.0,0.06947082767978291,0.06947082767978291,0.06982400245374519,0.0,0.0,1.0,0.0,2.2224370632320642,0.3865047342912239
niah_single_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7413.0,26.0,0.060051511454520805,0.060051511454520805,0.060189797379935565,0.0,0.0,1.0,0.0,2.2615457251667976,0.4693367284628026
qa_hotpot_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,15312.0,1.0,0.06005888125613346,0.06005888125613346,0.05996707290442137,0.0,0.0,1.0,0.0,1.049617301672697,0.14167079635523405
qa_hotpot_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,31688.5,4.5,0.040433856706366525,0.040433856706366525,0.039929524031712134,0.0,0.0,1.0,0.0,1.3885754947550595,0.42848108819876707
qa_hotpot_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,2955.0,3.0,0.08749145591250855,0.08749145591250855,0.08671683387601488,0.0,0.0,1.0,0.0,1.043148416094482,0.12824018934145687
qa_hotpot_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,5429.0,2.0,0.06002223045572434,0.06002223045572434,0.05990089945552077,0.0,0.0,1.0,0.0,1.0255235880613327,0.11280282190116048
qa_squad_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,13451.0,2.0,0.06006698920729438,0.06006698920729438,0.060570832597665686,0.0,0.0,1.0,0.0,1.099666627123952,0.1724493277856543
qa_squad_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,31869.0,8.0,0.040217887589699575,0.040217887589699575,0.039758049024903847,0.0,0.0,1.0,0.0,1.5560933095403016,0.6069063356465673
qa_squad_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,2990.0,2.0,0.08610830810628994,0.08610830810628994,0.08676205118291255,0.0,0.0,1.0,0.0,1.005175699479878,0.10126479396437311
qa_squad_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,7531.0,5.0,0.060045266941818665,0.060045266941818665,0.060053110065710874,0.0,0.0,1.0,0.0,1.1896462701261044,0.20792362853186944
vt_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,16326.0,15.0,0.06004917025199754,0.06004917025199754,0.060182239050796955,0.0,0.0,1.0,0.0,1.8075094847008586,0.571272389323547
vt_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,32648.0,16.0,0.039273441335297005,0.039273441335297005,0.038441566742621364,0.0,0.0,1.0,0.0,1.9990810295566916,0.8945834949305455
vt_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3851.0,20.0,0.06745718050065876,0.06745718050065876,0.06792474713848595,0.0,0.0,1.0,0.0,1.9373155953362584,0.349702347725609
vt_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7926.0,15.0,0.060101651842439645,0.060101651842439645,0.06009938541272743,0.0,0.0,1.0,0.0,1.7387862130999565,0.3772645731446132
ALL,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,65,0.8831730769230769,18141.953846153847,23.2,0.05499129141833452,0.05499129141833452,0.05476285958143088,0.0,0.0,1.0,0.0,2.230218003819195,0.6941010416899526
LENGTH_4096,full_kv,13,0.8384615384615385,3516.5384615384614,28.307692307692307,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9397540270852355,
LENGTH_8192,full_kv,13,0.8705128205128205,7447.538461538462,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9853514772481643,
LENGTH_16384,full_kv,13,0.9038461538461539,15730.538461538461,21.846153846153847,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.4152246970826616,
LENGTH_32768,full_kv,26,0.9134615384615384,32007.576923076922,20.653846153846153,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.1998264984084437,
LENGTH_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8384615384615385,3516.5384615384614,28.307692307692307,0.07473678630000219,0.07473678630000219,0.0744072252256106,0.0,0.0,1.0,0.0,2.3658312565575423,
LENGTH_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8705128205128205,7447.538461538462,24.076923076923077,0.060070771929712316,0.060070771929712316,0.060096813451868555,0.0,0.0,1.0,0.0,2.1756275644382606,
LENGTH_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.9230769230769231,15730.538461538461,22.153846153846153,0.0600293765531084,0.0600293765531084,0.060348942825470556,0.0,0.0,1.0,0.0,2.160177123303024,
LENGTH_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,26,0.9006410256410255,32007.576923076922,20.73076923076923,0.040059761154424826,0.040059761154424826,0.03948065820210237,0.0,0.0,1.0,0.0,2.2247270373985746,
