layer,head,representation,left_group,right_group,centroid_cosine,centroid_l2,left_centroid_norm,right_centroid_norm
0,5,weighted_value,score_tail_10pct,score_top_1pct,2.8229860618012026e-05,0.005276294890791178,1.6589025075494646e-12,0.005276294890791178
0,5,weighted_value,score_tail_10pct,score_top_90pct,5.1972274377476424e-05,0.00048510637134313583,1.6589025075494646e-12,0.00048510637134313583
0,6,key,score_top_1pct,score_top_90pct,0.99696946144104,29.18984603881836,146.81336975097656,173.23106384277344
0,6,key,score_tail_10pct,score_top_1pct,0.9938098788261414,151.79672241210938,296.822509765625,146.81336975097656
0,6,key,score_tail_10pct,score_top_90pct,0.9987851977348328,124.09585571289062,296.822509765625,173.23106384277344
0,6,value,score_top_1pct,score_top_90pct,0.8801848888397217,0.21680079400539398,0.45673784613609314,0.3991435170173645
0,6,value,score_tail_10pct,score_top_1pct,0.40915775299072266,0.6158182621002197,0.6402497291564941,0.45673784613609314
0,6,value,score_tail_10pct,score_top_90pct,0.5456693768501282,0.5388338565826416,0.6402497291564941,0.3991435170173645
0,6,weighted_value,score_top_1pct,score_top_90pct,0.8965632915496826,0.0023494011256843805,0.002452672692015767,0.00011581027501961216
0,6,weighted_value,score_tail_10pct,score_top_1pct,0.4962286353111267,0.0024524242617189884,4.998000804334879e-07,0.002452672692015767
0,6,weighted_value,score_tail_10pct,score_top_90pct,0.3331596851348877,0.00011564472515601665,4.998000804334879e-07,0.00011581027501961216
0,7,key,score_top_1pct,score_top_90pct,0.9991371035575867,16.496915817260742,171.06512451171875,185.80633544921875
0,7,key,score_tail_10pct,score_top_1pct,0.9982790350914001,82.57466125488281,252.73373413085938,171.06512451171875
0,7,key,score_tail_10pct,score_top_90pct,0.9996922612190247,67.14299011230469,252.73373413085938,185.80633544921875
0,7,value,score_top_1pct,score_top_90pct,0.9499340653419495,0.1295355260372162,0.414264053106308,0.39857855439186096
0,7,value,score_tail_10pct,score_top_1pct,0.7150405645370483,0.34670987725257874,0.4868376851081848,0.414264053106308
0,7,value,score_tail_10pct,score_top_90pct,0.8442577123641968,0.2612108886241913,0.4868376851081848,0.39857855439186096
0,7,weighted_value,score_top_1pct,score_top_90pct,0.19420398771762848,0.007590324152261019,0.007667280733585358,0.0004677467222791165
0,7,weighted_value,score_tail_10pct,score_top_1pct,0.10337711870670319,0.007667279336601496,1.7989189027289854e-09,0.007667280733585358
0,7,weighted_value,score_tail_10pct,score_top_90pct,0.008720973506569862,0.00046774663496762514,1.7989189027289854e-09,0.0004677467222791165
0,8,key,score_top_1pct,score_top_90pct,0.9971824884414673,14.709834098815918,176.31524658203125,182.2557830810547
0,8,key,score_tail_10pct,score_top_1pct,0.9939348101615906,40.53336715698242,210.8407440185547,176.31524658203125
0,8,key,score_tail_10pct,score_top_90pct,0.9991181492805481,29.74686622619629,210.8407440185547,182.2557830810547
0,8,value,score_top_1pct,score_top_90pct,0.886014997959137,0.28709733486175537,0.5798681378364563,0.41307714581489563
0,8,value,score_tail_10pct,score_top_1pct,0.370092511177063,0.5775278210639954,0.4228034019470215,0.5798681378364563
0,8,value,score_tail_10pct,score_top_90pct,0.7191722989082336,0.31334951519966125,0.4228034019470215,0.41307714581489563
0,8,weighted_value,score_top_1pct,score_top_90pct,0.9666207432746887,0.0055915056727826595,0.005729363299906254,0.00014274234126787633
0,8,weighted_value,score_tail_10pct,score_top_1pct,0.35133668780326843,0.005729266908019781,2.749600582774292e-07,0.005729363299906254
0,8,weighted_value,score_tail_10pct,score_top_90pct,0.41746070981025696,0.00014262780314311385,2.749600582774292e-07,0.00014274234126787633
0,9,key,score_top_1pct,score_top_90pct,0.9987338781356812,9.687816619873047,178.5017547607422,181.91165161132812
0,9,key,score_tail_10pct,score_top_1pct,0.9981500506401062,35.82073211669922,212.30853271484375,178.5017547607422
0,9,key,score_tail_10pct,score_top_90pct,0.9998006224632263,30.649494171142578,212.30853271484375,181.91165161132812
0,9,value,score_top_1pct,score_top_90pct,0.9468952417373657,0.15863469243049622,0.47228989005088806,0.4013484716415405
0,9,value,score_tail_10pct,score_top_1pct,0.7751173377037048,0.3008421063423157,0.404328316450119,0.47228989005088806
0,9,value,score_tail_10pct,score_top_90pct,0.9058365821838379,0.1748424619436264,0.404328316450119,0.4013484716415405
0,9,weighted_value,score_top_1pct,score_top_90pct,0.23050756752490997,0.006908335257321596,0.006996870040893555,0.0004423007776495069
