layer,head,representation,left_group,right_group,centroid_cosine,centroid_l2,left_centroid_norm,right_centroid_norm
8,4,weighted_value,score_tail_10pct,score_top_90pct,-0.21447069942951202,0.00010012647544499487,3.33533627383531e-08,0.00010011930135078728
8,5,key,score_top_1pct,score_top_90pct,0.9584124088287354,5.862102508544922,20.53072738647461,19.861278533935547
8,5,key,score_tail_10pct,score_top_1pct,0.8786146640777588,10.271838188171387,21.10306739807129,20.53072738647461
8,5,key,score_tail_10pct,score_top_90pct,0.9605762958526611,5.8812971115112305,21.10306739807129,19.861278533935547
8,5,value,score_top_1pct,score_top_90pct,0.9116302132606506,0.7694307565689087,1.8677020072937012,1.7550216913223267
8,5,value,score_tail_10pct,score_top_1pct,0.7652379870414734,1.3319103717803955,2.002290964126587,1.8677020072937012
8,5,value,score_tail_10pct,score_top_90pct,0.9078253507614136,0.8419966101646423,2.002290964126587,1.7550216913223267
8,5,weighted_value,score_top_1pct,score_top_90pct,0.665097713470459,0.007105478551238775,0.007318737916648388,0.0003269529261160642
8,5,weighted_value,score_tail_10pct,score_top_1pct,0.6024899482727051,0.007318595889955759,2.3637618085103895e-07,0.007318737916648388
8,5,weighted_value,score_tail_10pct,score_top_90pct,0.4962729513645172,0.00032683569588698447,2.3637618085103895e-07,0.0003269529261160642
8,6,key,score_top_1pct,score_top_90pct,0.969915509223938,3.820460319519043,15.637121200561523,15.49025821685791
8,6,key,score_tail_10pct,score_top_1pct,0.8157186508178711,9.615056037902832,16.016218185424805,15.637121200561523
8,6,key,score_tail_10pct,score_top_90pct,0.8344025611877441,9.079899787902832,16.016218185424805,15.49025821685791
8,6,value,score_top_1pct,score_top_90pct,0.8297067284584045,0.721211314201355,1.2778360843658447,1.1668428182601929
8,6,value,score_tail_10pct,score_top_1pct,0.5888755917549133,1.3972628116607666,1.6936101913452148,1.2778360843658447
8,6,value,score_tail_10pct,score_top_90pct,0.6099662780761719,1.3487162590026855,1.6936101913452148,1.1668428182601929
8,6,weighted_value,score_top_1pct,score_top_90pct,0.25820162892341614,0.01089407503604889,0.010918838903307915,9.748726733960211e-05
8,6,weighted_value,score_tail_10pct,score_top_1pct,0.6295292973518372,0.01091877743601799,9.787509469560973e-08,0.010918838903307915
8,6,weighted_value,score_tail_10pct,score_top_90pct,-0.053727686405181885,9.749256423674524e-05,9.787509469560973e-08,9.748726733960211e-05
8,7,key,score_top_1pct,score_top_90pct,0.9609087705612183,4.278388977050781,15.192030906677246,15.381070137023926
8,7,key,score_tail_10pct,score_top_1pct,0.8129739761352539,9.717806816101074,16.37296485900879,15.192030906677246
8,7,key,score_tail_10pct,score_top_90pct,0.8579052686691284,8.517768859863281,16.37296485900879,15.381070137023926
8,7,value,score_top_1pct,score_top_90pct,0.8431984782218933,0.7016236186027527,1.2920724153518677,1.188352346420288
8,7,value,score_tail_10pct,score_top_1pct,0.5321881175041199,1.4474719762802124,1.6355459690093994,1.2920724153518677
8,7,value,score_tail_10pct,score_top_90pct,0.6020568013191223,1.3216921091079712,1.6355459690093994,1.188352346420288
8,7,weighted_value,score_top_1pct,score_top_90pct,-0.005493128672242165,0.006525225471705198,0.006524234544485807,8.336740575032309e-05
8,7,weighted_value,score_tail_10pct,score_top_1pct,0.34927815198898315,0.006524220108985901,4.183998569828873e-08,0.006524234544485807
8,7,weighted_value,score_tail_10pct,score_top_90pct,-0.541926920413971,8.339009218616411e-05,4.183998569828873e-08,8.336740575032309e-05
8,8,key,score_top_1pct,score_top_90pct,0.9266600608825684,8.471230506896973,21.751323699951172,22.371747970581055
8,8,key,score_tail_10pct,score_top_1pct,0.8402680158615112,13.682465553283691,25.214967727661133,21.751323699951172
8,8,key,score_tail_10pct,score_top_90pct,0.9728912711143494,6.218382358551025,25.214967727661133,22.371747970581055
8,8,value,score_top_1pct,score_top_90pct,0.8776273727416992,1.0875482559204102,2.182379722595215,2.212663412094116
8,8,value,score_tail_10pct,score_top_1pct,0.7379101514816284,1.7557505369186401,2.5660505294799805,2.182379722595215
8,8,value,score_tail_10pct,score_top_90pct,0.9195954203605652,1.0187865495681763,2.5660505294799805,2.212663412094116
8,8,weighted_value,score_top_1pct,score_top_90pct,0.5762180685997009,0.007114400155842304,0.007187539245933294,0.00012826864258386195
8,8,weighted_value,score_tail_10pct,score_top_1pct,-0.2695527672767639,0.007187548093497753,3.452281305271754e-08,0.007187539245933294
8,8,weighted_value,score_tail_10pct,score_top_90pct,-0.6709123253822327,0.0001282918092329055,3.452281305271754e-08,0.00012826864258386195
8,9,key,score_top_1pct,score_top_90pct,0.9329022765159607,8.051736831665039,20.890151977539062,22.35770606994629
8,9,key,score_tail_10pct,score_top_1pct,0.8626335263252258,12.706925392150879,25.07798194885254,20.890151977539062
8,9,key,score_tail_10pct,score_top_90pct,0.9766106605529785,5.798977851867676,25.07798194885254,22.35770606994629
8,9,value,score_top_1pct,score_top_90pct,0.5448663234710693,2.921602249145508,3.465510606765747,2.190640926361084
8,9,value,score_tail_10pct,score_top_1pct,0.36860737204551697,3.4825823307037354,2.6004390716552734,3.465510606765747
8,9,value,score_tail_10pct,score_top_90pct,0.9482206106185913,0.8705573081970215,2.6004390716552734,2.190640926361084
8,9,weighted_value,score_top_1pct,score_top_90pct,0.12785573303699493,0.0092466464266181,0.009260148741304874,0.00011069800530094653
8,9,weighted_value,score_tail_10pct,score_top_1pct,0.6840083003044128,0.009260105900466442,6.098569116375074e-08,0.009260148741304874
8,9,weighted_value,score_tail_10pct,score_top_90pct,-0.44888362288475037,0.00011072539928136393,6.098569116375074e-08,0.00011069800530094653
8,10,key,score_top_1pct,score_top_90pct,0.9205993413925171,9.036530494689941,22.949514389038086,22.28568458557129
8,10,key,score_tail_10pct,score_top_1pct,0.8237226009368896,14.876166343688965,26.113924026489258,22.949514389038086
8,10,key,score_tail_10pct,score_top_90pct,0.9696638584136963,7.068576812744141,26.113924026489258,22.28568458557129
8,10,value,score_top_1pct,score_top_90pct,0.8149177432060242,1.3286465406417847,2.2786166667938232,2.0025863647460938
8,10,value,score_tail_10pct,score_top_1pct,0.5959113836288452,2.0884437561035156,2.364466667175293,2.2786166667938232
8,10,value,score_tail_10pct,score_top_90pct,0.8766204118728638,1.139900803565979,2.364466667175293,2.0025863647460938
8,10,weighted_value,score_top_1pct,score_top_90pct,0.655768632888794,0.016597338020801544,0.016829203814268112,0.0003569145919755101
8,10,weighted_value,score_tail_10pct,score_top_1pct,0.5246564745903015,0.01682915911078453,8.662997430519681e-08,0.016829203814268112
8,10,weighted_value,score_tail_10pct,score_top_90pct,0.1300683468580246,0.00035690332879312336,8.662997430519681e-08,0.0003569145919755101
8,11,key,score_top_1pct,score_top_90pct,0.9222373366355896,8.988578796386719,23.097740173339844,22.32484245300293
8,11,key,score_tail_10pct,score_top_1pct,0.8161793351173401,15.038301467895508,25.782926559448242,23.097740173339844
8,11,key,score_tail_10pct,score_top_90pct,0.9640999436378479,7.299759387969971,25.782926559448242,22.32484245300293
8,11,value,score_top_1pct,score_top_90pct,0.7971693873405457,1.243967056274414,1.921990156173706,1.9803670644760132
8,11,value,score_tail_10pct,score_top_1pct,0.6712096333503723,1.7910046577453613,2.375370502471924,1.921990156173706
8,11,value,score_tail_10pct,score_top_90pct,0.8833268284797668,1.1196932792663574,2.375370502471924,1.9803670644760132
8,11,weighted_value,score_top_1pct,score_top_90pct,0.6266235709190369,0.014701918698847294,0.015002415515482426,0.00048737984616309404
8,11,weighted_value,score_tail_10pct,score_top_1pct,0.6770938038825989,0.015002371743321419,6.412483344320208e-08,0.015002415515482426
8,11,weighted_value,score_tail_10pct,score_top_90pct,0.5047195553779602,0.0004873475118074566,6.412483344320208e-08,0.00048737984616309404
8,12,key,score_top_1pct,score_top_90pct,0.9343958497047424,8.881973266601562,24.74834442138672,24.20315170288086
8,12,key,score_tail_10pct,score_top_1pct,0.8696399927139282,12.805883407592773,25.357919692993164,24.74834442138672
8,12,key,score_tail_10pct,score_top_90pct,0.9801033735275269,5.075046062469482,25.357919692993164,24.20315170288086
8,12,value,score_top_1pct,score_top_90pct,0.6688457727432251,2.1979007720947266,2.911574602127075,2.3292930126190186
8,12,value,score_tail_10pct,score_top_1pct,0.4186469316482544,2.973954439163208,2.5801377296447754,2.911574602127075
8,12,value,score_tail_10pct,score_top_90pct,0.9377137422561646,0.9008826613426208,2.5801377296447754,2.3292930126190186
8,12,weighted_value,score_top_1pct,score_top_90pct,0.4639211595058441,0.01646600477397442,0.016558002680540085,0.00020036888599861413
8,12,weighted_value,score_tail_10pct,score_top_1pct,0.7306674718856812,0.016557825729250908,2.417023381440231e-07,0.016558002680540085
8,12,weighted_value,score_tail_10pct,score_top_90pct,0.3014811873435974,0.00020029615552630275,2.417023381440231e-07,0.00020036888599861413
8,13,key,score_top_1pct,score_top_90pct,0.9335042238235474,8.774140357971191,23.807601928710938,24.252235412597656
8,13,key,score_tail_10pct,score_top_1pct,0.8562610745429993,13.237500190734863,25.284385681152344,23.807601928710938
8,13,key,score_tail_10pct,score_top_90pct,0.9740959405899048,5.730123996734619,25.284385681152344,24.252235412597656
8,13,value,score_top_1pct,score_top_90pct,0.32537534832954407,4.69122838973999,4.8991312980651855,2.333749532699585
8,13,value,score_tail_10pct,score_top_1pct,0.10006202757358551,5.31934118270874,2.6195859909057617,4.8991312980651855
8,13,value,score_tail_10pct,score_top_90pct,0.9385530352592468,0.9126938581466675,2.6195859909057617,2.333749532699585
8,13,weighted_value,score_top_1pct,score_top_90pct,0.6783356666564941,0.008273468352854252,0.008368744514882565,0.0001414178841514513
8,13,weighted_value,score_tail_10pct,score_top_1pct,-0.1273825317621231,0.008368751965463161,5.403837377571108e-08,0.008368744514882565
8,13,weighted_value,score_tail_10pct,score_top_90pct,-0.4697874188423157,0.0001414432772435248,5.403837377571108e-08,0.0001414178841514513
8,14,key,score_top_1pct,score_top_90pct,0.9535099267959595,6.557929039001465,21.678380966186523,21.241514205932617
8,14,key,score_tail_10pct,score_top_1pct,0.9019023776054382,9.693604469299316,22.058969497680664,21.678380966186523
8,14,key,score_tail_10pct,score_top_90pct,0.9830021858215332,4.073978900909424,22.058969497680664,21.241514205932617
8,14,value,score_top_1pct,score_top_90pct,0.9160404205322266,0.9234626293182373,2.1121857166290283,2.3023934364318848
8,14,value,score_tail_10pct,score_top_1pct,0.830441415309906,1.351459264755249,2.41872239112854,2.1121857166290283
8,14,value,score_tail_10pct,score_top_90pct,0.9559661746025085,0.7099060416221619,2.41872239112854,2.3023934364318848
8,14,weighted_value,score_top_1pct,score_top_90pct,0.6229866743087769,0.041424497961997986,0.042163264006376266,0.0012030054349452257
8,14,weighted_value,score_tail_10pct,score_top_1pct,0.851257860660553,0.04216322302818298,4.45579644292593e-08,0.042163264006376266
8,14,weighted_value,score_tail_10pct,score_top_90pct,0.4464356303215027,0.0012029855279251933,4.45579644292593e-08,0.0012030054349452257
8,15,key,score_top_1pct,score_top_90pct,0.9280502796173096,8.299468994140625,22.23076057434082,21.19999122619629
8,15,key,score_tail_10pct,score_top_1pct,0.8500965237617493,12.240828514099121,22.47272491455078,22.23076057434082
8,15,key,score_tail_10pct,score_top_90pct,0.9665078520774841,5.790733814239502,22.47272491455078,21.19999122619629
8,15,value,score_top_1pct,score_top_90pct,0.8712763786315918,1.1671220064163208,2.221975564956665,2.351792097091675
8,15,value,score_tail_10pct,score_top_1pct,0.7416815757751465,1.6485872268676758,2.352670907974243,2.221975564956665
8,15,value,score_tail_10pct,score_top_90pct,0.9105978608131409,0.9946466684341431,2.352670907974243,2.351792097091675
8,15,weighted_value,score_top_1pct,score_top_90pct,0.7315900325775146,0.0329078808426857,0.03352314233779907,0.000847928982693702
8,15,weighted_value,score_tail_10pct,score_top_1pct,0.7870855331420898,0.033523038029670715,1.3250748054360884e-07,0.03352314233779907
8,15,weighted_value,score_tail_10pct,score_top_90pct,0.5480565428733826,0.000847856339532882,1.3250748054360884e-07,0.000847928982693702
9,0,key,score_top_1pct,score_top_90pct,0.8960464596748352,20.27193832397461,44.531986236572266,44.383941650390625
9,0,key,score_tail_10pct,score_top_1pct,0.7351776957511902,33.81999588012695,47.987918853759766,44.531986236572266
9,0,key,score_tail_10pct,score_top_90pct,0.9452465176582336,15.691634178161621,47.987918853759766,44.383941650390625
9,0,value,score_top_1pct,score_top_90pct,0.8844244480133057,1.2490251064300537,2.6307895183563232,2.556309223175049
9,0,value,score_tail_10pct,score_top_1pct,0.7288146615028381,2.011509895324707,2.8125553131103516,2.6307895183563232
9,0,value,score_tail_10pct,score_top_90pct,0.9114933013916016,1.1568686962127686,2.8125553131103516,2.556309223175049
9,0,weighted_value,score_top_1pct,score_top_90pct,0.7161726951599121,0.019885770976543427,0.020178208127617836,0.00041122621041722596
9,0,weighted_value,score_tail_10pct,score_top_1pct,0.6066678762435913,0.020178193226456642,2.7749507580665522e-08,0.020178208127617836
9,0,weighted_value,score_tail_10pct,score_top_90pct,0.35797548294067383,0.00041121631511487067,2.7749507580665522e-08,0.00041122621041722596
9,1,key,score_top_1pct,score_top_90pct,0.8809425234794617,21.880455017089844,45.5921630859375,43.805755615234375
9,1,key,score_tail_10pct,score_top_1pct,0.7011644244194031,37.16062927246094,49.972984313964844,45.5921630859375
9,1,key,score_tail_10pct,score_top_90pct,0.944590151309967,16.752029418945312,49.972984313964844,43.805755615234375
9,1,value,score_top_1pct,score_top_90pct,0.8229519128799438,1.5983060598373413,2.77345609664917,2.5506908893585205
9,1,value,score_tail_10pct,score_top_1pct,0.6843264102935791,2.217611074447632,2.8078677654266357,2.77345609664917
9,1,value,score_tail_10pct,score_top_90pct,0.9108077883720398,1.1591932773590088,2.8078677654266357,2.5506908893585205
9,1,weighted_value,score_top_1pct,score_top_90pct,0.5902829766273499,0.02488180249929428,0.02523595653474331,0.000608182221185416
9,1,weighted_value,score_tail_10pct,score_top_1pct,0.41516587138175964,0.02523595280945301,5.158109939173983e-09,0.02523595653474331
9,1,weighted_value,score_tail_10pct,score_top_90pct,0.21921715140342712,0.0006081800092943013,5.158109939173983e-09,0.000608182221185416
9,2,key,score_top_1pct,score_top_90pct,0.8805040717124939,15.420506477355957,32.22568893432617,30.47943115234375
9,2,key,score_tail_10pct,score_top_1pct,0.7237101793289185,25.71977424621582,36.24221420288086,32.22568893432617
9,2,key,score_tail_10pct,score_top_90pct,0.948046863079071,12.165060043334961,36.24221420288086,30.47943115234375
9,2,value,score_top_1pct,score_top_90pct,0.6756186485290527,1.4936319589614868,2.025789499282837,1.387276530265808
9,2,value,score_tail_10pct,score_top_1pct,0.28473809361457825,2.1629412174224854,1.5292960405349731,2.025789499282837
9,2,value,score_tail_10pct,score_top_90pct,0.7684525847434998,1.0013251304626465,1.5292960405349731,1.387276530265808
9,2,weighted_value,score_top_1pct,score_top_90pct,0.7230329513549805,0.01406052615493536,0.014241250231862068,0.00025143579114228487
9,2,weighted_value,score_tail_10pct,score_top_1pct,0.2578679323196411,0.01424124650657177,9.73713820684452e-09,0.014241250231862068
9,2,weighted_value,score_tail_10pct,score_top_90pct,0.1025133728981018,0.00025143480161204934,9.73713820684452e-09,0.00025143579114228487
9,3,key,score_top_1pct,score_top_90pct,0.899871289730072,13.545278549194336,30.352163314819336,30.180612564086914
9,3,key,score_tail_10pct,score_top_1pct,0.7412079572677612,24.66263771057129,36.39398956298828,30.352163314819336
9,3,key,score_tail_10pct,score_top_90pct,0.9459631443023682,12.542455673217773,36.39398956298828,30.180612564086914
9,3,value,score_top_1pct,score_top_90pct,0.7573743462562561,1.0329067707061768,1.5566506385803223,1.3625401258468628
9,3,value,score_tail_10pct,score_top_1pct,0.34608331322669983,1.8252571821212769,1.6335519552230835,1.5566506385803223
9,3,value,score_tail_10pct,score_top_90pct,0.7644706964492798,1.0592074394226074,1.6335519552230835,1.3625401258468628
9,3,weighted_value,score_top_1pct,score_top_90pct,0.6371654868125916,0.011189902201294899,0.011358095332980156,0.0002669398672878742
9,3,weighted_value,score_tail_10pct,score_top_1pct,0.32803240418434143,0.011358088813722134,1.9658306982250906e-08,0.011358095332980156
9,3,weighted_value,score_tail_10pct,score_top_90pct,0.16240465641021729,0.000266936665866524,1.9658306982250906e-08,0.0002669398672878742
9,4,key,score_top_1pct,score_top_90pct,0.8472183346748352,21.562211990356445,39.901023864746094,37.75547409057617
9,4,key,score_tail_10pct,score_top_1pct,0.650141716003418,35.29374313354492,44.01087951660156,39.901023864746094
9,4,key,score_tail_10pct,score_top_90pct,0.9387719631195068,15.57592487335205,44.01087951660156,37.75547409057617
9,4,value,score_top_1pct,score_top_90pct,0.8072584271430969,1.4705170392990112,2.4398317337036133,2.267677068710327
9,4,value,score_tail_10pct,score_top_1pct,0.6080135107040405,2.10722279548645,2.3130500316619873,2.4398317337036133
9,4,value,score_tail_10pct,score_top_90pct,0.8742445111274719,1.1494771242141724,2.3130500316619873,2.267677068710327
9,4,weighted_value,score_top_1pct,score_top_90pct,0.6467206478118896,0.008505414240062237,0.009086008183658123,0.0009450673242099583
9,4,weighted_value,score_tail_10pct,score_top_1pct,0.1503036916255951,0.0090860053896904,2.0437658676542014e-08,0.009086008183658123
9,4,weighted_value,score_tail_10pct,score_top_90pct,0.1569470912218094,0.0009450641227886081,2.0437658676542014e-08,0.0009450673242099583
9,5,key,score_top_1pct,score_top_90pct,0.8439191579818726,21.652814865112305,39.500030517578125,37.784889221191406
9,5,key,score_tail_10pct,score_top_1pct,0.6667119264602661,34.3079833984375,43.951171875,39.500030517578125
9,5,key,score_tail_10pct,score_top_90pct,0.9499096870422363,14.296567916870117,43.951171875,37.784889221191406
9,5,value,score_top_1pct,score_top_90pct,0.7936167120933533,1.5273346900939941,2.454667329788208,2.2679316997528076
9,5,value,score_tail_10pct,score_top_1pct,0.5588828325271606,2.2731683254241943,2.3837673664093018,2.454667329788208
9,5,value,score_tail_10pct,score_top_90pct,0.8588775396347046,1.2406837940216064,2.3837673664093018,2.2679316997528076
9,5,weighted_value,score_top_1pct,score_top_90pct,0.1766851544380188,0.01053947489708662,0.010570646263659,0.0001853593421401456
9,5,weighted_value,score_tail_10pct,score_top_1pct,0.1135815680027008,0.010570644401013851,5.956410031870973e-09,0.010570646263659
9,5,weighted_value,score_tail_10pct,score_top_90pct,-0.32426735758781433,0.0001853625726653263,5.956410031870973e-09,0.0001853593421401456
9,6,key,score_top_1pct,score_top_90pct,0.9347480535507202,11.271700859069824,30.727746963500977,31.52452850341797
9,6,key,score_tail_10pct,score_top_1pct,0.803667426109314,21.802631378173828,36.569149017333984,30.727746963500977
9,6,key,score_tail_10pct,score_top_90pct,0.9535024166107178,11.51760196685791,36.569149017333984,31.52452850341797
9,6,value,score_top_1pct,score_top_90pct,0.8401153683662415,1.4834654331207275,2.580998182296753,2.659050226211548
9,6,value,score_tail_10pct,score_top_1pct,0.6606122851371765,2.423746347427368,3.1611132621765137,2.580998182296753
9,6,value,score_tail_10pct,score_top_90pct,0.9244474768638611,1.233770489692688,3.1611132621765137,2.659050226211548
9,6,weighted_value,score_top_1pct,score_top_90pct,0.7751741409301758,0.021942371502518654,0.02246110327541828,0.0006745195714756846
9,6,weighted_value,score_tail_10pct,score_top_1pct,0.6271170377731323,0.022460509091615677,9.491865284871892e-07,0.02246110327541828
9,6,weighted_value,score_tail_10pct,score_top_90pct,0.565390408039093,0.0006739833625033498,9.491865284871892e-07,0.0006745195714756846
9,7,key,score_top_1pct,score_top_90pct,0.9561019539833069,9.317463874816895,31.179590225219727,31.637325286865234
9,7,key,score_tail_10pct,score_top_1pct,0.8865665197372437,16.27025604248047,35.17122268676758,31.179590225219727
9,7,key,score_tail_10pct,score_top_90pct,0.978075385093689,7.828210830688477,35.17122268676758,31.637325286865234
9,7,value,score_top_1pct,score_top_90pct,0.9029209613800049,1.151039958000183,2.5535433292388916,2.6525211334228516
9,7,value,score_tail_10pct,score_top_1pct,0.7733636498451233,1.9460394382476807,3.0548133850097656,2.5535433292388916
9,7,value,score_tail_10pct,score_top_90pct,0.9541825652122498,0.950973629951477,3.0548133850097656,2.6525211334228516
9,7,weighted_value,score_top_1pct,score_top_90pct,0.5008482933044434,0.04613190516829491,0.04692930355668068,0.0016354615800082684
9,7,weighted_value,score_tail_10pct,score_top_1pct,0.6004058718681335,0.04692929983139038,8.107339688478987e-09,0.04692930355668068
9,7,weighted_value,score_tail_10pct,score_top_90pct,0.19755621254444122,0.0016354596009477973,8.107339688478987e-09,0.0016354615800082684
9,8,key,score_top_1pct,score_top_90pct,0.8799157738685608,15.752401351928711,32.704124450683594,31.362817764282227
9,8,key,score_tail_10pct,score_top_1pct,0.6990677714347839,27.292936325073242,36.93484878540039,32.704124450683594
9,8,key,score_tail_10pct,score_top_90pct,0.9420246481895447,12.859346389770508,36.93484878540039,31.362817764282227
9,8,value,score_top_1pct,score_top_90pct,0.8187025785446167,1.2023298740386963,2.0619916915893555,1.8971188068389893
9,8,value,score_tail_10pct,score_top_1pct,0.550548255443573,1.9194484949111938,1.9844675064086914,2.0619916915893555
9,8,value,score_tail_10pct,score_top_90pct,0.8595063090324402,1.032221794128418,1.9844675064086914,1.8971188068389893
9,8,weighted_value,score_top_1pct,score_top_90pct,0.6840754151344299,0.018912440165877342,0.019589891657233238,0.0010113574098795652
9,8,weighted_value,score_tail_10pct,score_top_1pct,0.4182778000831604,0.019589882344007492,2.0494825392347593e-08,0.019589891657233238
9,8,weighted_value,score_tail_10pct,score_top_90pct,0.14723211526870728,0.0010113544994965196,2.0494825392347593e-08,0.0010113574098795652
9,9,key,score_top_1pct,score_top_90pct,0.8815712332725525,16.165225982666016,34.11945724487305,31.459779739379883
9,9,key,score_tail_10pct,score_top_1pct,0.7048191428184509,27.113872528076172,36.26824951171875,34.11945724487305
9,9,key,score_tail_10pct,score_top_90pct,0.9476246237754822,11.943238258361816,36.26824951171875,31.459779739379883
9,9,value,score_top_1pct,score_top_90pct,0.8620516657829285,0.962344765663147,1.804638147354126,1.854963779449463
9,9,value,score_tail_10pct,score_top_1pct,0.6635390520095825,1.6565021276474,2.157219886779785,1.804638147354126
9,9,value,score_tail_10pct,score_top_90pct,0.9053201675415039,0.9214625954627991,2.157219886779785,1.854963779449463
9,9,weighted_value,score_top_1pct,score_top_90pct,0.3444353938102722,0.017936279997229576,0.018290814012289047,0.0011186562478542328
9,9,weighted_value,score_tail_10pct,score_top_1pct,0.44947418570518494,0.018290720880031586,2.070377718155214e-07,0.018290814012289047
9,9,weighted_value,score_tail_10pct,score_top_90pct,0.03953656181693077,0.001118648098781705,2.070377718155214e-07,0.0011186562478542328
9,10,key,score_top_1pct,score_top_90pct,0.9243348836898804,18.609773635864258,47.619300842285156,48.0349006652832
9,10,key,score_tail_10pct,score_top_1pct,0.8264654278755188,29.709117889404297,52.158267974853516,47.619300842285156
9,10,key,score_tail_10pct,score_top_90pct,0.9748550057411194,11.958242416381836,52.158267974853516,48.0349006652832
9,10,value,score_top_1pct,score_top_90pct,0.9486768841743469,0.8823564648628235,2.6826441287994385,2.787466526031494
9,10,value,score_tail_10pct,score_top_1pct,0.884242057800293,1.451148509979248,3.1043243408203125,2.6826441287994385
9,10,value,score_tail_10pct,score_top_90pct,0.9553341269493103,0.934560239315033,3.1043243408203125,2.787466526031494
9,10,weighted_value,score_top_1pct,score_top_90pct,0.40357705950737,0.017253078520298004,0.017404599115252495,0.00038432650035247207
9,10,weighted_value,score_tail_10pct,score_top_1pct,0.014639509841799736,0.017404599115252495,2.838214940847905e-10,0.017404599115252495
9,10,weighted_value,score_tail_10pct,score_top_90pct,-0.0037673404440283775,0.0003843265294563025,2.838214940847905e-10,0.00038432650035247207
9,11,key,score_top_1pct,score_top_90pct,0.9258618354797363,18.383861541748047,47.381553649902344,48.0429801940918
9,11,key,score_tail_10pct,score_top_1pct,0.8255650997161865,29.706220626831055,52.06077575683594,47.381553649902344
9,11,key,score_tail_10pct,score_top_90pct,0.9730650782585144,12.283312797546387,52.06077575683594,48.0429801940918
9,11,value,score_top_1pct,score_top_90pct,0.9501349925994873,0.8708042502403259,2.6849348545074463,2.790395498275757
9,11,value,score_tail_10pct,score_top_1pct,0.8781833648681641,1.4796764850616455,3.0927772521972656,2.6849348545074463
9,11,value,score_tail_10pct,score_top_90pct,0.9625136256217957,0.8593336939811707,3.0927772521972656,2.790395498275757
9,11,weighted_value,score_top_1pct,score_top_90pct,0.459920734167099,0.021468063816428185,0.02179338037967682,0.0007285294705070555
9,11,weighted_value,score_tail_10pct,score_top_1pct,0.08522941917181015,0.02179337851703167,1.0813869799619624e-09,0.02179338037967682
9,11,weighted_value,score_tail_10pct,score_top_90pct,0.046376775950193405,0.0007285290630534291,1.0813869799619624e-09,0.0007285294705070555
9,12,key,score_top_1pct,score_top_90pct,0.9659092426300049,6.740464210510254,25.4776611328125,25.99870491027832
9,12,key,score_tail_10pct,score_top_1pct,0.9199339747428894,10.465874671936035,26.560609817504883,25.4776611328125
9,12,key,score_tail_10pct,score_top_90pct,0.9488691687583923,8.422091484069824,26.560609817504883,25.99870491027832
9,12,value,score_top_1pct,score_top_90pct,0.882317066192627,1.4054875373840332,2.967982530593872,2.7738583087921143
9,12,value,score_tail_10pct,score_top_1pct,0.25734078884124756,3.581799030303955,2.9094138145446777,2.967982530593872
9,12,value,score_tail_10pct,score_top_90pct,0.40941429138183594,3.0904343128204346,2.9094138145446777,2.7738583087921143
9,12,weighted_value,score_top_1pct,score_top_90pct,0.44570448994636536,0.026139868423342705,0.02682819589972496,0.0016365426126867533
9,12,weighted_value,score_tail_10pct,score_top_1pct,0.3309396505355835,0.02682804875075817,4.4562867174136045e-07,0.02682819589972496
9,12,weighted_value,score_tail_10pct,score_top_90pct,0.0029198527336120605,0.001636541448533535,4.4562867174136045e-07,0.0016365426126867533
9,13,key,score_top_1pct,score_top_90pct,0.9413763880729675,8.642721176147461,24.881364822387695,25.481481552124023
9,13,key,score_tail_10pct,score_top_1pct,0.8951756954193115,12.49680233001709,28.03364372253418,24.881364822387695
9,13,key,score_tail_10pct,score_top_90pct,0.9565792679786682,8.279375076293945,28.03364372253418,25.481481552124023
9,13,value,score_top_1pct,score_top_90pct,0.8560146689414978,1.5819497108459473,3.039008855819702,2.7870686054229736
9,13,value,score_tail_10pct,score_top_1pct,0.26959073543548584,3.548961877822876,2.8269710540771484,3.039008855819702
9,13,value,score_tail_10pct,score_top_90pct,0.4035913646221161,3.0659019947052,2.8269710540771484,2.7870686054229736
9,13,weighted_value,score_top_1pct,score_top_90pct,0.554026186466217,0.018209418281912804,0.018797699362039566,0.0011037003714591265
9,13,weighted_value,score_tail_10pct,score_top_1pct,0.3150821924209595,0.018797224387526512,1.5071036614244804e-06,0.018797699362039566
9,13,weighted_value,score_tail_10pct,score_top_90pct,0.0042479801923036575,0.0011036950163543224,1.5071036614244804e-06,0.0011037003714591265
9,14,key,score_top_1pct,score_top_90pct,0.9000855684280396,12.825654983520508,29.07159423828125,28.178789138793945
9,14,key,score_tail_10pct,score_top_1pct,0.761897623538971,20.390522003173828,29.973859786987305,29.07159423828125
9,14,key,score_tail_10pct,score_top_90pct,0.9442625641822815,9.867987632751465,29.973859786987305,28.178789138793945
9,14,value,score_top_1pct,score_top_90pct,0.8529462814331055,1.4535776376724243,2.773425817489624,2.495898485183716
9,14,value,score_tail_10pct,score_top_1pct,0.5164505839347839,2.7263855934143066,2.7713217735290527,2.773425817489624
9,14,value,score_tail_10pct,score_top_90pct,0.7938015460968018,1.7112518548965454,2.7713217735290527,2.495898485183716
9,14,weighted_value,score_top_1pct,score_top_90pct,0.8658943772315979,0.013761693611741066,0.014057036489248276,0.000342315441230312
9,14,weighted_value,score_tail_10pct,score_top_1pct,0.4336872398853302,0.014056924730539322,2.5897134037222713e-07,0.014057036489248276
