layer,head,representation,component,singular_value,energy_ratio
16,4,weighted_value,4,6.783631801605225,0.05374314961024039
16,4,weighted_value,5,6.1930365562438965,0.04479255821443731
16,4,weighted_value,6,5.573479652404785,0.03627867521209424
16,4,weighted_value,7,5.427970886230469,0.03440912261288041
16,4,weighted_value,8,5.110360622406006,0.030500128967444317
16,5,key,1,817.234619140625,0.13106732391861017
16,5,key,2,566.4679565429688,0.06297259890800196
16,5,key,3,502.7322998046875,0.04959918025413671
16,5,key,4,457.1386413574219,0.04101066271939515
16,5,key,5,432.98065185546875,0.03679068727744455
16,5,key,6,427.8927917480469,0.035931128868095456
16,5,key,7,408.9483947753906,0.0328199516271876
16,5,key,8,403.3892822265625,0.03193372869361778
16,5,value,1,348.7654113769531,0.07102389798989743
16,5,value,2,280.81231689453125,0.04604367655745716
16,5,value,3,265.3438720703125,0.04111078917242112
16,5,value,4,261.65228271484375,0.03997484099147998
16,5,value,5,223.50453186035156,0.02916824880874903
16,5,value,6,218.36968994140625,0.027843408805009736
16,5,value,7,213.96275329589844,0.02673092852001777
16,5,value,8,202.42825317382812,0.023926542408402106
16,5,weighted_value,1,9.807147026062012,0.2215014407215183
16,5,weighted_value,2,7.481325626373291,0.12889862922418208
16,5,weighted_value,3,6.211726188659668,0.08886194008911585
16,5,weighted_value,4,5.4041900634765625,0.06725931070790624
16,5,weighted_value,5,4.831303596496582,0.05375512070289927
16,5,weighted_value,6,4.175786018371582,0.04015759123052187
16,5,weighted_value,7,3.95320725440979,0.0359907047070746
16,5,weighted_value,8,3.371663808822632,0.026180607005051208
16,6,key,1,1119.380615234375,0.19565316592005189
16,6,key,2,764.8585205078125,0.09134684128701286
16,6,key,3,689.2955322265625,0.07418946568461661
16,6,key,4,657.946044921875,0.0675945805458648
16,6,key,5,547.2763671875,0.046767559273387466
16,6,key,6,493.8076171875,0.038075611404727816
16,6,key,7,490.64288330078125,0.03758913430907572
16,6,key,8,456.4046630859375,0.03252606024596583
16,6,value,1,475.18536376953125,0.07064539783853126
16,6,value,2,409.58660888671875,0.05248669935882017
16,6,value,3,390.11700439453125,0.04761540972960679
16,6,value,4,322.09893798828125,0.03245909074796415
16,6,value,5,299.38311767578125,0.028042219064485247
16,6,value,6,288.94085693359375,0.026120150640238544
16,6,value,7,273.6734313964844,0.02343273814382688
16,6,value,8,259.6737060546875,0.02109666063446516
16,6,weighted_value,1,10.672384262084961,0.23395778495799882
16,6,weighted_value,2,8.244132995605469,0.13960615691845293
16,6,weighted_value,3,7.248340129852295,0.10791746185194212
16,6,weighted_value,4,5.853850364685059,0.07038787063507322
16,6,weighted_value,5,4.736630916595459,0.046084373113756294
16,6,weighted_value,6,4.315677165985107,0.03825713937654981
16,6,weighted_value,7,3.7257046699523926,0.028512247074986834
16,6,weighted_value,8,3.4465136528015137,0.024399144546434895
16,7,key,1,1117.86865234375,0.19494609883537226
16,7,key,2,756.5546264648438,0.08929221085919195
16,7,key,3,684.0848999023438,0.07300506663074433
16,7,key,4,655.4186401367188,0.06701477603445259
16,7,key,5,552.7474365234375,0.04766355899557951
16,7,key,6,494.6998596191406,0.03817829835923008
16,7,key,7,492.4679260253906,0.03783457801593799
16,7,key,8,461.15911865234375,0.033176807611419334
16,7,value,1,471.5243835449219,0.06975712470424784
16,7,value,2,401.2835693359375,0.05052228854917048
16,7,value,3,388.7579345703125,0.04741751513914007
16,7,value,4,316.8544921875,0.031499234289650895
16,7,value,5,301.040283203125,0.028433445328956464
16,7,value,6,288.74359130859375,0.026158025989205587
16,7,value,7,274.56610107421875,0.023652338872732912
16,7,value,8,259.89593505859375,0.021192355623988312
16,7,weighted_value,1,15.107013702392578,0.22055707391035723
16,7,weighted_value,2,11.627472877502441,0.13065752145598775
16,7,weighted_value,3,10.118589401245117,0.09894724157009792
16,7,weighted_value,4,8.065858840942383,0.06287311528674086
16,7,weighted_value,5,7.5404181480407715,0.05494834358668185
16,7,weighted_value,6,6.7921833992004395,0.044584361681123584
16,7,weighted_value,7,6.469507694244385,0.040448853157014714
16,7,weighted_value,8,5.538543701171875,0.029645236461887593
16,8,key,1,1042.9791259765625,0.19940277668950235
16,8,key,2,657.333251953125,0.07920473998502754
16,8,key,3,591.9083251953125,0.06422274513546092
16,8,key,4,572.8203125,0.06014739021378639
16,8,key,5,514.3981323242188,0.04850413170977573
16,8,key,6,480.2648010253906,0.04228063336441152
16,8,key,7,451.9237976074219,0.03743780611191081
16,8,key,8,428.9849853515625,0.03373371351109817
16,8,value,1,615.7850952148438,0.10299043303319004
16,8,value,2,425.8135070800781,0.04924673078643049
16,8,value,3,419.3475036621094,0.04776245732555451
16,8,value,4,385.37384033203125,0.040336944752594334
16,8,value,5,363.3698425292969,0.03586214811822308
16,8,value,6,360.63092041015625,0.03532355940779315
16,8,value,7,333.2811584472656,0.030168940806083358
16,8,value,8,325.6981201171875,0.028811710500837095
16,8,weighted_value,1,17.631004333496094,0.16295614513810713
16,8,weighted_value,2,13.899848937988281,0.10128305651632624
16,8,weighted_value,3,12.176200866699219,0.07772133396104466
16,8,weighted_value,4,10.923805236816406,0.06255536103626484
16,8,weighted_value,5,9.833154678344727,0.05068767602491565
16,8,weighted_value,6,8.54986572265625,0.03832085818000474
16,8,weighted_value,7,8.16346549987793,0.034935403328972416
16,8,weighted_value,8,8.144408226013184,0.034772483196985324
16,9,key,1,1039.7872314453125,0.19802694013666042
16,9,key,2,646.7340087890625,0.07661022099213369
16,9,key,3,607.6968994140625,0.06764089694738869
16,9,key,4,570.7750854492188,0.059671277037260356
16,9,key,5,517.1304931640625,0.048981898186322155
16,9,key,6,476.6575927734375,0.04161485134960029
16,9,key,7,446.6548767089844,0.0365409199672686
16,9,key,8,431.60980224609375,0.03412069868507325
16,9,value,1,615.769775390625,0.10279612273850432
16,9,value,2,433.8990173339844,0.051040783368697315
16,9,value,3,419.6526794433594,0.047744131641743535
16,9,value,4,387.7691345214844,0.04076490858932382
16,9,value,5,372.4920654296875,0.03761612460600922
16,9,value,6,358.98675537109375,0.034937904207313415
16,9,value,7,342.0382385253906,0.031716796850054296
16,9,value,8,325.654052734375,0.02875100119641299
16,9,weighted_value,1,15.701398849487305,0.16431813384785313
16,9,weighted_value,2,12.174129486083984,0.09878355146377057
16,9,weighted_value,3,10.363276481628418,0.07158185887629691
16,9,weighted_value,4,9.240204811096191,0.05690782634974915
16,9,weighted_value,5,8.658241271972656,0.04996526211569099
16,9,weighted_value,6,8.050881385803223,0.04320118493197781
16,9,weighted_value,7,7.636357307434082,0.03886702363554036
16,9,weighted_value,8,6.91047477722168,0.03182911584224323
16,10,key,1,801.594970703125,0.09307732846782417
16,10,key,2,695.7437744140625,0.07011849725469445
16,10,key,3,583.7513427734375,0.04936165669529072
16,10,key,4,532.76611328125,0.041115647059383906
16,10,key,5,517.0521240234375,0.0387259959019244
16,10,key,6,494.6752624511719,0.035446579054573275
16,10,key,7,488.577392578125,0.03457806425693932
16,10,key,8,458.8621520996094,0.030499900141130208
16,10,value,1,466.2406005859375,0.08717818953499644
16,10,value,2,404.611572265625,0.06565446492294261
16,10,value,3,335.6687927246094,0.045186593237261576
16,10,value,4,323.94744873046875,0.04208591701559672
16,10,value,5,287.07891845703125,0.03305143114021633
16,10,value,6,267.79071044921875,0.0287593245215081
16,10,value,7,261.4768981933594,0.027419170709010777
16,10,value,8,232.5485076904297,0.02168776408143431
16,10,weighted_value,1,23.371944427490234,0.29488614509948674
16,10,weighted_value,2,15.31117057800293,0.126555629374836
16,10,weighted_value,3,12.697651863098145,0.08703852237092581
16,10,weighted_value,4,11.719107627868652,0.07414020180709957
16,10,weighted_value,5,10.841940879821777,0.063456884751931
16,10,weighted_value,6,9.140827178955078,0.04510614111315354
16,10,weighted_value,7,8.966947555541992,0.043406416934814736
16,10,weighted_value,8,7.9339141845703125,0.03398127545050295
16,11,key,1,892.1973876953125,0.1146499457743193
16,11,key,2,710.0653076171875,0.07261871300871511
16,11,key,3,581.453125,0.04869466438815558
16,11,key,4,543.2517700195312,0.042506393567599554
16,11,key,5,512.0764770507812,0.03776779340337486
16,11,key,6,480.4640808105469,0.03324863423134732
16,11,key,7,479.2627258300781,0.033082571973796486
16,11,key,8,465.1932678222656,0.031168708060671943
16,11,value,1,481.00946044921875,0.09063962315121067
16,11,value,2,414.6835021972656,0.06736655987957146
16,11,value,3,349.6893310546875,0.047904423661203295
16,11,value,4,342.86639404296875,0.04605329356950539
16,11,value,5,292.35198974609375,0.03348289207084833
16,11,value,6,272.4913635253906,0.02908816594441106
16,11,value,7,265.95208740234375,0.027708796409072534
16,11,value,8,235.58099365234375,0.02174159259598185
16,11,weighted_value,1,5.648231029510498,0.21116115046617867
16,11,weighted_value,2,4.756425380706787,0.14974436570272182
16,11,weighted_value,3,3.2095749378204346,0.0681842637027302
16,11,weighted_value,4,2.8738417625427246,0.054665687968446265
16,11,weighted_value,5,2.7472355365753174,0.0499552234653705
16,11,weighted_value,6,2.310242176055908,0.035326786288244774
16,11,weighted_value,7,2.183006763458252,0.03154272991464305
16,11,weighted_value,8,1.954059362411499,0.025273455277893906
16,12,key,1,1023.51611328125,0.171458477223387
16,12,key,2,740.662353515625,0.08978631250978825
16,12,key,3,682.3723754882812,0.07621008883191856
16,12,key,4,653.2423706054688,0.06984226035643645
16,12,key,5,523.9956665039062,0.04493916354627365
16,12,key,6,507.842041015625,0.04221112188436042
16,12,key,7,497.6290588378906,0.040530415846660145
16,12,key,8,472.1547546386719,0.03648701446057323
16,12,value,1,628.3888549804688,0.09762113902014088
16,12,value,2,495.8363952636719,0.06078042409755135
16,12,value,3,411.1678466796875,0.041795085103530284
16,12,value,4,402.4115295410156,0.04003388648387608
16,12,value,5,366.9602966308594,0.03329086497275789
16,12,value,6,363.9101867675781,0.03273974921520056
16,12,value,7,351.57318115234375,0.03055754079129144
16,12,value,8,340.5361022949219,0.028669046210213267
16,12,weighted_value,1,11.533803939819336,0.1624168912429322
16,12,weighted_value,2,9.423165321350098,0.10841258133959726
16,12,weighted_value,3,8.10186767578125,0.08014129497293468
16,12,weighted_value,4,6.3973307609558105,0.049967046032179226
16,12,weighted_value,5,6.251067161560059,0.04770834972843491
16,12,weighted_value,6,5.986281394958496,0.04375224271703736
16,12,weighted_value,7,5.556880950927734,0.03770059892221941
16,12,weighted_value,8,5.470451831817627,0.036536964307378336
16,13,key,1,1020.350341796875,0.17080248051429986
16,13,key,2,744.639892578125,0.0909678944991444
16,13,key,3,669.1347045898438,0.07345521853318136
16,13,key,4,647.67919921875,0.06882012292331417
16,13,key,5,534.527099609375,0.04687432222260404
16,13,key,6,515.8965454101562,0.04366372513022801
16,13,key,7,501.5052490234375,0.04126164239530213
16,13,key,8,470.15460205078125,0.03626410202945082
16,13,value,1,635.2047119140625,0.09874838834393594
16,13,value,2,492.4116516113281,0.059341597825985415
16,13,value,3,407.8879699707031,0.04071780775993418
16,13,value,4,398.40673828125,0.03884686214627111
16,13,value,5,367.0474853515625,0.03297213735979974
16,13,value,6,361.81573486328125,0.032038892399580965
16,13,value,7,354.18798828125,0.03070225339280456
16,13,value,8,340.6286315917969,0.028396505195459335
16,13,weighted_value,1,26.508769989013672,0.18133736832827366
16,13,weighted_value,2,22.495805740356445,0.13059040269545025
16,13,weighted_value,3,16.572219848632812,0.07087115769039273
16,13,weighted_value,4,14.785383224487305,0.05641223755381036
16,13,weighted_value,5,13.852545738220215,0.04951848401984148
16,13,weighted_value,6,13.10955810546875,0.04434904380692964
16,13,weighted_value,7,12.928836822509766,0.043134727951395
16,13,weighted_value,8,11.577134132385254,0.03458679223355102
16,14,key,1,873.9315795898438,0.09821947503264516
16,14,key,2,851.4036254882812,0.09322099479381214
16,14,key,3,791.9237670898438,0.08065095179586378
16,14,key,4,751.7720947265625,0.07268003783036044
16,14,key,5,714.2755737304688,0.06561064997894685
16,14,key,6,683.228759765625,0.060030923047101246
16,14,key,7,660.8497314453125,0.05616272590307039
16,14,key,8,626.7293701171875,0.05051296220861199
16,14,value,1,511.8050537109375,0.09971666577361554
16,14,value,2,421.2368469238281,0.06754781656246675
16,14,value,3,357.2687072753906,0.04859018648241388
16,14,value,4,313.5000915527344,0.037413983701458355
16,14,value,5,300.25775146484375,0.03431998305017455
16,14,value,6,290.0967712402344,0.03203645100988694
16,14,value,7,268.2374572753906,0.027390342060989684
16,14,value,8,250.84799194335938,0.023954100447417682
16,14,weighted_value,1,27.6605224609375,0.46983989516732927
16,14,weighted_value,2,15.124743461608887,0.1404769816563203
16,14,weighted_value,3,11.457803726196289,0.08061797589128729
16,14,weighted_value,4,8.554169654846191,0.044935010941781435
16,14,weighted_value,5,7.842091083526611,0.03776529638532538
16,14,weighted_value,6,7.296522617340088,0.03269346858056814
16,14,weighted_value,7,6.549598217010498,0.026342588716977686
16,14,weighted_value,8,6.3422441482543945,0.02470102901886221
16,15,key,1,874.925048828125,0.09843199224507782
16,15,key,2,854.4689331054688,0.09388303673206731
16,15,key,3,787.191650390625,0.07968113878626731
16,15,key,4,750.3994140625,0.0724068321000102
16,15,key,5,711.600830078125,0.0651129641721866
16,15,key,6,687.8119506835938,0.06083226809299312
16,15,key,7,661.4896850585938,0.056265311449612415
16,15,key,8,622.640869140625,0.049850534790163346
16,15,value,1,508.0501403808594,0.09839171458639837
16,15,value,2,418.2898864746094,0.0666960487214503
16,15,value,3,358.3681640625,0.04895580777732775
16,15,value,4,315.61151123046875,0.03797091361716434
16,15,value,5,300.23919677734375,0.03436213631895616
16,15,value,6,293.3785095214844,0.0328096783667493
16,15,value,7,271.02294921875,0.02799996645621137
16,15,value,8,247.7864532470703,0.023404560812407983
16,15,weighted_value,1,21.086524963378906,0.364610361768771
16,15,weighted_value,2,17.124956130981445,0.24047941852004823
16,15,weighted_value,3,12.178446769714355,0.12161937921512694
16,15,weighted_value,4,9.452432632446289,0.07326662046507756
16,15,weighted_value,5,8.498218536376953,0.05922086790979761
16,15,weighted_value,6,6.559306621551514,0.035280509123558394
16,15,weighted_value,7,6.00106954574585,0.029530873784380598
16,15,weighted_value,8,4.667598247528076,0.01786511902807634
17,0,key,1,1018.9537353515625,0.18890556161895639
17,0,key,2,732.7944946289062,0.09770126990134387
17,0,key,3,628.0159301757812,0.07175912477947152
17,0,key,4,543.5562744140625,0.053755739344341434
17,0,key,5,504.43414306640625,0.04629613778105713
17,0,key,6,435.23870849609375,0.034465996431611405
17,0,key,7,407.077392578125,0.0301501710990524
17,0,key,8,383.9981994628906,0.02682836392327418
17,0,value,1,557.322509765625,0.054072097938440276
17,0,value,2,490.4043884277344,0.041866701632552086
17,0,value,3,412.34173583984375,0.02959883661351992
17,0,value,4,400.711181640625,0.027952649211823985
17,0,value,5,400.04888916015625,0.027860325706537088
17,0,value,6,368.3859558105469,0.02362469343739817
17,0,value,7,358.69830322265625,0.022398487681967266
17,0,value,8,345.6427917480469,0.02079768806888239
17,0,weighted_value,1,17.97545623779297,0.1880631734063617
17,0,weighted_value,2,15.837052345275879,0.14597975161054674
17,0,weighted_value,3,13.496313095092773,0.1060166813687755
17,0,weighted_value,4,11.499600410461426,0.07696786065867155
17,0,weighted_value,5,8.992513656616211,0.04706587402811389
17,0,weighted_value,6,8.155792236328125,0.038714729014262726
17,0,weighted_value,7,7.539078712463379,0.03308114030646063
17,0,weighted_value,8,7.3587541580200195,0.03151755391592447
17,1,key,1,1038.418701171875,0.19530256333348767
17,1,key,2,743.5578002929688,0.10013650042848456
17,1,key,3,614.5267333984375,0.0683981732131553
17,1,key,4,523.5787963867188,0.04965089055101156
17,1,key,5,501.5883483886719,0.045567774741999
17,1,key,6,440.4654846191406,0.03513878220788668
17,1,key,7,412.37078857421875,0.030799149805840552
17,1,key,8,387.3592834472656,0.027176334483365948
17,1,value,1,553.4827270507812,0.05346988298561327
17,1,value,2,492.3542175292969,0.042311304420180634
17,1,value,3,409.3861389160156,0.02925279433514827
17,1,value,4,396.52001953125,0.027442983679243825
17,1,value,5,391.38006591796875,0.026736126885028633
17,1,value,6,372.38214111328125,0.024203533790130446
17,1,value,7,359.4029541015625,0.02254573377508805
17,1,value,8,340.5821838378906,0.02024626613497311
17,1,weighted_value,1,12.164773941040039,0.11737119660951947
17,1,weighted_value,2,11.931720733642578,0.11291707160654312
17,1,weighted_value,3,9.445775032043457,0.07076665085066246
17,1,weighted_value,4,7.948364734649658,0.0501082253922254
17,1,weighted_value,5,7.384359836578369,0.04324930666928785
17,1,weighted_value,6,6.863314628601074,0.03736123840522359
17,1,weighted_value,7,6.627383232116699,0.034836748718326496
17,1,weighted_value,8,6.5091233253479,0.03360457805105395
17,2,key,1,913.0038452148438,0.16257728716255668
17,2,key,2,817.4586791992188,0.130330564901747
17,2,key,3,600.7542724609375,0.07038958349685219
17,2,key,4,565.724365234375,0.06242009522041724
17,2,key,5,514.1988525390625,0.05156759359823542
17,2,key,6,443.728515625,0.03840160155302557
17,2,key,7,421.4657287597656,0.0346448903544974
17,2,key,8,385.7720031738281,0.029025256849223184
17,2,value,1,948.1574096679688,0.08281145435934069
17,2,value,2,865.5484008789062,0.06901003409206764
17,2,value,3,743.4756469726562,0.050917024960299415
17,2,value,4,672.0848388671875,0.04160808446073895
17,2,value,5,645.3623046875,0.03836513360993219
17,2,value,6,631.4578857421875,0.03672977835202099
17,2,value,7,612.100830078125,0.034512423911527916
17,2,value,8,574.554931640625,0.03040833483227763
17,2,weighted_value,1,27.145647048950195,0.16426212608763055
17,2,weighted_value,2,22.2008056640625,0.10986883363262119
17,2,weighted_value,3,20.304256439208984,0.09189909261838201
17,2,weighted_value,4,19.95834732055664,0.0887945265147533
17,2,weighted_value,5,16.96515655517578,0.06415829099709379
17,2,weighted_value,6,15.410820007324219,0.05294056108052695
17,2,weighted_value,7,14.211471557617188,0.04502100070573857
17,2,weighted_value,8,12.05247974395752,0.03238097073537198
17,3,key,1,892.1959838867188,0.1556169772202144
17,3,key,2,808.7030029296875,0.12785407033013774
17,3,key,3,596.9131469726562,0.06965603276752413
17,3,key,4,567.9972534179688,0.06307088405353292
17,3,key,5,537.320556640625,0.056442125376370805
17,3,key,6,447.46563720703125,0.039143154892553704
17,3,key,7,419.41461181640625,0.034389317782806364
17,3,key,8,389.7890319824219,0.02970268273465034
17,3,value,1,951.4014892578125,0.08341547820593564
17,3,value,2,853.7567749023438,0.06717185101847895
17,3,value,3,731.21875,0.04927352451305634
17,3,value,4,674.2639770507812,0.041896612091082745
17,3,value,5,645.9060668945312,0.03844658038540912
17,3,value,6,637.9886474609375,0.037509812370450674
17,3,value,7,606.3612670898438,0.03388300295852636
17,3,value,8,580.163818359375,0.031018462809444328
17,3,weighted_value,1,20.011775970458984,0.16942595808734415
17,3,weighted_value,2,17.732519149780273,0.13302999064496573
17,3,weighted_value,3,15.173233985900879,0.09740135435049121
17,3,weighted_value,4,13.267666816711426,0.07447281997629665
17,3,weighted_value,5,11.875568389892578,0.05966470471194836
17,3,weighted_value,6,10.638073921203613,0.047877855876871205
17,3,weighted_value,7,9.714081764221191,0.03992199121827139
17,3,weighted_value,8,9.037428855895996,0.03455401110185731
17,4,key,1,818.7672119140625,0.1119717983066305
17,4,key,2,815.3790283203125,0.11104700298938606
17,4,key,3,760.8084106445312,0.09668038647262607
17,4,key,4,603.8194580078125,0.06089785218922811
17,4,key,5,482.2709655761719,0.038848119503068906
17,4,key,6,468.0965270996094,0.036598105588840184
17,4,key,7,446.3511047363281,0.033276757032287
17,4,key,8,390.8731994628906,0.025518759276637104
17,4,value,1,618.6697998046875,0.055339038464247564
17,4,value,2,587.3382568359375,0.049875855220518434
17,4,value,3,538.3463745117188,0.04190225167433542
17,4,value,4,498.46484375,0.03592384735983956
17,4,value,5,457.4753723144531,0.030258626750641855
17,4,value,6,438.8559265136719,0.027845672500593454
17,4,value,7,425.83770751953125,0.02621814771790055
17,4,value,8,400.47564697265625,0.02318814455122229
17,4,weighted_value,1,27.919139862060547,0.38557505008535425
17,4,weighted_value,2,18.6616153717041,0.17226748890651497
17,4,weighted_value,3,10.518495559692383,0.054728319260743015
17,4,weighted_value,4,9.20061206817627,0.04187340660163745
17,4,weighted_value,5,8.713602066040039,0.037557813433081774
17,4,weighted_value,6,7.509254455566406,0.027893210018910312
17,4,weighted_value,7,7.006983280181885,0.02428661662826875
17,4,weighted_value,8,6.785573959350586,0.022776030300110616
17,5,key,1,824.3712158203125,0.11485206853982756
17,5,key,2,787.8350830078125,0.10489718064382471
17,5,key,3,781.6807861328125,0.10326474023665452
17,5,key,4,595.0802001953125,0.05984724785977205
17,5,key,5,476.24700927734375,0.03833166691421835
17,5,key,6,463.69720458984375,0.036338093522181605
17,5,key,7,433.53094482421875,0.03176386834605257
17,5,key,8,416.8050842285156,0.029360212773960902
17,5,value,1,650.9231567382812,0.06212375310755582
17,5,value,2,585.1144409179688,0.05019724415294625
17,5,value,3,543.3064575195312,0.043280072041459665
17,5,value,4,490.5198669433594,0.03527860832933388
17,5,value,5,448.57611083984375,0.029503295134402946
17,5,value,6,437.0479431152344,0.028006342939829117
17,5,value,7,424.0062255859375,0.02635983623172165
17,5,value,8,406.00714111328125,0.02416938422186031
17,5,weighted_value,1,26.357431411743164,0.2836824387712109
17,5,weighted_value,2,20.887468338012695,0.1781549488701344
17,5,weighted_value,3,13.915811538696289,0.07907575709716998
17,5,weighted_value,4,11.510964393615723,0.05410653254912994
17,5,weighted_value,5,9.840559005737305,0.039542654604493264
17,5,weighted_value,6,9.132659912109375,0.034058134210396745
17,5,weighted_value,7,7.750971794128418,0.02453231851455874
17,5,weighted_value,8,7.509406089782715,0.023027005396991453
17,6,key,1,734.898681640625,0.10616075590694093
17,6,key,2,723.37548828125,0.10285766064993013
17,6,key,3,641.71142578125,0.08094473577325934
17,6,key,4,630.9703369140625,0.07825767681147552
17,6,key,5,615.4249267578125,0.07444906209860845
17,6,key,6,613.2608032226562,0.0739263868576749
17,6,key,7,603.6110229492188,0.07161819807392589
17,6,key,8,541.3798828125,0.05761204525154319
17,6,value,1,786.6832275390625,0.0863306136742376
17,6,value,2,664.2110595703125,0.06154280002057822
17,6,value,3,581.3423461914062,0.04714427531632057
17,6,value,4,511.1610107421875,0.03644856937439402
17,6,value,5,496.1705627441406,0.034342114766159296
17,6,value,6,453.3499755859375,0.02867030015076425
17,6,value,7,428.5649719238281,0.025621136476956005
17,6,value,8,411.8580322265625,0.023662472740117846
17,6,weighted_value,1,48.765140533447266,0.23865657765104759
17,6,weighted_value,2,27.058685302734375,0.07347977736862497
17,6,weighted_value,3,24.935325622558594,0.0623999923002928
17,6,weighted_value,4,22.577356338500977,0.051156476420275196
17,6,weighted_value,5,21.013547897338867,0.04431525133836232
17,6,weighted_value,6,19.35161018371582,0.037582759290503524
17,6,weighted_value,7,16.641849517822266,0.027794420877444877
17,6,weighted_value,8,16.26367950439453,0.026545570485151604
17,7,key,1,760.8997802734375,0.111432076501644
17,7,key,2,734.148193359375,0.1037343941730427
17,7,key,3,654.0537719726562,0.08233456880158466
17,7,key,4,624.628173828125,0.07509282528700054
17,7,key,5,620.1732177734375,0.07402549509252773
17,7,key,6,609.8760375976562,0.07158770605077708
17,7,key,7,608.8560791015625,0.07134845929239245
17,7,key,8,545.5775756835938,0.057288615860070544
17,7,value,1,797.5388793945312,0.08613304721262
17,7,value,2,785.58642578125,0.08357069726586167
17,7,value,3,636.4261474609375,0.05484816633105976
17,7,value,4,536.994873046875,0.039048680488358446
17,7,value,5,514.282958984375,0.03581544507206969
17,7,value,6,452.2499694824219,0.027696390694519617
17,7,value,7,450.47174072265625,0.027479016692269095
17,7,value,8,414.65716552734375,0.023283294625897826
17,7,weighted_value,1,11.129552841186523,0.21163851966949743
17,7,weighted_value,2,9.773858070373535,0.163219235745891
17,7,weighted_value,3,6.941831588745117,0.08233555745681309
17,7,weighted_value,4,6.1164445877075195,0.06392008955104027
17,7,weighted_value,5,5.772780418395996,0.05693893770359936
17,7,weighted_value,6,4.946432113647461,0.04180453429509863
17,7,weighted_value,7,4.540744781494141,0.0352284445906948
17,7,weighted_value,8,4.2622761726379395,0.03104005313992812
17,8,key,1,1028.24169921875,0.19276177585635176
17,8,key,2,653.8720092773438,0.0779499763015967
17,8,key,3,576.449951171875,0.060583409063422564
17,8,key,4,475.91864013671875,0.04129485297472221
17,8,key,5,462.6291198730469,0.03902082304987866
17,8,key,6,412.9242248535156,0.031086456381394907
17,8,key,7,379.579345703125,0.026268522124230385
17,8,key,8,370.9017028808594,0.02508119061204674
17,8,value,1,803.3981323242188,0.10644621704390764
17,8,value,2,596.1170654296875,0.058604599980424596
17,8,value,3,558.5178833007812,0.051444951617416336
17,8,value,4,507.1624450683594,0.04241922894929897
17,8,value,5,491.82989501953125,0.03989316032010675
17,8,value,6,483.5750732421875,0.038565272887049334
17,8,value,7,454.3414611816406,0.034043432091081724
17,8,value,8,425.6913146972656,0.029885338212386682
17,8,weighted_value,1,18.274091720581055,0.18697163264333433
17,8,weighted_value,2,16.43202018737793,0.15117711012271953
17,8,weighted_value,3,13.103470802307129,0.09613395509931254
17,8,weighted_value,4,10.982155799865723,0.06752728996467729
17,8,weighted_value,5,10.386022567749023,0.06039523054869208
17,8,weighted_value,6,8.267598152160645,0.038270385649570735
17,8,weighted_value,7,7.907419204711914,0.035008511510680754
17,8,weighted_value,8,7.705109596252441,0.03324005704643
17,9,key,1,1004.2060546875,0.18442631290518716
17,9,key,2,630.1160278320312,0.07261364972816342
17,9,key,3,595.7899780273438,0.06491777103096873
17,9,key,4,490.9287109375,0.04407720789716972
17,9,key,5,459.4794921875,0.038610860227289545
17,9,key,6,437.4016418457031,0.03498952368965296
17,9,key,7,404.2892150878906,0.029892450931391687
17,9,key,8,378.17352294921875,0.02615528468184352
17,9,value,1,786.3931884765625,0.1027591964798698
17,9,value,2,592.9173583984375,0.05841569439251317
17,9,value,3,551.9683227539062,0.05062552294589745
17,9,value,4,506.4389343261719,0.042618227755664505
17,9,value,5,496.50067138671875,0.040961975517896744
17,9,value,6,490.5585632324219,0.03998737871643494
17,9,value,7,460.7261047363281,0.03527173749111492
17,9,value,8,421.2210388183594,0.029482297426554217
17,9,weighted_value,1,18.2109317779541,0.23797687877545343
17,9,weighted_value,2,14.393792152404785,0.1486691586370873
17,9,weighted_value,3,11.344124794006348,0.09234479472017776
17,9,weighted_value,4,10.579113006591797,0.08030987352431511
17,9,weighted_value,5,9.039052963256836,0.05862951364210211
17,9,weighted_value,6,7.300652503967285,0.03824668369258221
17,9,weighted_value,7,6.778337478637695,0.03296983734418795
17,9,weighted_value,8,6.31327486038208,0.028600908229336204
17,10,key,1,1083.3155517578125,0.21177519701550487
17,10,key,2,801.4140625,0.1158988312343148
17,10,key,3,589.0806274414062,0.06262022450333096
17,10,key,4,513.869140625,0.04765080198676988
17,10,key,5,472.36767578125,0.04026479395520354
17,10,key,6,441.2083740234375,0.035127935942714975
17,10,key,7,392.5266418457031,0.027803752665958487
17,10,key,8,381.4526062011719,0.026257073012479853
17,10,value,1,633.053955078125,0.07979843373715816
17,10,value,2,466.148193359375,0.04326741260109461
17,10,value,3,442.790771484375,0.03904002041204272
17,10,value,4,411.1527099609375,0.03366039658714304
17,10,value,5,407.5633239746094,0.03307524771395992
17,10,value,6,373.54681396484375,0.027784525702947278
17,10,value,7,350.9344177246094,0.02452250554421452
17,10,value,8,343.83978271484375,0.02354101379046916
17,10,weighted_value,1,13.97122859954834,0.15939584107042595
17,10,weighted_value,2,11.746438026428223,0.11267308141378798
17,10,weighted_value,3,10.072707176208496,0.08285146760125468
17,10,weighted_value,4,9.001790046691895,0.06617067230240452
17,10,weighted_value,5,8.171677589416504,0.05452933921940889
17,10,weighted_value,6,7.739917755126953,0.04891932771152798
17,10,weighted_value,7,7.172849655151367,0.04201373039907177
