condition,mode,seed,step,full_ntp_ce,target_ce,target_accuracy,nmi_route_slot,nmi_route_b_id,best_perm_diag_purity,assignment_utility_agreement,slot_center_norm_mean,slot_center_offdiag_cosine_mean,router_delta_from_init_mean,utility_best_by_slot
short_role_random_init,single_b_sanity,20260522,500,0.045281226436297096,0.001989303535083309,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.80040979385376,-0.33296318848927814,0.1730192005634308,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,600,0.045139280458291374,0.0015047987399157137,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.7968902587890625,-0.332963228225708,0.1733260601758957,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,700,0.04503712678949038,0.0011826552799902856,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.794303894042969,-0.33296499649683636,0.17350052297115326,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,800,0.045049977799256645,0.0009561339975334704,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.792403697967529,-0.33296382427215576,0.17354530096054077,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,900,0.045131102204322815,0.0007905492529971525,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.789661407470703,-0.33296239376068115,0.17350667715072632,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1000,0.04492109641432762,0.0006640715582761914,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.785539150238037,-0.3329612811406453,0.17353488504886627,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1100,0.04499336207906405,0.0005671847393386997,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.7824506759643555,-0.3329603274663289,0.17338672280311584,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1200,0.0448988676071167,0.0004902761284029111,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.78073787689209,-0.33295853932698566,0.17317721247673035,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1300,0.044925001760323845,0.00042715419840533286,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.775184154510498,-0.3329550822575887,0.1729784905910492,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1400,0.04483621567487717,0.00037546806561294943,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.77020263671875,-0.3329530954360962,0.17287695407867432,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1500,0.04481993615627289,0.0003322105112602003,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.763641357421875,-0.3329526384671529,0.1728164702653885,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260522,1600,0.044979544977347054,0.00029678677674382925,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.757906436920166,-0.33295102914174396,0.1725311428308487,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,0,7.8631815910339355,7.853370428085327,0.0,1.000088900581841e-06,1.000088900581841e-06,0.25,0.75,0.29984211921691895,-0.2729366620381673,0.0,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,100,0.04843373720844587,0.017082445789128542,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.818321704864502,-0.332615594069163,0.16804900765419006,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,200,0.046288235733906426,0.00724780629388988,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.798022747039795,-0.33273382981618244,0.1695396900177002,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,300,0.0456284632285436,0.004145397164393216,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.783259391784668,-0.33271467685699463,0.17051240801811218,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,400,0.045301331828037895,0.002712470944970846,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.770557880401611,-0.3326978286107381,0.17106673121452332,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,500,0.045132797211408615,0.0019246109877713025,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.758588790893555,-0.33267207940419513,0.17147862911224365,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,600,0.045216262340545654,0.001442394102923572,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.747161865234375,-0.33264660835266113,0.17175015807151794,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,700,0.045127276331186295,0.0011254398559685796,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.736875057220459,-0.3326519727706909,0.17197871208190918,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,800,0.04525303095579147,0.0009042057936312631,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.722987651824951,-0.332621951897939,0.17210477590560913,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,900,0.04490474611520767,0.0007430795812979341,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.712886810302734,-0.33262403806050617,0.17210093140602112,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1000,0.0448966920375824,0.0006227911508176476,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.701776504516602,-0.3326103289922078,0.1721114069223404,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1100,0.045089645932118096,0.0005295641603879631,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.692100524902344,-0.3326137661933899,0.17214438319206238,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1200,0.04485233003894488,0.0004565253693726845,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.678498268127441,-0.3326019048690796,0.1721251755952835,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1300,0.04491517196098963,0.00039763165841577575,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.668564796447754,-0.33259904384613037,0.17199386656284332,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1400,0.04484166825811068,0.0003493999829515815,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.657736301422119,-0.3325987259546916,0.17198793590068817,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1500,0.04485500603914261,0.0003086440046899952,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.645536422729492,-0.332588791847229,0.17203591763973236,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260523,1600,0.044796645641326904,0.0002749177765508648,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,5.634478569030762,-0.33259061972300213,0.17203843593597412,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0}"
short_role_random_init,single_b_sanity,20260524,0,7.420285701751709,7.154348611831665,0.0,1.000088900581841e-06,1.000088900581841e-06,0.25,0.5,0.273217111825943,-0.2959404190381368,0.0,"{""0"": 0, ""1"": 3, ""2"": 3, ""3"": 0}"
short_role_random_init,single_b_sanity,20260524,100,0.048640536765257515,0.018111488316208124,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.658542633056641,-0.33006850878397626,0.17434726655483246,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,200,0.046303736666838326,0.007845434942282736,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.667366981506348,-0.33097179730733234,0.17581960558891296,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,300,0.045882379015286766,0.004581353161484003,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.657222747802734,-0.33099283774693805,0.17665065824985504,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,400,0.0454791026810805,0.003028276958502829,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.6484246253967285,-0.3309790293375651,0.17715558409690857,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,500,0.045211744805177055,0.0021630729897879064,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.639965534210205,-0.3309767444928487,0.1774861067533493,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,600,0.04504748806357384,0.0016298599657602608,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.631980895996094,-0.33096522092819214,0.17774751782417297,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,700,0.04509549215435982,0.00127641687868163,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.624351978302002,-0.3309447367986043,0.17785756289958954,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,800,0.04502858097354571,0.0010288390622008592,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.617495536804199,-0.3309333125750224,0.17790666222572327,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,900,0.0451849972208341,0.0008494499925291166,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.609650611877441,-0.33091461658477783,0.17779415845870972,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1000,0.04487564414739609,0.0007128840952645987,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.601752281188965,-0.33090635140736896,0.1778753697872162,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1100,0.04494637375076612,0.000606590198003687,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.5940022468566895,-0.33090418577194214,0.1779307723045349,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1200,0.04487967242797216,0.0005231017858022824,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.587611198425293,-0.3308854897816976,0.17792218923568726,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1300,0.04484089960654577,0.000455513596534729,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.5800299644470215,-0.3308856685956319,0.17791138589382172,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1400,0.04495916763941447,0.00040141589124687016,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.574939250946045,-0.33085523049036664,0.17776942253112793,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1500,0.0448722206056118,0.0003561932026059367,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.5668182373046875,-0.3308468858400981,0.17772212624549866,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_random_init,single_b_sanity,20260524,1600,0.04482123379906019,0.0003176420577801764,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.560226917266846,-0.33083264032999676,0.1776941418647766,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260521,0,7.710262139638265,7.92007040977478,0.0,1.0000000000001803,1.000088900581841e-06,1.0,0.25,0.10691775381565094,-0.3124716877937317,0.0,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 0}"
short_role_semantic_init,single_b_sanity,20260521,100,0.04867369929949442,0.017828501062467694,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.308269500732422,-0.3309355576833089,0.16637708246707916,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,200,0.046263874818881355,0.0074152646120637655,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.272900581359863,-0.33091215292612713,0.17152726650238037,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,300,0.045652577032645546,0.004252113518305123,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.235137939453125,-0.3307225704193115,0.17318594455718994,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,400,0.04554812237620354,0.0027821140829473734,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.205304145812988,-0.3305887182553609,0.17417794466018677,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,500,0.045141330609718956,0.0019736871181521565,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.187673568725586,-0.3304697275161743,0.17490839958190918,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,600,0.04516338432828585,0.0014803521917201579,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.168148040771484,-0.3303829828898112,0.17547810077667236,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,700,0.045013594130674996,0.001154547353507951,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.155111789703369,-0.3303001324335734,0.17593711614608765,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,800,0.04504939789573351,0.0009271596936741844,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.141574382781982,-0.33024009068806964,0.17637912929058075,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,900,0.04505836218595505,0.000761631308705546,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.132025718688965,-0.33016179005304974,0.1768856793642044,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1000,0.04505117485920588,0.0006375037337420508,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.118505477905273,-0.3301046093304952,0.17734625935554504,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1100,0.04490182176232338,0.0005424318151199259,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.105865001678467,-0.33003465334574383,0.17754243314266205,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1200,0.044875976939996086,0.0004670110429287888,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.094961166381836,-0.3299582004547119,0.17778530716896057,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1300,0.044964065154393516,0.00040633064054418355,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.083047866821289,-0.32991482814153034,0.177931010723114,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1400,0.0448694738248984,0.00035625234158942476,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.073078155517578,-0.32986539602279663,0.17814776301383972,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1500,0.045036582897106804,0.0003157349783577956,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.062971115112305,-0.32980618874231976,0.1780702769756317,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260521,1600,0.04486608877778053,0.00028129391284892336,1.0,1.000088900581841e-06,1.000088900581841e-06,0.25,1.0,4.052621841430664,-0.3297523061434428,0.17903904616832733,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}"
short_role_semantic_init,single_b_sanity,20260522,0,7.949758529663086,7.377196192741394,0.0,1.0000000000001803,1.000088900581841e-06,1.0,0.5,0.4379948675632477,-0.25451048215230304,0.0,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,100,0.04858786861101786,0.016910423524677753,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5542588233947754,-0.3309714198112488,0.08384981751441956,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,200,0.04626680165529251,0.007073806365951896,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5674214363098145,-0.3316009044647217,0.08367852866649628,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,300,0.04559918617208799,0.003990655881352723,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.568033218383789,-0.3318660060564677,0.0836622416973114,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,400,0.04530128464102745,0.0025963332736864686,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.567797899246216,-0.332000732421875,0.08377309143543243,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,500,0.04527710129817327,0.0018411432392895222,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.567070484161377,-0.3320712049802144,0.08394254744052887,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,600,0.04510448376337687,0.0013786337804049253,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5635335445404053,-0.33209455013275146,0.08424244076013565,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,700,0.04504616310199102,0.0010761344601633027,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5622243881225586,-0.3321213324864705,0.08469003438949585,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,800,0.04548306514819463,0.0016806117491796613,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5503649711608887,-0.32732999324798584,0.1257028877735138,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,900,0.04524228349328041,0.0008129038033075631,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.557135820388794,-0.32580427328745526,0.1274401694536209,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,1000,0.04496718322237333,0.0006265422998694703,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.548600196838379,-0.32592064142227173,0.12805244326591492,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,1100,0.04505261778831482,0.0005147597767063417,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5407752990722656,-0.32597923278808594,0.12873505055904388,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,1200,0.04489743709564209,0.000435792091593612,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5344738960266113,-0.32600128650665283,0.12948651611804962,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
short_role_semantic_init,single_b_sanity,20260522,1300,0.04488193864623705,0.00037639078800566494,1.0,1.0000000000001803,1.000088900581841e-06,1.0,1.0,2.5280354022979736,-0.32601678371429443,0.13031189143657684,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
