cap,mean_removed_link_fraction,mean_removed_weight_fraction,mean_removed_links_per_query,mean_removed_top2_weight_per_query
3,0.35507304282932467,0.4817610170311815,148.15422712053572,5.984550415301263
8,0.10216918412436875,0.1759970051796979,42.630092075892854,2.2480595042833573
12,0.02483526411238552,0.05133472974225041,10.362513950892858,0.6667145118419333
15,0.002957355238380553,0.005575630538111618,1.2339564732142858,0.07344310519364886
