task_id,variant,mode,correct,mask,span,metric,hit_count,query_count,coverage
14,json_kv,qabs8cand5reuse,1,union,label,any,3158,13440,0.2349702380952381
14,json_kv,qabs8cand5reuse,1,union,record,all,0,13440,0.0
14,json_kv,qabs8cand5reuse,1,union,record,any,9607,13440,0.7148065476190476
15,json_kv,qabs8cand5reuse,1,current,key,all,0,12992,0.0
15,json_kv,qabs8cand5reuse,1,current,key,any,2915,12992,0.22436884236453203
15,json_kv,qabs8cand5reuse,1,current,label,all,1652,12992,0.1271551724137931
15,json_kv,qabs8cand5reuse,1,current,label,any,1652,12992,0.1271551724137931
15,json_kv,qabs8cand5reuse,1,current,record,all,0,12992,0.0
15,json_kv,qabs8cand5reuse,1,current,record,any,7434,12992,0.572198275862069
15,json_kv,qabs8cand5reuse,1,final,key,all,0,12992,0.0
15,json_kv,qabs8cand5reuse,1,final,key,any,2713,12992,0.20882081280788178
15,json_kv,qabs8cand5reuse,1,final,label,all,1584,12992,0.12192118226600986
15,json_kv,qabs8cand5reuse,1,final,label,any,1584,12992,0.12192118226600986
15,json_kv,qabs8cand5reuse,1,final,record,all,0,12992,0.0
15,json_kv,qabs8cand5reuse,1,final,record,any,6363,12992,0.48976293103448276
15,json_kv,qabs8cand5reuse,1,union,key,all,0,12992,0.0
15,json_kv,qabs8cand5reuse,1,union,key,any,4844,12992,0.3728448275862069
15,json_kv,qabs8cand5reuse,1,union,label,all,2637,12992,0.2029710591133005
15,json_kv,qabs8cand5reuse,1,union,label,any,2637,12992,0.2029710591133005
15,json_kv,qabs8cand5reuse,1,union,record,all,0,12992,0.0
15,json_kv,qabs8cand5reuse,1,union,record,any,9548,12992,0.7349137931034483
0,topic_table,qabs8cand5reuse,0,current,key,all,1,13440,7.440476190476191e-05
0,topic_table,qabs8cand5reuse,0,current,key,any,2550,13440,0.18973214285714285
0,topic_table,qabs8cand5reuse,0,current,record,all,0,13440,0.0
0,topic_table,qabs8cand5reuse,0,current,record,any,7643,13440,0.5686755952380952
0,topic_table,qabs8cand5reuse,0,final,key,all,1,13440,7.440476190476191e-05
0,topic_table,qabs8cand5reuse,0,final,key,any,2280,13440,0.16964285714285715
0,topic_table,qabs8cand5reuse,0,final,record,all,0,13440,0.0
0,topic_table,qabs8cand5reuse,0,final,record,any,7123,13440,0.529985119047619
0,topic_table,qabs8cand5reuse,0,union,key,all,2,13440,0.00014880952380952382
0,topic_table,qabs8cand5reuse,0,union,key,any,3921,13440,0.2917410714285714
0,topic_table,qabs8cand5reuse,0,union,record,all,0,13440,0.0
0,topic_table,qabs8cand5reuse,0,union,record,any,9356,13440,0.6961309523809524
1,topic_table,qabs8cand5reuse,1,current,key,all,6,12992,0.00046182266009852215
1,topic_table,qabs8cand5reuse,1,current,key,any,4507,12992,0.3469057881773399
1,topic_table,qabs8cand5reuse,1,current,record,all,0,12992,0.0
1,topic_table,qabs8cand5reuse,1,current,record,any,8260,12992,0.6357758620689655
1,topic_table,qabs8cand5reuse,1,final,key,all,1,12992,7.69704433497537e-05
1,topic_table,qabs8cand5reuse,1,final,key,any,4953,12992,0.38123460591133007
1,topic_table,qabs8cand5reuse,1,final,record,all,0,12992,0.0
1,topic_table,qabs8cand5reuse,1,final,record,any,10689,12992,0.8227370689655172
1,topic_table,qabs8cand5reuse,1,union,key,all,26,12992,0.0020012315270935962
1,topic_table,qabs8cand5reuse,1,union,key,any,6819,12992,0.5248614532019704
1,topic_table,qabs8cand5reuse,1,union,record,all,0,12992,0.0
1,topic_table,qabs8cand5reuse,1,union,record,any,11491,12992,0.8844673645320197
2,topic_table,qabs8cand5reuse,1,current,key,all,20,12544,0.0015943877551020409
2,topic_table,qabs8cand5reuse,1,current,key,any,4715,12544,0.37587691326530615
2,topic_table,qabs8cand5reuse,1,current,record,all,0,12544,0.0
2,topic_table,qabs8cand5reuse,1,current,record,any,10856,12544,0.8654336734693877
2,topic_table,qabs8cand5reuse,1,final,key,all,37,12544,0.0029496173469387753
2,topic_table,qabs8cand5reuse,1,final,key,any,4850,12544,0.3866390306122449
2,topic_table,qabs8cand5reuse,1,final,record,all,0,12544,0.0
2,topic_table,qabs8cand5reuse,1,final,record,any,12544,12544,1.0
2,topic_table,qabs8cand5reuse,1,union,key,all,80,12544,0.006377551020408163
2,topic_table,qabs8cand5reuse,1,union,key,any,6254,12544,0.49856505102040816
2,topic_table,qabs8cand5reuse,1,union,record,all,0,12544,0.0
2,topic_table,qabs8cand5reuse,1,union,record,any,12501,12544,0.9965720663265306
3,topic_table,qabs8cand5reuse,1,current,key,all,0,12992,0.0
3,topic_table,qabs8cand5reuse,1,current,key,any,2307,12992,0.17757081280788178
3,topic_table,qabs8cand5reuse,1,current,record,all,0,12992,0.0
3,topic_table,qabs8cand5reuse,1,current,record,any,6986,12992,0.5377155172413793
3,topic_table,qabs8cand5reuse,1,final,key,all,0,12992,0.0
3,topic_table,qabs8cand5reuse,1,final,key,any,1901,12992,0.14632081280788178
3,topic_table,qabs8cand5reuse,1,final,record,all,0,12992,0.0
3,topic_table,qabs8cand5reuse,1,final,record,any,6388,12992,0.4916871921182266
3,topic_table,qabs8cand5reuse,1,union,key,all,0,12992,0.0
3,topic_table,qabs8cand5reuse,1,union,key,any,3463,12992,0.26654864532019706
3,topic_table,qabs8cand5reuse,1,union,record,all,0,12992,0.0
3,topic_table,qabs8cand5reuse,1,union,record,any,9008,12992,0.6933497536945813
4,topic_table,qabs8cand5reuse,1,current,key,all,0,12992,0.0
4,topic_table,qabs8cand5reuse,1,current,key,any,2183,12992,0.16802647783251232
4,topic_table,qabs8cand5reuse,1,current,record,all,0,12992,0.0
4,topic_table,qabs8cand5reuse,1,current,record,any,6345,12992,0.48837746305418717
4,topic_table,qabs8cand5reuse,1,final,key,all,0,12992,0.0
4,topic_table,qabs8cand5reuse,1,final,key,any,1984,12992,0.15270935960591134
4,topic_table,qabs8cand5reuse,1,final,record,all,0,12992,0.0
4,topic_table,qabs8cand5reuse,1,final,record,any,5472,12992,0.4211822660098522
4,topic_table,qabs8cand5reuse,1,union,key,all,0,12992,0.0
4,topic_table,qabs8cand5reuse,1,union,key,any,3667,12992,0.2822506157635468
4,topic_table,qabs8cand5reuse,1,union,record,all,0,12992,0.0
4,topic_table,qabs8cand5reuse,1,union,record,any,8657,12992,0.6663331280788177
5,topic_table,qabs8cand5reuse,0,current,key,all,0,13440,0.0
5,topic_table,qabs8cand5reuse,0,current,key,any,2336,13440,0.1738095238095238
5,topic_table,qabs8cand5reuse,0,current,record,all,0,13440,0.0
5,topic_table,qabs8cand5reuse,0,current,record,any,5963,13440,0.44367559523809524
5,topic_table,qabs8cand5reuse,0,final,key,all,0,13440,0.0
5,topic_table,qabs8cand5reuse,0,final,key,any,1989,13440,0.14799107142857143
5,topic_table,qabs8cand5reuse,0,final,record,all,0,13440,0.0
5,topic_table,qabs8cand5reuse,0,final,record,any,4917,13440,0.3658482142857143
5,topic_table,qabs8cand5reuse,0,union,key,all,0,13440,0.0
5,topic_table,qabs8cand5reuse,0,union,key,any,3750,13440,0.27901785714285715
5,topic_table,qabs8cand5reuse,0,union,record,all,0,13440,0.0
5,topic_table,qabs8cand5reuse,0,union,record,any,8329,13440,0.619717261904762
6,topic_table,qabs8cand5reuse,0,current,key,all,0,13888,0.0
6,topic_table,qabs8cand5reuse,0,current,key,any,2280,13888,0.1641705069124424
6,topic_table,qabs8cand5reuse,0,current,record,all,0,13888,0.0
6,topic_table,qabs8cand5reuse,0,current,record,any,6877,13888,0.49517569124423966
6,topic_table,qabs8cand5reuse,0,final,key,all,0,13888,0.0
6,topic_table,qabs8cand5reuse,0,final,key,any,2022,13888,0.14559331797235023
6,topic_table,qabs8cand5reuse,0,final,record,all,0,13888,0.0
6,topic_table,qabs8cand5reuse,0,final,record,any,6381,13888,0.4594614055299539
6,topic_table,qabs8cand5reuse,0,union,key,all,0,13888,0.0
6,topic_table,qabs8cand5reuse,0,union,key,any,3463,13888,0.2493519585253456
6,topic_table,qabs8cand5reuse,0,union,record,all,0,13888,0.0
6,topic_table,qabs8cand5reuse,0,union,record,any,9182,13888,0.6611463133640553
7,topic_table,qabs8cand5reuse,0,current,key,all,2,12992,0.0001539408866995074
7,topic_table,qabs8cand5reuse,0,current,key,any,2716,12992,0.20905172413793102
7,topic_table,qabs8cand5reuse,0,current,record,all,0,12992,0.0
7,topic_table,qabs8cand5reuse,0,current,record,any,6765,12992,0.5207050492610837
7,topic_table,qabs8cand5reuse,0,final,key,all,0,12992,0.0
7,topic_table,qabs8cand5reuse,0,final,key,any,2138,12992,0.1645628078817734
7,topic_table,qabs8cand5reuse,0,final,record,all,0,12992,0.0
7,topic_table,qabs8cand5reuse,0,final,record,any,6211,12992,0.4780634236453202
7,topic_table,qabs8cand5reuse,0,union,key,all,11,12992,0.0008466748768472907
7,topic_table,qabs8cand5reuse,0,union,key,any,4369,12992,0.3362838669950739
7,topic_table,qabs8cand5reuse,0,union,record,all,0,12992,0.0
7,topic_table,qabs8cand5reuse,0,union,record,any,9186,12992,0.7070504926108374
8,topic_table,qabs8cand5reuse,0,current,key,all,0,12992,0.0
8,topic_table,qabs8cand5reuse,0,current,key,any,2137,12992,0.16448583743842365
8,topic_table,qabs8cand5reuse,0,current,record,all,0,12992,0.0
8,topic_table,qabs8cand5reuse,0,current,record,any,5731,12992,0.44111761083743845
8,topic_table,qabs8cand5reuse,0,final,key,all,0,12992,0.0
8,topic_table,qabs8cand5reuse,0,final,key,any,1856,12992,0.14285714285714285
8,topic_table,qabs8cand5reuse,0,final,record,all,0,12992,0.0
8,topic_table,qabs8cand5reuse,0,final,record,any,5036,12992,0.3876231527093596
8,topic_table,qabs8cand5reuse,0,union,key,all,0,12992,0.0
8,topic_table,qabs8cand5reuse,0,union,key,any,3494,12992,0.2689347290640394
8,topic_table,qabs8cand5reuse,0,union,record,all,0,12992,0.0
8,topic_table,qabs8cand5reuse,0,union,record,any,8150,12992,0.6273091133004927
9,topic_table,qabs8cand5reuse,1,current,key,all,0,12992,0.0
9,topic_table,qabs8cand5reuse,1,current,key,any,2663,12992,0.2049722906403941
9,topic_table,qabs8cand5reuse,1,current,record,all,0,12992,0.0
9,topic_table,qabs8cand5reuse,1,current,record,any,6795,12992,0.5230141625615764
9,topic_table,qabs8cand5reuse,1,final,key,all,0,12992,0.0
9,topic_table,qabs8cand5reuse,1,final,key,any,2255,12992,0.1735683497536946
9,topic_table,qabs8cand5reuse,1,final,record,all,0,12992,0.0
9,topic_table,qabs8cand5reuse,1,final,record,any,6210,12992,0.4779864532019704
9,topic_table,qabs8cand5reuse,1,union,key,all,0,12992,0.0
9,topic_table,qabs8cand5reuse,1,union,key,any,4067,12992,0.3130387931034483
9,topic_table,qabs8cand5reuse,1,union,record,all,0,12992,0.0
9,topic_table,qabs8cand5reuse,1,union,record,any,9024,12992,0.6945812807881774
10,topic_table,qabs8cand5reuse,1,current,key,all,0,13440,0.0
10,topic_table,qabs8cand5reuse,1,current,key,any,2280,13440,0.16964285714285715
10,topic_table,qabs8cand5reuse,1,current,record,all,0,13440,0.0
10,topic_table,qabs8cand5reuse,1,current,record,any,5546,13440,0.4126488095238095
10,topic_table,qabs8cand5reuse,1,final,key,all,0,13440,0.0
10,topic_table,qabs8cand5reuse,1,final,key,any,2156,13440,0.16041666666666668
10,topic_table,qabs8cand5reuse,1,final,record,all,0,13440,0.0
10,topic_table,qabs8cand5reuse,1,final,record,any,4655,13440,0.3463541666666667
10,topic_table,qabs8cand5reuse,1,union,key,all,0,13440,0.0
10,topic_table,qabs8cand5reuse,1,union,key,any,3883,13440,0.2889136904761905
10,topic_table,qabs8cand5reuse,1,union,record,all,0,13440,0.0
10,topic_table,qabs8cand5reuse,1,union,record,any,8033,13440,0.5976934523809524
11,topic_table,qabs8cand5reuse,0,current,key,all,0,13440,0.0
11,topic_table,qabs8cand5reuse,0,current,key,any,2358,13440,0.17544642857142856
11,topic_table,qabs8cand5reuse,0,current,record,all,0,13440,0.0
11,topic_table,qabs8cand5reuse,0,current,record,any,6808,13440,0.506547619047619
11,topic_table,qabs8cand5reuse,0,final,key,all,0,13440,0.0
11,topic_table,qabs8cand5reuse,0,final,key,any,1884,13440,0.14017857142857143
11,topic_table,qabs8cand5reuse,0,final,record,all,0,13440,0.0
11,topic_table,qabs8cand5reuse,0,final,record,any,5772,13440,0.4294642857142857
11,topic_table,qabs8cand5reuse,0,union,key,all,0,13440,0.0
11,topic_table,qabs8cand5reuse,0,union,key,any,3684,13440,0.2741071428571429
11,topic_table,qabs8cand5reuse,0,union,record,all,0,13440,0.0
11,topic_table,qabs8cand5reuse,0,union,record,any,9075,13440,0.6752232142857143
12,topic_table,qabs8cand5reuse,1,current,key,all,2,13440,0.00014880952380952382
12,topic_table,qabs8cand5reuse,1,current,key,any,2879,13440,0.2142113095238095
12,topic_table,qabs8cand5reuse,1,current,record,all,0,13440,0.0
12,topic_table,qabs8cand5reuse,1,current,record,any,7516,13440,0.5592261904761905
12,topic_table,qabs8cand5reuse,1,final,key,all,0,13440,0.0
12,topic_table,qabs8cand5reuse,1,final,key,any,2346,13440,0.17455357142857142
12,topic_table,qabs8cand5reuse,1,final,record,all,0,13440,0.0
12,topic_table,qabs8cand5reuse,1,final,record,any,7046,13440,0.5242559523809524
12,topic_table,qabs8cand5reuse,1,union,key,all,8,13440,0.0005952380952380953
12,topic_table,qabs8cand5reuse,1,union,key,any,4462,13440,0.3319940476190476
12,topic_table,qabs8cand5reuse,1,union,record,all,0,13440,0.0
12,topic_table,qabs8cand5reuse,1,union,record,any,10077,13440,0.7497767857142857
13,topic_table,qabs8cand5reuse,0,current,key,all,0,13440,0.0
13,topic_table,qabs8cand5reuse,0,current,key,any,2740,13440,0.20386904761904762
13,topic_table,qabs8cand5reuse,0,current,record,all,0,13440,0.0
13,topic_table,qabs8cand5reuse,0,current,record,any,6880,13440,0.5119047619047619
13,topic_table,qabs8cand5reuse,0,final,key,all,0,13440,0.0
13,topic_table,qabs8cand5reuse,0,final,key,any,2711,13440,0.20171130952380953
13,topic_table,qabs8cand5reuse,0,final,record,all,0,13440,0.0
13,topic_table,qabs8cand5reuse,0,final,record,any,6040,13440,0.4494047619047619
13,topic_table,qabs8cand5reuse,0,union,key,all,0,13440,0.0
13,topic_table,qabs8cand5reuse,0,union,key,any,4737,13440,0.35245535714285714
13,topic_table,qabs8cand5reuse,0,union,record,all,0,13440,0.0
13,topic_table,qabs8cand5reuse,0,union,record,any,9446,13440,0.702827380952381
14,topic_table,qabs8cand5reuse,0,current,key,all,0,13440,0.0
14,topic_table,qabs8cand5reuse,0,current,key,any,2240,13440,0.16666666666666666
14,topic_table,qabs8cand5reuse,0,current,record,all,0,13440,0.0
14,topic_table,qabs8cand5reuse,0,current,record,any,7493,13440,0.557514880952381
14,topic_table,qabs8cand5reuse,0,final,key,all,1,13440,7.440476190476191e-05
14,topic_table,qabs8cand5reuse,0,final,key,any,2148,13440,0.15982142857142856
14,topic_table,qabs8cand5reuse,0,final,record,all,0,13440,0.0
14,topic_table,qabs8cand5reuse,0,final,record,any,6912,13440,0.5142857142857142
14,topic_table,qabs8cand5reuse,0,union,key,all,2,13440,0.00014880952380952382
14,topic_table,qabs8cand5reuse,0,union,key,any,3439,13440,0.2558779761904762
14,topic_table,qabs8cand5reuse,0,union,record,all,0,13440,0.0
14,topic_table,qabs8cand5reuse,0,union,record,any,9254,13440,0.6885416666666667
15,topic_table,qabs8cand5reuse,1,current,key,all,9,12992,0.0006927339901477833
15,topic_table,qabs8cand5reuse,1,current,key,any,5071,12992,0.390317118226601
15,topic_table,qabs8cand5reuse,1,current,record,all,0,12992,0.0
15,topic_table,qabs8cand5reuse,1,current,record,any,9238,12992,0.7110529556650246
15,topic_table,qabs8cand5reuse,1,final,key,all,8,12992,0.0006157635467980296
15,topic_table,qabs8cand5reuse,1,final,key,any,5658,12992,0.4354987684729064
15,topic_table,qabs8cand5reuse,1,final,record,all,0,12992,0.0
15,topic_table,qabs8cand5reuse,1,final,record,any,11466,12992,0.8825431034482759
15,topic_table,qabs8cand5reuse,1,union,key,all,36,12992,0.002770935960591133
15,topic_table,qabs8cand5reuse,1,union,key,any,7567,12992,0.5824353448275862
15,topic_table,qabs8cand5reuse,1,union,record,all,0,12992,0.0
15,topic_table,qabs8cand5reuse,1,union,record,any,12076,12992,0.9294950738916257
0,needle_sentence,qabs8cand5reuse,1,current,key,all,0,12992,0.0
0,needle_sentence,qabs8cand5reuse,1,current,key,any,2586,12992,0.19904556650246305
0,needle_sentence,qabs8cand5reuse,1,current,record,all,0,12992,0.0
0,needle_sentence,qabs8cand5reuse,1,current,record,any,8771,12992,0.6751077586206896
0,needle_sentence,qabs8cand5reuse,1,final,key,all,0,12992,0.0
0,needle_sentence,qabs8cand5reuse,1,final,key,any,2551,12992,0.19635160098522167
0,needle_sentence,qabs8cand5reuse,1,final,record,all,0,12992,0.0
0,needle_sentence,qabs8cand5reuse,1,final,record,any,8754,12992,0.6737992610837439
0,needle_sentence,qabs8cand5reuse,1,union,key,all,0,12992,0.0
0,needle_sentence,qabs8cand5reuse,1,union,key,any,3837,12992,0.29533559113300495
0,needle_sentence,qabs8cand5reuse,1,union,record,all,0,12992,0.0
0,needle_sentence,qabs8cand5reuse,1,union,record,any,10203,12992,0.7853294334975369
1,needle_sentence,qabs8cand5reuse,0,current,key,all,0,12992,0.0
1,needle_sentence,qabs8cand5reuse,0,current,key,any,2590,12992,0.19935344827586207
1,needle_sentence,qabs8cand5reuse,0,current,record,all,0,12992,0.0
1,needle_sentence,qabs8cand5reuse,0,current,record,any,8544,12992,0.6576354679802956
1,needle_sentence,qabs8cand5reuse,0,final,key,all,0,12992,0.0
1,needle_sentence,qabs8cand5reuse,0,final,key,any,2492,12992,0.19181034482758622
1,needle_sentence,qabs8cand5reuse,0,final,record,all,0,12992,0.0
1,needle_sentence,qabs8cand5reuse,0,final,record,any,8663,12992,0.6667949507389163
1,needle_sentence,qabs8cand5reuse,0,union,key,all,0,12992,0.0
1,needle_sentence,qabs8cand5reuse,0,union,key,any,3755,12992,0.2890240147783251
1,needle_sentence,qabs8cand5reuse,0,union,record,all,0,12992,0.0
1,needle_sentence,qabs8cand5reuse,0,union,record,any,10178,12992,0.7834051724137931
2,needle_sentence,qabs8cand5reuse,0,current,key,all,0,12544,0.0
2,needle_sentence,qabs8cand5reuse,0,current,key,any,2401,12544,0.19140625
2,needle_sentence,qabs8cand5reuse,0,current,record,all,0,12544,0.0
2,needle_sentence,qabs8cand5reuse,0,current,record,any,8634,12544,0.6882971938775511
2,needle_sentence,qabs8cand5reuse,0,final,key,all,0,12544,0.0
2,needle_sentence,qabs8cand5reuse,0,final,key,any,2373,12544,0.18917410714285715
2,needle_sentence,qabs8cand5reuse,0,final,record,all,0,12544,0.0
2,needle_sentence,qabs8cand5reuse,0,final,record,any,8671,12544,0.6912468112244898
2,needle_sentence,qabs8cand5reuse,0,union,key,all,0,12544,0.0
2,needle_sentence,qabs8cand5reuse,0,union,key,any,3601,12544,0.28706951530612246
2,needle_sentence,qabs8cand5reuse,0,union,record,all,0,12544,0.0
2,needle_sentence,qabs8cand5reuse,0,union,record,any,10006,12544,0.7976721938775511
3,needle_sentence,qabs8cand5reuse,1,current,key,all,0,12096,0.0
3,needle_sentence,qabs8cand5reuse,1,current,key,any,2602,12096,0.21511243386243387
3,needle_sentence,qabs8cand5reuse,1,current,record,all,0,12096,0.0
3,needle_sentence,qabs8cand5reuse,1,current,record,any,7626,12096,0.6304563492063492
3,needle_sentence,qabs8cand5reuse,1,final,key,all,0,12096,0.0
3,needle_sentence,qabs8cand5reuse,1,final,key,any,2476,12096,0.2046957671957672
3,needle_sentence,qabs8cand5reuse,1,final,record,all,0,12096,0.0
3,needle_sentence,qabs8cand5reuse,1,final,record,any,7787,12096,0.6437665343915344
3,needle_sentence,qabs8cand5reuse,1,union,key,all,0,12096,0.0
3,needle_sentence,qabs8cand5reuse,1,union,key,any,4144,12096,0.3425925925925926
3,needle_sentence,qabs8cand5reuse,1,union,record,all,0,12096,0.0
3,needle_sentence,qabs8cand5reuse,1,union,record,any,9953,12096,0.8228339947089947
4,needle_sentence,qabs8cand5reuse,1,current,key,all,0,12544,0.0
4,needle_sentence,qabs8cand5reuse,1,current,key,any,2073,12544,0.16525829081632654
4,needle_sentence,qabs8cand5reuse,1,current,record,all,0,12544,0.0
4,needle_sentence,qabs8cand5reuse,1,current,record,any,7254,12544,0.5782844387755102
4,needle_sentence,qabs8cand5reuse,1,final,key,all,0,12544,0.0
4,needle_sentence,qabs8cand5reuse,1,final,key,any,1666,12544,0.1328125
4,needle_sentence,qabs8cand5reuse,1,final,record,all,0,12544,0.0
4,needle_sentence,qabs8cand5reuse,1,final,record,any,6498,12544,0.5180165816326531
4,needle_sentence,qabs8cand5reuse,1,union,key,all,0,12544,0.0
4,needle_sentence,qabs8cand5reuse,1,union,key,any,3146,12544,0.250797193877551
4,needle_sentence,qabs8cand5reuse,1,union,record,all,0,12544,0.0
4,needle_sentence,qabs8cand5reuse,1,union,record,any,9424,12544,0.7512755102040817
5,needle_sentence,qabs8cand5reuse,0,current,key,all,0,12992,0.0
5,needle_sentence,qabs8cand5reuse,0,current,key,any,2258,12992,0.17379926108374386
5,needle_sentence,qabs8cand5reuse,0,current,record,all,0,12992,0.0
5,needle_sentence,qabs8cand5reuse,0,current,record,any,7607,12992,0.5855141625615764
5,needle_sentence,qabs8cand5reuse,0,final,key,all,0,12992,0.0
5,needle_sentence,qabs8cand5reuse,0,final,key,any,1981,12992,0.15247844827586207
5,needle_sentence,qabs8cand5reuse,0,final,record,all,0,12992,0.0
5,needle_sentence,qabs8cand5reuse,0,final,record,any,7000,12992,0.5387931034482759
5,needle_sentence,qabs8cand5reuse,0,union,key,all,0,12992,0.0
5,needle_sentence,qabs8cand5reuse,0,union,key,any,3509,12992,0.2700892857142857
5,needle_sentence,qabs8cand5reuse,0,union,record,all,0,12992,0.0
5,needle_sentence,qabs8cand5reuse,0,union,record,any,9625,12992,0.7408405172413793
6,needle_sentence,qabs8cand5reuse,1,current,key,all,1,12096,8.267195767195767e-05
6,needle_sentence,qabs8cand5reuse,1,current,key,any,2948,12096,0.24371693121693122
6,needle_sentence,qabs8cand5reuse,1,current,record,all,0,12096,0.0
6,needle_sentence,qabs8cand5reuse,1,current,record,any,7770,12096,0.6423611111111112
6,needle_sentence,qabs8cand5reuse,1,final,key,all,0,12096,0.0
6,needle_sentence,qabs8cand5reuse,1,final,key,any,2811,12096,0.23239087301587302
6,needle_sentence,qabs8cand5reuse,1,final,record,all,0,12096,0.0
6,needle_sentence,qabs8cand5reuse,1,final,record,any,8318,12096,0.687665343915344
6,needle_sentence,qabs8cand5reuse,1,union,key,all,5,12096,0.00041335978835978834
6,needle_sentence,qabs8cand5reuse,1,union,key,any,4576,12096,0.3783068783068783
6,needle_sentence,qabs8cand5reuse,1,union,record,all,0,12096,0.0
6,needle_sentence,qabs8cand5reuse,1,union,record,any,9809,12096,0.8109292328042328
7,needle_sentence,qabs8cand5reuse,0,current,key,all,3,12992,0.00023091133004926107
7,needle_sentence,qabs8cand5reuse,0,current,key,any,3230,12992,0.24861453201970443
7,needle_sentence,qabs8cand5reuse,0,current,record,all,0,12992,0.0
7,needle_sentence,qabs8cand5reuse,0,current,record,any,8982,12992,0.6913485221674877
7,needle_sentence,qabs8cand5reuse,0,final,key,all,1,12992,7.69704433497537e-05
7,needle_sentence,qabs8cand5reuse,0,final,key,any,2931,12992,0.22560036945812809
7,needle_sentence,qabs8cand5reuse,0,final,record,all,0,12992,0.0
7,needle_sentence,qabs8cand5reuse,0,final,record,any,9617,12992,0.7402247536945813
7,needle_sentence,qabs8cand5reuse,0,union,key,all,8,12992,0.0006157635467980296
7,needle_sentence,qabs8cand5reuse,0,union,key,any,4986,12992,0.38377463054187194
7,needle_sentence,qabs8cand5reuse,0,union,record,all,0,12992,0.0
7,needle_sentence,qabs8cand5reuse,0,union,record,any,10984,12992,0.8454433497536946
8,needle_sentence,qabs8cand5reuse,0,current,key,all,0,12992,0.0
8,needle_sentence,qabs8cand5reuse,0,current,key,any,2985,12992,0.2297567733990148
8,needle_sentence,qabs8cand5reuse,0,current,record,all,0,12992,0.0
8,needle_sentence,qabs8cand5reuse,0,current,record,any,9145,12992,0.7038947044334976
8,needle_sentence,qabs8cand5reuse,0,final,key,all,0,12992,0.0
8,needle_sentence,qabs8cand5reuse,0,final,key,any,2699,12992,0.2077432266009852
8,needle_sentence,qabs8cand5reuse,0,final,record,all,0,12992,0.0
8,needle_sentence,qabs8cand5reuse,0,final,record,any,9038,12992,0.6956588669950738
8,needle_sentence,qabs8cand5reuse,0,union,key,all,1,12992,7.69704433497537e-05
8,needle_sentence,qabs8cand5reuse,0,union,key,any,4502,12992,0.34652093596059114
8,needle_sentence,qabs8cand5reuse,0,union,record,all,0,12992,0.0
8,needle_sentence,qabs8cand5reuse,0,union,record,any,10997,12992,0.8464439655172413
9,needle_sentence,qabs8cand5reuse,1,current,key,all,1,12544,7.971938775510203e-05
9,needle_sentence,qabs8cand5reuse,1,current,key,any,2253,12544,0.1796077806122449
9,needle_sentence,qabs8cand5reuse,1,current,record,all,0,12544,0.0
9,needle_sentence,qabs8cand5reuse,1,current,record,any,8050,12544,0.6417410714285714
9,needle_sentence,qabs8cand5reuse,1,final,key,all,0,12544,0.0
9,needle_sentence,qabs8cand5reuse,1,final,key,any,2111,12544,0.16828762755102042
9,needle_sentence,qabs8cand5reuse,1,final,record,all,0,12544,0.0
9,needle_sentence,qabs8cand5reuse,1,final,record,any,8126,12544,0.6477997448979592
9,needle_sentence,qabs8cand5reuse,1,union,key,all,2,12544,0.00015943877551020407
9,needle_sentence,qabs8cand5reuse,1,union,key,any,3331,12544,0.2655452806122449
9,needle_sentence,qabs8cand5reuse,1,union,record,all,0,12544,0.0
9,needle_sentence,qabs8cand5reuse,1,union,record,any,9695,12544,0.7728794642857143
10,needle_sentence,qabs8cand5reuse,1,current,key,all,0,12544,0.0
10,needle_sentence,qabs8cand5reuse,1,current,key,any,2286,12544,0.18223852040816327
10,needle_sentence,qabs8cand5reuse,1,current,record,all,0,12544,0.0
10,needle_sentence,qabs8cand5reuse,1,current,record,any,7457,12544,0.5944674744897959
10,needle_sentence,qabs8cand5reuse,1,final,key,all,0,12544,0.0
10,needle_sentence,qabs8cand5reuse,1,final,key,any,1930,12544,0.15385841836734693
10,needle_sentence,qabs8cand5reuse,1,final,record,all,0,12544,0.0
10,needle_sentence,qabs8cand5reuse,1,final,record,any,7241,12544,0.5772480867346939
10,needle_sentence,qabs8cand5reuse,1,union,key,all,0,12544,0.0
10,needle_sentence,qabs8cand5reuse,1,union,key,any,3626,12544,0.2890625
10,needle_sentence,qabs8cand5reuse,1,union,record,all,0,12544,0.0
10,needle_sentence,qabs8cand5reuse,1,union,record,any,9848,12544,0.7850765306122449
11,needle_sentence,qabs8cand5reuse,0,current,key,all,6,12992,0.00046182266009852215
11,needle_sentence,qabs8cand5reuse,0,current,key,any,2610,12992,0.20089285714285715
11,needle_sentence,qabs8cand5reuse,0,current,record,all,0,12992,0.0
11,needle_sentence,qabs8cand5reuse,0,current,record,any,8337,12992,0.6417025862068966
11,needle_sentence,qabs8cand5reuse,0,final,key,all,0,12992,0.0
11,needle_sentence,qabs8cand5reuse,0,final,key,any,2146,12992,0.16517857142857142
11,needle_sentence,qabs8cand5reuse,0,final,record,all,0,12992,0.0
11,needle_sentence,qabs8cand5reuse,0,final,record,any,8217,12992,0.6324661330049262
11,needle_sentence,qabs8cand5reuse,0,union,key,all,8,12992,0.0006157635467980296
11,needle_sentence,qabs8cand5reuse,0,union,key,any,4223,12992,0.32504618226600984
