task,method,samples,score,mean_prompt_tokens,mean_generated_tokens,mean_configured_attention_fraction,mean_configured_candidate_fraction,mean_attention_link_ratio,mean_exact_qk_ratio,mean_temporal_reuse_rate,mean_gpu_kv_storage_ratio,mean_scan_dimension_fraction,mean_online_seconds,paired_online_speedup
vt_32768,full_kv,1,1.0,32650.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.9417511336505413,1.0
vt_4096,full_kv,1,1.0,3850.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5947416089475155,1.0
vt_8192,full_kv,1,1.0,7932.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.68223000690341,1.0
ALL,full_kv,65,0.8907051282051281,14924.415384615384,25.553846153846155,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5780361694355423,1.0
cwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.8,15273.0,120.0,0.060055122242433964,0.060055122242433964,0.0601312304594581,0.0,0.0,1.0,0.0,6.97142217354849,1.0850368584034242
cwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,31473.0,120.0,0.040717648555795904,0.040717648555795904,0.04074245536638717,0.0,0.0,1.0,0.0,7.186501828953624,1.7432500883409747
cwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.9,2784.0,120.0,0.09319257371678194,0.09319257371678194,0.09322027826805186,0.0,0.0,1.0,0.0,6.818942653015256,0.5597002458221411
cwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.7,7119.0,120.0,0.06001129624399887,0.06001129624399887,0.06026754045646888,0.0,0.0,1.0,0.0,6.906132016330957,0.6987043036130757
fwe_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15878.5,33.0,0.060026113458957676,0.060026113458957676,0.060259284779712007,0.0,0.0,1.0,0.0,2.6912270970642567,0.6932695310244076
fwe_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,30921.0,13.0,0.04146554796073731,0.04146554796073731,0.04076050247667584,0.0,0.0,1.0,0.0,1.8277842784300447,0.7955302587730158
fwe_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,4083.0,32.0,0.06350781443810469,0.06350781443810469,0.06400748719758372,0.0,0.0,1.0,0.0,2.5462356209754944,0.321645587756616
fwe_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7194.0,32.0,0.0600672080649678,0.0600672080649678,0.060140912266096386,0.0,0.0,1.0,0.0,2.55117130279541,0.5237796969955669
niah_multikey_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16030.0,3.0,0.06003376993414355,0.06003376993414355,0.06018884335620037,0.0,0.0,1.0,0.0,1.2143861092627048,0.2421121056696079
niah_multikey_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32189.0,3.0,0.03980718395272897,0.03980718395272897,0.039164716979910946,0.0,0.0,1.0,0.0,1.4102077949792147,0.344587007379591
niah_multikey_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3753.0,4.0,0.06887274683884853,0.06887274683884853,0.06808138827157412,0.0,0.0,1.0,0.0,1.2533818511292338,0.13922659718050603
niah_multikey_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7447.0,3.0,0.06007830430673687,0.06007830430673687,0.060172884429265126,0.0,0.0,1.0,0.0,1.1523075457662344,0.15646795461563154
niah_multikey_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16151.0,3.0,0.06004467896905172,0.06004467896905172,0.06021886414587414,0.0,0.0,1.0,0.0,1.1997691658325493,0.24310431632241056
niah_multikey_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32455.0,3.0,0.03948301921712576,0.03948301921712576,0.038749365727831525,0.0,0.0,1.0,0.0,1.4114191671833396,0.3453938279032069
niah_multikey_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3650.0,3.0,0.07079646017699115,0.07079646017699115,0.07022485634643477,0.0,0.0,1.0,0.0,1.078824752010405,0.1290541841945293
niah_multikey_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7678.0,3.0,0.0601257532093267,0.0601257532093267,0.05994326891251031,0.0,0.0,1.0,0.0,1.1178449792787433,0.170694233809832
niah_multikey_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16083.5,41.0,0.06004187023206495,0.06004187023206495,0.060269868243046115,0.0,0.0,1.0,0.0,3.2970563573762774,0.810254668539209
niah_multikey_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32225.0,24.0,0.03981213648098037,0.03981213648098037,0.03862458579439262,0.0,0.0,1.0,0.0,2.4316786769777536,1.0962541374330839
niah_multikey_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3041.0,60.0,0.08645727794663965,0.08645727794663965,0.08578788021427021,0.0,0.0,1.0,0.0,3.9062497736886144,0.5056886181550823
niah_multikey_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7362.0,23.0,0.060098792535675086,0.060098792535675086,0.060080335898018034,0.0,0.0,1.0,0.0,2.1397292828187346,0.45580354124788924
niah_multiquery_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16070.0,50.5,0.06002250867530412,0.06002250867530412,0.060443482603448034,0.0,0.0,1.0,0.0,3.5973730152472854,0.9269669168820545
niah_multiquery_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32219.0,22.0,0.039808421969272874,0.039808421969272874,0.03880655638749931,0.0,0.0,1.0,0.0,2.358706791885197,1.0430028204857318
niah_multiquery_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3782.0,54.0,0.06890982503364737,0.06890982503364737,0.06796882882435244,0.0,0.0,1.0,0.0,3.648716241121292,0.4898105973726291
niah_multiquery_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7476.0,57.0,0.06007830430673687,0.06007830430673687,0.06008917639758795,0.0,0.0,1.0,0.0,3.8687734687700868,0.6093988331711936
niah_multivalue_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16024.0,42.0,0.060048789641583784,0.060048789641583784,0.060201655361613315,0.0,0.0,1.0,0.0,3.168544454500079,0.8684559729750905
niah_multivalue_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32196.0,43.0,0.03980470815063594,0.03980470815063594,0.03862975989582995,0.0,0.0,1.0,0.0,3.4850149182602763,1.3189512786159077
niah_multivalue_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3750.0,42.0,0.06894694317263668,0.06894694317263668,0.0681132810773328,0.0,0.0,1.0,0.0,3.110732911154628,0.4423466753718125
niah_multivalue_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7454.0,20.0,0.06002967759341697,0.06002967759341697,0.060118219867940643,0.0,0.0,1.0,0.0,1.981423675082624,0.45308763635872057
niah_single_1_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15685.0,3.0,0.0600038341108058,0.0600038341108058,0.05974854376846126,0.0,0.0,1.0,0.0,1.2460440006107092,0.21816311610330683
niah_single_1_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32491.0,3.0,0.03944408492804536,0.03944408492804536,0.03818187457681891,0.0,0.0,1.0,0.0,1.3131942404434085,0.36048283639185075
niah_single_1_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3688.0,21.0,0.07013698630136986,0.07013698630136986,0.06984359708594091,0.0,0.0,1.0,0.0,2.262182635255158,0.3306955244768167
niah_single_1_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7885.0,20.0,0.06000764428589629,0.06000764428589629,0.06062065065076952,0.0,0.0,1.0,0.0,1.9647110383957624,0.4213223232608761
niah_single_2_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15975.0,3.0,0.06004894271192822,0.06004894271192822,0.06032600332790853,0.0,0.0,1.0,0.0,1.214449567720294,0.2365819011007788
niah_single_2_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32138.0,3.0,0.03987290511494611,0.03987290511494611,0.03900880866120601,0.0,0.0,1.0,0.0,1.4318276699632406,0.3349260471511455
niah_single_2_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3704.0,3.0,0.06986899563318777,0.06986899563318777,0.06973842358299595,0.0,0.0,1.0,0.0,1.1050279336050153,0.1266124877007319
niah_single_2_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,8073.0,3.0,0.060112009956440574,0.060112009956440574,0.06007399490907027,0.0,0.0,1.0,0.0,1.1440829196944833,0.16115986764621903
niah_single_3_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,15993.5,21.0,0.06004199184862728,0.06004199184862728,0.060262526050266274,0.0,0.0,1.0,0.0,2.1863995189778507,0.6477602805834781
niah_single_3_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32163.0,25.0,0.0398443579766537,0.0398443579766537,0.03931111960955711,0.0,0.0,1.0,0.0,2.530950122512877,1.0778028033406832
niah_single_3_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3718.0,19.0,0.06956521739130435,0.06956521739130435,0.06985390328223631,0.0,0.0,1.0,0.0,2.165747467428446,0.2976291925520892
niah_single_3_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7411.0,24.0,0.06006779661016949,0.06006779661016949,0.060169927576274276,0.0,0.0,1.0,0.0,2.2725688945502043,0.4399145513160947
qa_hotpot_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.5,15119.5,2.0,0.06003864242663161,0.06003864242663161,0.06040028784370616,0.0,0.0,1.0,0.0,1.171012104023248,0.17904944955418253
qa_hotpot_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,31412.0,5.0,0.04078641302616066,0.04078641302616066,0.040528978918635,0.0,0.0,1.0,0.0,1.4311892380937934,0.45588780848866345
qa_hotpot_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,3704.0,3.0,0.06965986394557823,0.06965986394557823,0.06979808043747189,0.0,0.0,1.0,0.0,1.0750295147299767,0.12720253127877512
qa_hotpot_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,6815.0,3.0,0.060064935064935064,0.060064935064935064,0.0597237122823748,0.0,0.0,1.0,0.0,1.1173689533025026,0.1525297581875185
qa_squad_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,0.5,14200.0,3.5,0.06004513207122026,0.06004513207122026,0.060271025036822926,0.0,0.0,1.0,0.0,1.207102426327765,0.23699212373417453
qa_squad_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,31976.0,2.0,0.04005507572912755,0.04005507572912755,0.04015291564215127,0.0,0.0,1.0,0.0,1.3056300356984138,0.2802296658254655
qa_squad_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3111.0,6.0,0.08287471673680803,0.08287471673680803,0.08326840690407365,0.0,0.0,1.0,0.0,1.2361882803961635,0.1866293689508977
qa_squad_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,0.0,7494.0,11.0,0.06005885500267523,0.06005885500267523,0.060082063972165985,0.0,0.0,1.0,0.0,1.544265951961279,0.3143568720317924
vt_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,2,1.0,16327.5,14.5,0.060043637353892204,0.060043637353892204,0.06002564359205556,0.0,0.0,1.0,0.0,1.7581218830309808,0.5882034525784186
vt_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,32650.0,17.0,0.03927103147818617,0.03927103147818617,0.038460711604421764,0.0,0.0,1.0,0.0,2.035047576762736,0.9541551538266214
vt_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,3850.0,17.0,0.06747496046389036,0.06747496046389036,0.06785079895099563,0.0,0.0,1.0,0.0,1.7903520809486508,0.33219254205708004
vt_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,1,1.0,7932.0,15.0,0.06005586592178771,0.06005586592178771,0.059969375865978086,0.0,0.0,1.0,0.0,1.726843798533082,0.3950733746057114
ALL,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,65,0.8923076923076922,14924.415384615384,25.846153846153847,0.05865051425834213,0.05865051425834213,0.058551171426250756,0.0,0.0,1.0,0.0,2.3613815943065743,0.6682681753937091
LENGTH_4096,full_kv,13,0.9153846153846155,3586.0,28.846153846153847,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9678937973311315,
LENGTH_8192,full_kv,13,0.8897435897435897,7487.692307692308,25.76923076923077,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0856454781471536,
LENGTH_16384,full_kv,26,0.9115384615384615,15754.653846153846,25.692307692307693,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.7137554950224092,
LENGTH_32768,full_kv,13,0.8461538461538461,32039.076923076922,21.76923076923077,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.4091305816546082,
LENGTH_4096,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.9153846153846155,3586.0,29.53846153846154,0.07309726013813758,0.07309726013813758,0.07290440080333188,0.0,0.0,1.0,0.0,2.461354747342949,
LENGTH_8192,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8999999999999999,7487.692307692308,25.692307692307693,0.06006588023867413,0.06006588023867413,0.06011169719111695,0.0,0.0,1.0,0.0,2.2682479867138543,
LENGTH_16384,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,26,0.9076923076923078,15754.653846153846,26.115384615384617,0.06003807951358809,0.06003807951358809,0.060211327582197896,0.0,0.0,1.0,0.0,2.3786852210401914,
LENGTH_32768,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,13,0.8461538461538461,32039.076923076922,21.76923076923077,0.04001327188772282,0.04001327188772282,0.039317103972409034,0.0,0.0,1.0,0.0,2.319934795395686,
