mode,loss,ppl,token_count,seconds,top_fraction,sign_xnor_candidate_fraction,recent_window_tokens,qabs_dim_count,qabs_candidate_fraction,kdom_key_dim_count,max_heads_per_token,limit_strategy,protected_sink_tokens,protected_recent_fraction,protected_recent_tokens,always_keep_self,qabs_fast_path,qabs_cuda_final_kernel,qabs_cuda_candidate_kernel,qabs_cuda_reuse_select_kernel,qabs_profile,qabs_candidate_selection,qabs_threshold_sample_size,lagged_refresh_fraction,full_head_map_path,full_layer_map_path,layer_budget_map_path,adaptive_low_tokens,adaptive_high_tokens,adaptive_low_fraction,adaptive_mean_margin,adaptive_margin_threshold,reuse_prefill_cache,shared_prefill_seconds
qabs8cand3reuse,3.35610994783201,28.677416968970775,32,2.4587037000019336,,,,8,0.03,,,qabs_reuse_rerank,10,,10,True,True,False,False,False,,topk,,,,,,,,,,,True,2.178360399993835
qabs8cand3top2attn,3.3520182079082588,28.56031617342724,32,0.6895154000012553,0.02,,,8,0.03,,,qabs_candidate_top2_attention,10,,10,True,True,False,False,,,,,,,,,,,,,,True,2.178360399993835
qabs8cand3top2globalattn,3.50187687185462,33.17766378197414,32,1.6275152999951388,0.02,,,8,0.03,,,qabs_candidate_top2_global_attention,10,,10,True,True,False,False,,,,,,,,,,,,,,True,2.178360399993835
qabs8cand3sharedtop2attn,3.4973853926640004,33.02898114793502,32,0.7247887999983504,0.02,,,8,0.03,,,qabs_shared_candidate_top2_attention,10,,10,True,True,False,False,,,,,,,,,,,,,,True,2.178360399993835
qabs8cand3sharedr2attn,3.5583509575226344,35.1052593234682,32,0.9916341999996803,0.02,,,8,0.03,,,qabs_shared_reuse_attention,10,,10,True,True,False,False,,,,,,,,,,,,,,True,2.178360399993835
qabs8cand3sharedr4attn,3.537013540044427,34.36413866825053,32,1.0611796000011964,0.02,,,8,0.03,,,qabs_shared_reuse_attention,10,,10,True,True,False,False,,,,,,,,,,,,,,True,2.178360399993835
qabs8cand3sharedr8attn,3.7282124797347933,41.60467246103405,32,1.1186052999983076,0.02,,,8,0.03,,,qabs_shared_reuse_attention,10,,10,True,True,False,False,,,,,,,,,,,,,,True,2.178360399993835
baseline,3.041793964453973,20.942780158243977,32,0.42992209999647457,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,True,2.178360399993835
